Timestamp,x,y,r,g,b
0,92.346664,105.756,0.0,0.0,255.0
30,89.616,103.708,0.0,0.0,255.0
60,86.88533,101.66,0.0,0.0,255.0
90,84.15466,99.612,0.0,0.0,255.0
120,81.424,97.564,0.0,0.0,255.0
150,78.69334,95.516,0.0,0.0,255.0
180,75.96267,93.468,0.0,0.0,255.0
210,73.232,91.42,0.0,0.0,255.0
240,70.501335,89.372,0.0,0.0,255.0
270,67.77067,87.324,0.0,0.0,255.0
300,65.04,85.276,0.0,0.0,255.0
330,62.309334,83.228,0.0,0.0,255.0
360,59.578667,81.18,0.0,0.0,255.0
390,56.848,79.132,0.0,0.0,255.0
420,54.117332,77.084,0.0,0.0,255.0
450,51.386665,75.036,0.0,0.0,255.0
480,48.656,72.988,0.0,0.0,255.0
510,45.925335,70.94,0.0,0.0,255.0
540,43.194668,68.892,0.0,0.0,255.0
570,40.464,66.844,0.0,0.0,255.0
600,37.733334,64.796,0.0,0.0,255.0
630,35.002666,62.748,0.0,0.0,255.0
660,32.272,60.7,0.0,0.0,255.0
690,29.541334,58.652,0.0,0.0,255.0
720,26.810667,56.604,0.0,0.0,255.0
750,24.08,54.556,255.0,0.0,0.0
780,21.349333,52.508,255.0,0.0,0.0
810,18.618668,50.46,255.0,0.0,0.0
840,15.8880005,48.412,255.0,0.0,0.0
870,13.157333,46.364,255.0,0.0,0.0
900,10.426666,44.316,255.0,0.0,0.0
930,7.696,42.268,255.0,0.0,0.0
960,10.426666,40.22,255.0,0.0,0.0
990,13.157333,38.172,255.0,0.0,0.0
1020,15.8880005,36.124,255.0,0.0,0.0
1050,18.618668,34.076,255.0,0.0,0.0
1080,21.349333,32.028,255.0,0.0,0.0
1110,24.08,29.98,255.0,0.0,0.0
1140,26.810667,27.932,255.0,0.0,0.0
1170,29.541334,25.884,255.0,0.0,0.0
1200,32.272,23.836,255.0,0.0,0.0
1230,35.002666,21.788,255.0,0.0,0.0
1260,37.733334,19.74,255.0,0.0,0.0
1290,40.464,17.692,255.0,0.0,0.0
1320,43.194668,15.644,255.0,0.0,0.0
1350,45.925335,13.596,255.0,0.0,0.0
1380,48.656,11.548,255.0,0.0,0.0
1410,51.386665,9.5,255.0,0.0,0.0
1440,54.117332,11.548,0.0,255.0,0.0
1470,56.848,13.596,0.0,255.0,0.0
1500,59.578667,15.644,0.0,255.0,0.0
1530,62.309334,17.692,0.0,255.0,0.0
1560,65.04,19.74,0.0,255.0,0.0
1590,67.77067,21.788,0.0,255.0,0.0
1620,70.501335,23.836,0.0,255.0,0.0
1650,73.232,25.884,0.0,255.0,0.0
1680,75.96267,27.932,0.0,255.0,0.0
1710,78.69334,29.98,0.0,255.0,0.0
1740,81.424,32.028,0.0,255.0,0.0
1770,84.15466,34.076,0.0,255.0,0.0
1800,86.88533,36.124,0.0,255.0,0.0
1830,89.616,38.172,0.0,255.0,0.0
1860,92.346664,40.22,0.0,255.0,0.0
1890,95.07733,42.268,0.0,255.0,0.0
1920,97.808,44.316,127.0,127.0,127.0
