Timestamp,x,y,r,g,b
0,160.69067,65.056,255.0,0.0,0.0
30,163.42134,67.104,255.0,0.0,0.0
60,166.152,69.152,255.0,0.0,0.0
90,168.88266,71.2,255.0,0.0,0.0
120,171.61333,73.248,255.0,0.0,0.0
150,174.344,75.296,255.0,0.0,0.0
180,177.07466,77.344,255.0,0.0,0.0
210,179.80533,79.392,255.0,0.0,0.0
240,182.536,81.44,255.0,0.0,0.0
270,185.26666,83.488,255.0,0.0,0.0
300,187.99733,85.536,255.0,0.0,0.0
330,190.728,87.584,255.0,0.0,0.0
360,193.45866,89.632,255.0,0.0,0.0
390,196.18933,91.68,255.0,0.0,0.0
420,198.92,93.728,255.0,0.0,0.0
450,201.65067,95.776,255.0,0.0,0.0
480,204.38133,97.824,255.0,0.0,0.0
510,207.112,99.872,255.0,0.0,0.0
540,209.84267,101.92,255.0,0.0,0.0
570,212.57333,103.968,255.0,0.0,0.0
600,215.304,106.016,255.0,0.0,0.0
630,218.03467,108.064,255.0,0.0,0.0
660,220.76534,110.112,255.0,0.0,0.0
690,223.496,112.16,255.0,0.0,0.0
720,226.22667,114.208,255.0,0.0,0.0
750,228.95734,116.256,255.0,0.0,0.0
780,231.688,118.304,255.0,0.0,0.0
810,234.41867,120.352,255.0,0.0,0.0
840,237.14934,122.4,255.0,0.0,0.0
870,239.88,124.448,255.0,0.0,0.0
900,242.61067,126.496,255.0,0.0,0.0
930,245.34134,128.544,255.0,0.0,0.0
960,248.072,130.592,255.0,0.0,0.0
990,245.34134,132.64,255.0,0.0,0.0
1020,242.61067,134.688,255.0,0.0,0.0
1050,239.88,136.736,255.0,0.0,0.0
1080,237.14934,138.784,255.0,0.0,0.0
1110,234.41867,140.832,255.0,0.0,0.0
1140,231.688,142.88,255.0,0.0,0.0
1170,228.95734,144.928,255.0,0.0,0.0
1200,226.22667,146.976,255.0,0.0,0.0
1230,223.496,149.024,255.0,0.0,0.0
1260,220.76534,151.072,255.0,0.0,0.0
1290,218.03467,153.12,255.0,0.0,0.0
1320,215.304,155.168,255.0,0.0,0.0
1350,212.57333,157.216,255.0,0.0,0.0
1380,209.84267,159.264,255.0,0.0,0.0
1410,207.112,161.312,255.0,0.0,0.0
1440,204.38133,163.36,255.0,0.0,0.0
1470,201.65067,165.408,255.0,0.0,0.0
1500,198.92,167.456,255.0,0.0,0.0
1530,196.18933,169.504,255.0,0.0,0.0
1560,193.45866,171.552,255.0,0.0,0.0
1590,190.728,173.6,255.0,0.0,0.0
1620,187.99733,175.648,255.0,0.0,0.0
1650,185.26666,177.696,255.0,0.0,0.0
1680,182.536,179.744,255.0,0.0,0.0
1710,179.80533,181.792,255.0,0.0,0.0
1740,177.07466,183.84,255.0,0.0,0.0
1770,174.344,185.888,255.0,0.0,0.0
1800,171.61333,187.936,255.0,0.0,0.0
1830,168.88266,189.984,255.0,0.0,0.0
1860,166.152,192.032,255.0,0.0,0.0
1890,163.42134,194.08,255.0,0.0,0.0
1920,160.69067,196.128,255.0,0.0,0.0
1950,157.96,198.176,127.0,127.0,127.0
1980,155.22934,200.224,127.0,127.0,127.0
2010,152.49867,202.272,127.0,127.0,127.0
2040,149.768,204.32,127.0,127.0,127.0
2070,147.03734,206.368,127.0,127.0,127.0
2100,144.30667,208.416,127.0,127.0,127.0
2130,141.576,210.464,127.0,127.0,127.0
2160,138.84534,212.512,127.0,127.0,127.0
2190,136.11467,214.56,127.0,127.0,127.0
2220,133.384,216.608,127.0,127.0,127.0
2250,130.65334,218.656,127.0,127.0,127.0
2280,127.92267,220.704,127.0,127.0,127.0
2310,125.192,222.752,127.0,127.0,127.0
2340,122.461334,224.8,127.0,127.0,127.0
2370,119.73067,226.848,127.0,127.0,127.0
2400,117.0,228.896,127.0,127.0,127.0
2430,114.26933,230.944,127.0,127.0,127.0
2460,111.538666,232.992,127.0,127.0,127.0
2490,108.808,235.04,127.0,127.0,127.0
2520,106.07733,237.088,127.0,127.0,127.0
2550,103.346664,239.136,127.0,127.0,127.0
2580,100.616,241.184,127.0,127.0,127.0
2610,97.88533,243.232,127.0,127.0,127.0
2640,95.15466,245.28,0.0,255.0,0.0
2670,92.424,247.328,0.0,255.0,0.0
2700,89.69334,245.28,0.0,255.0,0.0
2730,86.96267,243.232,0.0,255.0,0.0
2760,84.232,241.184,0.0,255.0,0.0
2790,81.501335,239.136,0.0,255.0,0.0
2820,78.77067,237.088,0.0,255.0,0.0
2850,76.04,235.04,0.0,255.0,0.0
2880,73.30933,232.992,0.0,255.0,0.0
2910,70.57867,230.944,0.0,255.0,0.0
2940,67.848,228.896,0.0,255.0,0.0
2970,65.11733,226.848,0.0,255.0,0.0
3000,62.386665,224.8,0.0,255.0,0.0
3030,59.656,222.752,0.0,255.0,0.0
3060,56.925335,220.704,0.0,255.0,0.0
3090,54.194668,218.656,0.0,255.0,0.0
3120,51.464,216.608,0.0,255.0,0.0
3150,48.733334,214.56,0.0,255.0,0.0
3180,46.002666,212.512,0.0,255.0,0.0
3210,43.272,210.464,0.0,255.0,0.0
3240,40.541332,208.416,0.0,255.0,0.0
3270,37.810665,206.368,0.0,255.0,0.0
3300,35.08,204.32,0.0,255.0,0.0
3330,32.349335,202.272,0.0,255.0,0.0
3360,29.618668,200.224,0.0,255.0,0.0
3390,26.888,198.176,0.0,255.0,0.0
3420,24.157333,196.128,0.0,255.0,0.0
3450,21.426666,194.08,0.0,255.0,0.0
3480,18.696,192.032,0.0,255.0,0.0
3510,15.965333,189.984,0.0,255.0,0.0
3540,13.234667,187.936,0.0,255.0,0.0
3570,10.504,185.888,0.0,255.0,0.0
3600,7.7733335,183.84,0.0,255.0,0.0
3630,10.504,181.792,0.0,255.0,0.0
3660,13.234667,179.744,0.0,255.0,0.0
3690,15.965333,177.696,0.0,0.0,255.0
3720,18.696,175.648,0.0,0.0,255.0
3750,21.426666,173.6,0.0,0.0,255.0
3780,24.157333,171.552,0.0,0.0,255.0
3810,26.888,169.504,0.0,0.0,255.0
3840,29.618668,167.456,0.0,0.0,255.0
3870,32.349335,165.408,0.0,0.0,255.0
3900,35.08,163.36,0.0,0.0,255.0
3930,37.810665,161.312,0.0,0.0,255.0
3960,40.541332,159.264,0.0,0.0,255.0
3990,43.272,157.216,0.0,0.0,255.0
4020,46.002666,155.168,0.0,0.0,255.0
4050,48.733334,153.12,0.0,0.0,255.0
4080,51.464,151.072,0.0,0.0,255.0
4110,54.194668,149.024,0.0,0.0,255.0
4140,56.925335,146.976,0.0,0.0,255.0
4170,59.656,144.928,0.0,0.0,255.0
4200,62.386665,142.88,0.0,0.0,255.0
4230,65.11733,140.832,0.0,0.0,255.0
4260,67.848,138.784,0.0,0.0,255.0
4290,70.57867,136.736,0.0,0.0,255.0
4320,73.30933,134.688,0.0,0.0,255.0
4350,76.04,132.64,0.0,0.0,255.0
4380,78.77067,130.592,0.0,0.0,255.0
4410,81.501335,128.544,0.0,0.0,255.0
4440,84.232,126.496,0.0,0.0,255.0
4470,86.96267,124.448,0.0,0.0,255.0
4500,89.69334,122.4,0.0,0.0,255.0
4530,92.424,120.352,0.0,0.0,255.0
4560,95.15466,118.304,0.0,0.0,255.0
4590,97.88533,116.256,127.0,127.0,127.0
4620,100.616,114.208,127.0,127.0,127.0
4650,103.346664,112.16,127.0,127.0,127.0
4680,106.07733,110.112,127.0,127.0,127.0
4710,108.808,108.064,127.0,127.0,127.0
4740,111.538666,106.016,127.0,127.0,127.0
4770,114.26933,103.968,127.0,127.0,127.0
4800,117.0,101.92,127.0,127.0,127.0
4830,119.73067,99.872,127.0,127.0,127.0
4860,122.461334,97.824,127.0,127.0,127.0
4890,125.192,95.776,127.0,127.0,127.0
4920,127.92267,93.728,127.0,127.0,127.0
4950,130.65334,91.68,127.0,127.0,127.0
4980,133.384,89.632,127.0,127.0,127.0
5010,136.11467,87.584,127.0,127.0,127.0
5040,138.84534,85.536,127.0,127.0,127.0
5070,141.576,83.488,127.0,127.0,127.0
5100,144.30667,81.44,127.0,127.0,127.0
5130,147.03734,79.392,127.0,127.0,127.0
5160,149.768,77.344,127.0,127.0,127.0
5190,152.49867,75.296,127.0,127.0,127.0
5220,155.22934,73.248,127.0,127.0,127.0
5250,157.96,71.2,127.0,127.0,127.0
5280,160.69067,69.152,255.0,0.0,0.0
5310,163.42134,67.104,255.0,0.0,0.0
5340,166.152,65.056,255.0,0.0,0.0
5370,168.88266,63.008,255.0,0.0,0.0
5400,171.61333,60.96,255.0,0.0,0.0
5430,174.344,58.912,255.0,0.0,0.0
5460,177.07466,56.864,255.0,0.0,0.0
5490,179.80533,54.816,255.0,0.0,0.0
5520,182.536,52.768,255.0,0.0,0.0
5550,185.26666,50.72,255.0,0.0,0.0
5580,187.99733,48.672,255.0,0.0,0.0
5610,190.728,46.624,255.0,0.0,0.0
5640,193.45866,44.576,255.0,0.0,0.0
5670,196.18933,42.528,255.0,0.0,0.0
5700,198.92,40.48,255.0,0.0,0.0
5730,201.65067,38.432,255.0,0.0,0.0
5760,204.38133,36.384,255.0,0.0,0.0
5790,207.112,34.336,255.0,0.0,0.0
5820,209.84267,32.288,255.0,0.0,0.0
5850,212.57333,30.24,255.0,0.0,0.0
5880,215.304,28.192,255.0,0.0,0.0
5910,218.03467,26.144,0.0,255.0,0.0
5940,220.76534,24.096,0.0,255.0,0.0
5970,223.496,22.048,0.0,255.0,0.0
6000,226.22667,20.0,0.0,255.0,0.0
6030,228.95734,17.952,0.0,255.0,0.0
6060,231.688,15.904,0.0,255.0,0.0
6090,234.41867,13.856,0.0,255.0,0.0
6120,237.14934,11.808,0.0,255.0,0.0
6150,239.88,9.76,0.0,255.0,0.0
6180,242.61067,11.808,0.0,255.0,0.0
6210,245.34134,13.856,0.0,255.0,0.0
6240,248.072,15.904,0.0,255.0,0.0
6270,245.34134,17.952,0.0,255.0,0.0
6300,242.61067,20.0,0.0,255.0,0.0
6330,239.88,22.048,0.0,255.0,0.0
6360,237.14934,24.096,0.0,255.0,0.0
6390,234.41867,26.144,0.0,0.0,255.0
6420,231.688,28.192,0.0,0.0,255.0
6450,228.95734,30.24,0.0,0.0,255.0
6480,226.22667,32.288,0.0,0.0,255.0
6510,223.496,34.336,0.0,0.0,255.0
6540,220.76534,36.384,0.0,0.0,255.0
6570,218.03467,38.432,0.0,0.0,255.0
6600,215.304,40.48,0.0,0.0,255.0
6630,212.57333,42.528,0.0,0.0,255.0
6660,209.84267,44.576,0.0,0.0,255.0
6690,207.112,46.624,0.0,0.0,255.0
6720,204.38133,48.672,0.0,0.0,255.0
6750,201.65067,50.72,0.0,0.0,255.0
6780,198.92,52.768,0.0,0.0,255.0
6810,196.18933,54.816,0.0,0.0,255.0
6840,193.45866,56.864,0.0,0.0,255.0
6870,190.728,58.912,0.0,0.0,255.0
6900,187.99733,60.96,0.0,0.0,255.0
6930,185.26666,63.008,0.0,0.0,255.0
6960,182.536,65.056,0.0,0.0,255.0
6990,179.80533,67.104,0.0,0.0,255.0
7020,177.07466,69.152,0.0,0.0,255.0
7050,174.344,71.2,0.0,0.0,255.0
7080,171.61333,73.248,0.0,0.0,255.0
7110,168.88266,75.296,0.0,0.0,255.0
7140,166.152,77.344,0.0,0.0,255.0
7170,163.42134,79.392,0.0,0.0,255.0
7200,160.69067,81.44,0.0,0.0,255.0
7230,157.96,83.488,127.0,127.0,127.0
7260,155.22934,85.536,127.0,127.0,127.0
7290,152.49867,87.584,127.0,127.0,127.0
7320,149.768,89.632,127.0,127.0,127.0
7350,147.03734,91.68,127.0,127.0,127.0
7380,144.30667,93.728,127.0,127.0,127.0
7410,141.576,95.776,127.0,127.0,127.0
7440,138.84534,97.824,127.0,127.0,127.0
7470,136.11467,99.872,127.0,127.0,127.0
7500,133.384,101.92,127.0,127.0,127.0
7530,130.65334,103.968,127.0,127.0,127.0
7560,127.92267,106.016,127.0,127.0,127.0
7590,125.192,108.064,127.0,127.0,127.0
7620,122.461334,110.112,127.0,127.0,127.0
7650,119.73067,112.16,127.0,127.0,127.0
7680,117.0,114.208,127.0,127.0,127.0
7710,114.26933,116.256,127.0,127.0,127.0
7740,111.538666,118.304,127.0,127.0,127.0
7770,108.808,120.352,127.0,127.0,127.0
7800,106.07733,122.4,127.0,127.0,127.0
7830,103.346664,124.448,127.0,127.0,127.0
7860,100.616,126.496,127.0,127.0,127.0
7890,97.88533,128.544,127.0,127.0,127.0
7920,95.15466,130.592,0.0,0.0,255.0
7950,92.424,132.64,0.0,0.0,255.0
7980,89.69334,134.688,0.0,0.0,255.0
8010,86.96267,136.736,0.0,0.0,255.0
8040,84.232,138.784,0.0,0.0,255.0
8070,81.501335,140.832,0.0,0.0,255.0
8100,78.77067,142.88,0.0,0.0,255.0
8130,76.04,144.928,0.0,0.0,255.0
8160,73.30933,146.976,0.0,0.0,255.0
8190,70.57867,149.024,0.0,0.0,255.0
8220,67.848,151.072,0.0,0.0,255.0
8250,65.11733,153.12,0.0,0.0,255.0
8280,62.386665,155.168,0.0,0.0,255.0
8310,59.656,157.216,0.0,0.0,255.0
8340,56.925335,159.264,0.0,0.0,255.0
8370,54.194668,161.312,255.0,0.0,0.0
8400,51.464,163.36,255.0,0.0,0.0
8430,48.733334,165.408,255.0,0.0,0.0
8460,46.002666,167.456,255.0,0.0,0.0
8490,43.272,169.504,255.0,0.0,0.0
8520,40.541332,171.552,255.0,0.0,0.0
