Video ID,idx_trial,trial,idx_time,side_left_right,side_top_bottom,idx_velocity_y,idx_x_position,idx_y_position,length,Final Color,Final X Position,Final Y Position,Final X Velocity,Final Y Velocity,PCCNVC,PCCOVC,PVC,idx_position,last_visible_color,color_entered,color_next,color_after_next,correct_response,Block,Block Video Index,PCCNVC_effective,PCCOVC_effective,PVC_effective,Bounces,Random Bounces,Color Change Bounce,Color Change Random,Hazard Rate,Contingency
233,69,Bounce,2,0,0,1,2,1,408,blue,128.0,29.25,27.306666666666665,34.13333333333333,0.0575,0.025,0.0,4,2,2,3,1,3,10,3,0.02518891687657431,0.0,0.0,11,0,0,10,High,Low
234,70,Bounce,4,0,0,1,4,4,444,red,150.0,70.5,27.306666666666665,34.13333333333333,0.00575,0.5,0.0,14,1,1,2,3,1,20,10,0.0023094688221709007,0.27272728,0.0,11,0,3,1,Low,Medium
235,71,Bounce,0,1,0,0,0,0,237,green,150.0,13.3,-27.306666666666665,20.48,0.0575,0.975,0.0,0,1,1,2,3,2,1,11,0.021645021645021644,1.0,0.0,6,0,6,5,High,High
236,72,Bounce,1,0,1,0,1,0,251,red,117.0,242.7,27.306666666666665,-20.48,0.00575,0.025,0.0,1,1,1,2,3,1,12,2,0.0,0.16666667,0.0,6,0,1,0,Low,Low
237,73,Bounce,2,0,1,1,2,2,261,green,128.0,213.0,27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,5,1,1,2,3,2,8,11,0.023529411764705882,0.6666667,0.0,6,0,4,6,High,Medium
238,74,Bounce,3,0,0,0,3,2,234,blue,139.0,29.8,27.306666666666665,20.48,0.00575,0.975,0.0,8,2,2,3,1,3,6,2,0.004366812227074236,1.0,0.0,5,0,5,1,Low,High
239,75,Bounce,0,0,0,1,0,0,232,green,106.0,15.5,27.306666666666665,34.13333333333333,0.0575,0.025,0.0,0,2,2,3,1,2,21,12,0.02654867256637168,0.0,0.0,6,0,0,6,High,Low
240,76,Bounce,1,1,1,1,1,1,440,blue,139.0,226.75,-27.306666666666665,-34.13333333333333,0.00575,0.5,0.0,2,3,3,1,2,3,23,4,0.002331002331002331,0.27272728,0.0,11,0,3,1,Low,Medium
241,77,Bounce,2,1,0,0,2,0,244,red,128.0,13.3,-27.306666666666665,20.48,0.0575,0.975,0.0,3,3,3,1,2,1,17,4,0.01680672268907563,1.0,0.0,6,0,6,4,High,High
242,78,Bounce,3,1,1,0,3,3,279,blue,117.0,217.95,-27.306666666666665,-20.48,0.00575,0.025,0.0,9,3,3,1,2,3,12,3,0.003663003663003663,0.16666667,0.0,6,0,1,1,Low,Low
243,79,Bounce,4,1,1,1,4,0,299,red,106.0,240.5,-27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,10,3,3,1,2,1,13,5,0.013745704467353952,0.625,0.0,8,0,5,4,High,Medium
244,80,Bounce,1,0,1,1,1,0,235,green,117.0,240.5,27.306666666666665,-34.13333333333333,0.00575,0.975,0.0,1,1,1,2,3,2,9,13,0.0,1.0,0.0,7,0,7,0,Low,High
245,81,Bounce,2,1,0,1,2,1,257,red,128.0,29.25,-27.306666666666665,34.13333333333333,0.0575,0.025,0.0,4,1,1,2,3,1,11,1,0.028,0.0,0.0,7,0,0,7,High,Low
246,82,Bounce,3,1,1,1,3,0,317,green,117.0,240.5,-27.306666666666665,-34.13333333333333,0.00575,0.5,0.0,6,1,1,2,3,2,9,4,0.003246753246753247,0.6666667,0.0,9,0,6,1,Low,Medium
247,83,Bounce,4,0,0,1,4,1,258,blue,150.0,29.25,27.306666666666665,34.13333333333333,0.0575,0.975,0.0,11,2,2,3,1,3,20,4,0.027888446215139442,0.85714287,0.0,7,0,6,7,High,High
248,84,Bounce,0,0,1,0,0,0,249,green,106.0,242.7,27.306666666666665,-20.48,0.00575,0.025,0.0,0,2,2,3,1,2,19,11,0.00411522633744856,0.0,0.0,6,0,0,1,Low,Low
249,85,Bounce,2,0,1,0,2,2,230,blue,128.0,226.2,27.306666666666665,-20.48,0.0575,0.5,0.0,5,3,3,1,2,3,20,1,0.022222222222222223,0.6,0.0,5,0,3,5,High,Medium
250,86,Bounce,3,0,0,0,3,1,261,red,139.0,21.55,27.306666666666665,20.48,0.00575,0.975,0.0,7,3,3,1,2,1,7,3,0.00392156862745098,1.0,0.0,6,0,6,1,Low,High
251,87,Bounce,4,1,1,0,4,2,238,blue,106.0,226.2,-27.306666666666665,-20.48,0.0575,0.025,0.0,12,2,2,3,1,3,11,6,0.02145922746781116,0.0,0.0,5,0,0,5,High,Low
252,88,Bounce,0,1,0,0,0,0,272,red,150.0,13.3,-27.306666666666665,20.48,0.00575,0.5,0.0,0,1,1,2,3,1,9,3,0.0,0.5,0.0,6,0,3,0,Low,Medium
253,89,Bounce,1,1,0,1,1,1,207,green,139.0,29.25,-27.306666666666665,34.13333333333333,0.0575,0.975,0.0,2,1,1,2,3,2,4,3,0.01485148514851485,1.0,0.0,5,0,5,3,High,High
254,90,Bounce,3,1,1,0,3,2,297,red,117.0,226.2,-27.306666666666665,-20.48,0.00575,0.025,0.0,8,1,1,2,3,1,24,1,0.003436426116838488,0.0,0.0,6,0,0,1,Low,Low
255,91,Bounce,4,1,0,0,4,3,307,green,106.0,38.05,-27.306666666666665,20.48,0.0575,0.5,0.0,13,2,2,3,1,2,4,7,0.009966777408637873,0.5,0.0,6,0,3,3,High,Medium
256,92,Bounce,0,0,1,0,0,0,205,blue,106.0,242.7,27.306666666666665,-20.48,0.00575,0.975,0.0,0,2,2,3,1,3,8,8,0.004975124378109453,0.75,0.0,4,0,3,1,Low,High
257,93,Bounce,1,1,0,1,1,0,346,green,139.0,15.5,-27.306666666666665,34.13333333333333,0.0575,0.025,0.0,1,2,2,3,1,2,22,1,0.02373887240356083,0.0,0.0,9,0,0,8,High,Low
258,94,Bounce,2,0,0,1,2,0,233,blue,128.0,15.5,27.306666666666665,34.13333333333333,0.00575,0.5,0.0,3,3,3,1,2,3,13,6,0.008849557522123894,0.0,0.0,7,0,0,2,Low,Medium
259,95,Bounce,4,1,1,0,4,4,216,red,106.0,209.7,-27.306666666666665,-20.48,0.0575,0.975,0.0,14,3,3,1,2,1,18,10,0.018867924528301886,1.0,0.0,4,0,4,4,High,High
260,96,Bounce,0,0,0,1,0,0,257,blue,106.0,15.5,27.306666666666665,34.13333333333333,0.00575,0.025,0.0,0,3,3,1,2,3,17,12,0.0,0.0,0.0,6,0,0,0,Low,Low
261,97,Bounce,1,0,0,0,1,1,256,red,117.0,21.55,27.306666666666665,20.48,0.0575,0.5,0.0,2,2,2,3,1,1,7,1,0.016,1.0,0.0,6,0,6,4,High,Medium
262,98,Bounce,2,0,1,1,2,1,303,green,128.0,226.75,27.306666666666665,-34.13333333333333,0.00575,0.975,0.0,4,1,1,2,3,2,20,12,0.0,1.0,0.0,8,0,8,0,Low,High
263,99,Bounce,3,1,1,1,3,3,208,red,117.0,199.25,-27.306666666666665,-34.13333333333333,0.0575,0.025,0.0,9,3,3,1,2,1,1,1,0.024630541871921183,0.0,0.0,5,0,0,5,High,Low
264,100,Bounce,0,1,0,0,0,0,226,green,150.0,13.3,-27.306666666666665,20.48,0.00575,0.5,0.0,0,1,1,2,3,2,1,9,0.004524886877828055,0.8,0.0,5,0,4,1,Low,Medium
265,101,Bounce,1,1,0,1,1,0,215,blue,139.0,15.5,-27.306666666666665,34.13333333333333,0.0575,0.975,0.0,1,2,2,3,1,3,11,8,0.014354066985645933,1.0,0.0,6,0,6,3,High,High
266,102,Bounce,2,0,0,1,2,2,234,green,128.0,43.0,27.306666666666665,34.13333333333333,0.00575,0.025,0.0,5,1,1,2,3,2,4,9,0.0,0.33333334,0.0,6,0,2,0,Low,Low
267,103,Bounce,3,0,1,0,3,0,552,blue,139.0,242.7,27.306666666666665,-20.48,0.0575,0.5,0.0,6,2,2,3,1,3,2,1,0.024029574861367836,0.54545456,0.0,11,0,6,13,High,Medium
268,104,Bounce,4,1,1,1,4,0,356,red,106.0,240.5,-27.306666666666665,-34.13333333333333,0.00575,0.975,0.0,10,3,3,1,2,1,1,5,0.0,1.0,0.0,10,0,10,0,Low,High
269,105,Bounce,1,1,0,1,1,1,310,blue,139.0,29.25,-27.306666666666665,34.13333333333333,0.0575,0.025,0.0,2,3,3,1,2,3,1,10,0.033112582781456956,0.0,0.0,8,0,0,10,High,Low
270,106,Bounce,2,0,1,0,2,0,327,red,128.0,242.7,27.306666666666665,-20.48,0.00575,0.5,0.0,3,3,3,1,2,1,17,1,0.003125,0.42857143,0.0,7,0,3,1,Low,Medium
271,107,Bounce,3,1,0,0,3,1,385,green,117.0,21.55,-27.306666666666665,20.48,0.0575,0.975,0.0,7,1,1,2,3,2,5,10,0.01856763925729443,0.875,0.0,8,0,7,7,High,High
272,108,Bounce,4,0,1,0,4,1,255,red,150.0,234.45,27.306666666666665,-20.48,0.00575,0.025,0.0,11,3,3,1,2,1,9,10,0.012048192771084338,0.16666667,0.0,6,0,1,3,Low,Low
273,109,Bounce,0,0,1,1,0,0,226,green,106.0,240.5,27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,0,2,2,3,1,2,5,3,0.02727272727272727,0.16666667,0.0,6,0,1,6,High,Medium
274,110,Bounce,2,0,0,1,2,1,241,blue,128.0,29.25,27.306666666666665,34.13333333333333,0.00575,0.975,0.0,4,2,2,3,1,3,14,1,0.004273504273504274,1.0,0.0,7,0,7,1,Low,High
275,111,Bounce,3,0,1,0,3,2,264,green,139.0,226.2,27.306666666666665,-20.48,0.0575,0.025,0.0,8,2,2,3,1,2,21,1,0.01937984496124031,0.0,0.0,6,0,0,5,High,Low
276,112,Bounce,4,1,0,1,4,2,203,blue,106.0,43.0,-27.306666666666665,34.13333333333333,0.00575,0.5,0.0,12,2,2,3,1,3,1,6,0.0,0.2,0.0,5,0,1,0,Low,Medium
277,113,Bounce,0,1,0,1,0,0,274,red,150.0,15.5,-27.306666666666665,34.13333333333333,0.0575,0.975,0.0,0,3,3,1,2,1,20,6,0.022388059701492536,1.0,0.0,6,0,6,6,High,High
278,114,Bounce,1,1,0,0,1,0,244,blue,139.0,13.3,-27.306666666666665,20.48,0.00575,0.025,0.0,1,3,3,1,2,3,13,7,0.004201680672268907,0.0,0.0,6,0,0,1,Low,Low
279,115,Bounce,3,0,1,1,3,3,206,red,139.0,199.25,27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,9,3,3,1,2,1,14,10,0.014925373134328358,0.2,0.0,5,0,1,3,High,Medium
280,116,Bounce,4,1,0,1,4,3,235,green,106.0,56.75,-27.306666666666665,34.13333333333333,0.00575,0.975,0.0,13,1,1,2,3,2,19,10,0.0043859649122807015,1.0,0.0,7,0,7,1,Low,High
281,117,Bounce,0,1,1,0,0,0,240,red,150.0,242.7,-27.306666666666665,-20.48,0.0575,0.025,0.0,0,3,3,1,2,1,9,12,0.03418803418803419,0.0,0.0,6,0,0,8,High,Low
282,118,Bounce,1,0,1,0,1,1,214,green,117.0,234.45,27.306666666666665,-20.48,0.00575,0.5,0.0,2,2,2,3,1,2,4,12,0.004761904761904762,0.5,0.0,4,0,2,1,Low,Medium
283,119,Bounce,2,0,1,0,2,2,349,blue,128.0,226.2,27.306666666666665,-20.48,0.0575,0.975,0.0,5,1,1,2,3,3,11,10,0.023391812865497075,1.0,0.0,7,0,7,8,High,High
284,120,Bounce,4,1,0,1,4,4,250,green,106.0,70.5,-27.306666666666665,34.13333333333333,0.00575,0.025,0.0,14,2,2,3,1,2,8,12,0.004098360655737705,0.0,0.0,6,0,0,1,Low,Low
285,121,Bounce,0,0,1,1,0,0,206,blue,106.0,240.5,27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,0,1,1,2,3,3,2,5,0.024875621890547265,0.8,0.0,5,0,4,5,High,Medium
286,122,Bounce,1,1,0,1,1,0,271,red,139.0,15.5,-27.306666666666665,34.13333333333333,0.00575,0.975,0.0,1,3,3,1,2,1,16,12,0.0,1.0,0.0,7,0,7,0,Low,High
287,123,Bounce,2,1,0,0,2,0,298,blue,128.0,13.3,-27.306666666666665,20.48,0.0575,0.025,0.0,3,2,2,3,1,3,6,10,0.023972602739726026,0.0,0.0,6,0,0,7,High,Low
288,124,Bounce,3,0,1,0,3,0,214,red,139.0,242.7,27.306666666666665,-20.48,0.00575,0.5,0.0,6,3,3,1,2,1,14,12,0.0,0.5,0.0,4,0,2,0,Low,Medium
289,125,Bounce,0,1,0,0,0,0,311,green,150.0,13.3,-27.306666666666665,20.48,0.0575,0.975,0.0,0,1,1,2,3,2,9,6,0.029605263157894735,0.85714287,0.0,7,0,6,9,High,High
290,126,Bounce,1,0,1,1,1,1,202,red,117.0,226.75,27.306666666666665,-34.13333333333333,0.00575,0.025,0.0,2,1,1,2,3,1,22,3,0.01015228426395939,0.0,0.0,5,0,0,2,Low,Low
291,127,Bounce,2,0,0,1,2,1,348,green,128.0,29.25,27.306666666666665,34.13333333333333,0.0575,0.5,0.0,4,1,1,2,3,2,2,3,0.02654867256637168,0.5555556,0.0,9,0,5,9,High,Medium
292,128,Bounce,3,0,1,0,3,1,278,blue,139.0,234.45,27.306666666666665,-20.48,0.00575,0.975,0.0,7,2,2,3,1,3,13,3,0.0,1.0,0.0,6,0,6,0,Low,High
293,129,Bounce,4,1,1,0,4,0,254,green,106.0,242.7,-27.306666666666665,-20.48,0.0575,0.025,0.0,10,3,3,1,2,2,15,1,0.024193548387096774,0.16666667,0.0,6,0,1,6,High,Low
294,130,Bounce,1,0,0,1,1,0,252,blue,117.0,15.5,27.306666666666665,34.13333333333333,0.00575,0.5,0.0,1,3,3,1,2,3,7,9,0.004081632653061225,0.5714286,0.0,7,0,4,1,Low,Medium
295,131,Bounce,2,1,1,1,2,2,211,red,128.0,213.0,-27.306666666666665,-34.13333333333333,0.0575,0.975,0.0,5,2,2,3,1,1,10,10,0.019417475728155338,1.0,0.0,5,0,5,4,High,High
296,132,Bounce,3,1,0,1,3,2,282,blue,117.0,43.0,-27.306666666666665,34.13333333333333,0.00575,0.025,0.0,8,3,3,1,2,3,4,6,0.0,0.0,0.0,7,0,0,0,Low,Low
297,133,Bounce,4,0,0,1,4,1,287,red,150.0,29.25,27.306666666666665,34.13333333333333,0.0575,0.5,0.0,11,3,3,1,2,1,11,2,0.025,0.5714286,0.0,7,0,4,7,High,Medium
298,134,Bounce,0,1,1,1,0,0,212,green,150.0,240.5,-27.306666666666665,-34.13333333333333,0.00575,0.975,0.0,0,1,1,2,3,2,7,7,0.004830917874396135,1.0,0.0,5,0,5,1,Low,High
299,135,Bounce,2,1,1,0,2,0,203,red,128.0,242.7,-27.306666666666665,-20.48,0.0575,0.025,0.0,3,1,1,2,3,1,20,5,0.03015075376884422,0.0,0.0,4,0,0,6,High,Low
300,136,Bounce,3,1,0,0,3,3,281,green,117.0,38.05,-27.306666666666665,20.48,0.00575,0.5,0.0,9,2,2,3,1,2,18,9,0.007272727272727273,0.5,0.0,6,0,3,2,Low,Medium
301,137,Bounce,4,0,0,0,4,2,266,blue,150.0,29.8,27.306666666666665,20.48,0.0575,0.975,0.0,12,1,1,2,3,3,24,4,0.023076923076923078,1.0,0.0,6,0,6,6,High,High
302,138,Bounce,0,0,1,0,0,0,284,green,106.0,242.7,27.306666666666665,-20.48,0.00575,0.025,0.0,0,2,2,3,1,2,19,5,0.0035971223021582736,0.16666667,0.0,6,0,1,1,Low,Low
303,139,Bounce,1,0,1,0,1,1,311,blue,117.0,234.45,27.306666666666665,-20.48,0.0575,0.5,0.0,2,1,1,2,3,3,13,1,0.03289473684210526,0.5714286,0.0,7,0,4,10,High,Medium
304,140,Bounce,3,1,0,1,3,0,265,red,117.0,15.5,-27.306666666666665,34.13333333333333,0.00575,0.975,0.0,6,3,3,1,2,1,12,4,0.0,1.0,0.0,7,0,7,0,Low,High
305,141,Bounce,4,1,0,0,4,3,243,blue,106.0,38.05,-27.306666666666665,20.48,0.0575,0.025,0.0,13,3,3,1,2,3,13,11,0.025210084033613446,0.0,0.0,5,0,0,6,High,Low
