Video ID,idx_trial,trial,idx_time,side_left_right,side_top_bottom,idx_velocity_y,idx_x_position,idx_y_position,length,Final Color,Final X Position,Final Y Position,Final X Velocity,Final Y Velocity,PCCNVC,PCCOVC,PVC,idx_position,last_visible_color,color_entered,color_next,color_after_next,correct_response,Block,Block Video Index,PCCNVC_effective,PCCOVC_effective,PVC_effective,Bounces,Random Bounces,Color Change Bounce,Color Change Random,Hazard Rate,Contingency
0,0,Catch,-1,-1,-1,-1,-1,-1,200,red,58.25,63.833332,-27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,-1,1,1,2,3,1,6,6,0.015384615384615385,0.4,0.0,5,0,2,3,High,Medium
1,1,Catch,-1,-1,-1,-1,-1,-1,200,green,228.25,243.5,-27.306666666666665,-20.48,0.00575,0.025,0.0,-1,2,2,3,1,2,18,2,0.005128205128205128,0.0,0.0,5,0,0,1,Low,Low
2,2,Catch,-1,-1,-1,-1,-1,-1,200,blue,12.5,166.5,-27.306666666666665,-20.48,0.00575,0.975,0.0,-1,3,3,1,2,3,18,3,0.00510204081632653,1.0,0.0,4,0,4,1,Low,High
3,3,Catch,-1,-1,-1,-1,-1,-1,200,blue,182.5,140.83333,-27.306666666666665,-34.13333333333333,0.0575,0.975,0.0,-1,3,3,1,2,3,7,6,0.02564102564102564,1.0,0.0,5,0,5,5,High,High
4,4,Catch,-1,-1,-1,-1,-1,-1,200,red,43.0,115.166664,-27.306666666666665,-20.48,0.0575,0.5,0.0,-1,1,1,2,3,1,24,3,0.030612244897959183,0.5,0.0,4,0,2,6,High,Medium
5,5,Catch,-1,-1,-1,-1,-1,-1,200,green,213.0,217.83333,-27.306666666666665,-34.13333333333333,0.00575,0.025,0.0,-1,2,2,3,1,2,8,10,0.005154639175257732,0.0,0.0,6,0,0,1,Low,Low
6,6,Catch,-1,-1,-1,-1,-1,-1,200,red,27.75,38.166668,-27.306666666666665,-20.48,0.0575,0.5,0.0,-1,1,1,2,3,1,16,2,0.025380710659898477,0.33333334,0.0,3,0,1,5,High,Medium
7,7,Catch,-1,-1,-1,-1,-1,-1,200,blue,197.75,89.5,-27.306666666666665,-34.13333333333333,0.00575,0.025,0.0,-1,3,3,1,2,3,2,7,0.010309278350515464,0.16666667,0.0,6,0,1,2,Low,Low
8,8,Catch,-1,-1,-1,-1,-1,-1,200,green,73.5,192.16667,-27.306666666666665,-34.13333333333333,0.00575,0.975,0.0,-1,2,2,3,1,2,13,4,0.010256410256410256,0.8,0.0,5,0,4,2,Low,High
9,9,Catch,-1,-1,-1,-1,-1,-1,200,blue,243.5,12.5,-27.306666666666665,-20.48,0.0575,0.975,0.0,-1,3,3,1,2,3,11,3,0.02040816326530612,0.75,0.0,4,0,3,4,High,High
10,10,Catch,-1,-1,-1,-1,-1,-1,200,green,27.75,243.5,-27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,-1,2,2,3,1,2,10,7,0.010256410256410256,0.8,0.0,5,0,4,2,High,Medium
11,11,Catch,-1,-1,-1,-1,-1,-1,200,red,197.75,89.5,-27.306666666666665,-20.48,0.00575,0.025,0.0,-1,1,1,2,3,1,5,6,0.005128205128205128,0.0,0.0,5,0,0,1,Low,Low
12,12,Catch,-1,-1,-1,-1,-1,-1,200,blue,58.25,217.83333,-27.306666666666665,-20.48,0.00575,0.975,0.0,-1,3,3,1,2,3,9,2,0.00510204081632653,1.0,0.0,4,0,4,1,Low,High
13,13,Catch,-1,-1,-1,-1,-1,-1,200,green,228.25,192.16667,-27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,-1,2,2,3,1,2,6,1,0.015463917525773196,0.6666667,0.0,6,0,4,3,High,Medium
14,14,Catch,-1,-1,-1,-1,-1,-1,200,red,43.0,12.5,-27.306666666666665,-20.48,0.0575,0.025,0.0,-1,1,1,2,3,1,12,8,0.02030456852791878,0.33333334,0.0,3,0,1,4,High,Low
15,15,Catch,-1,-1,-1,-1,-1,-1,200,red,213.0,63.833332,-27.306666666666665,-34.13333333333333,0.00575,0.5,0.0,-1,1,1,2,3,1,14,2,0.0,0.5,0.0,6,0,3,0,Low,Medium
16,16,Catch,-1,-1,-1,-1,-1,-1,200,blue,73.5,115.166664,-27.306666666666665,-34.13333333333333,0.0575,0.975,0.0,-1,3,3,1,2,3,24,8,0.010256410256410256,1.0,0.0,5,0,5,2,High,High
17,17,Catch,-1,-1,-1,-1,-1,-1,200,green,243.5,38.166668,-27.306666666666665,-20.48,0.00575,0.025,0.0,-1,2,2,3,1,2,8,6,0.01020408163265306,0.0,0.0,4,0,0,2,Low,Low
18,18,Catch,-1,-1,-1,-1,-1,-1,200,red,12.5,140.83333,-27.306666666666665,-20.48,0.00575,0.5,0.0,-1,1,1,2,3,1,23,1,0.0,0.25,0.0,4,0,1,0,Low,Medium
19,19,Catch,-1,-1,-1,-1,-1,-1,200,green,182.5,166.5,-27.306666666666665,-34.13333333333333,0.0575,0.975,0.0,-1,2,2,3,1,2,1,3,0.025510204081632654,1.0,0.0,4,0,4,5,High,High
20,0,Straight,0,0,0,0,-1,-1,219,red,106.0,61.72222,27.306666666666665,-20.48,0.00575,0.025,0.0,-1,1,1,2,3,1,10,9,0.004672897196261682,0.0,0.0,5,0,0,1,Low,Low
21,1,Straight,1,0,0,1,-1,-1,222,green,117.0,76.166664,27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,-1,2,2,3,1,2,18,5,0.032407407407407406,0.6666667,0.0,6,0,4,7,High,Medium
22,2,Straight,2,1,0,0,-1,-1,261,blue,128.0,77.083336,-27.306666666666665,-20.48,0.0575,0.975,0.0,-1,3,3,1,2,3,10,11,0.015625,1.0,0.0,5,0,5,4,High,High
23,3,Straight,3,1,1,0,-1,-1,246,blue,117.0,136.27777,-27.306666666666665,20.48,0.00575,0.025,0.0,-1,2,2,3,1,3,6,12,0.004149377593360996,0.0,0.0,5,0,0,1,Low,Low
24,4,Straight,4,0,1,1,-1,-1,242,red,150.0,236.0,27.306666666666665,34.13333333333333,0.00575,0.5,0.0,-1,3,3,1,2,1,17,8,0.00847457627118644,0.5,0.0,6,0,3,2,Low,Medium
25,5,Straight,0,1,0,0,-1,-1,239,green,150.0,157.55556,-27.306666666666665,-20.48,0.0575,0.975,0.0,-1,2,2,3,1,2,4,1,0.01282051282051282,1.0,0.0,5,0,5,3,High,High
26,6,Straight,1,1,0,1,-1,-1,257,green,139.0,161.0,-27.306666666666665,-34.13333333333333,0.0575,0.025,0.0,-1,1,1,2,3,2,15,8,0.032,0.0,0.0,7,0,0,8,High,Low
27,7,Straight,2,0,1,1,-1,-1,319,blue,128.0,81.25,27.306666666666665,34.13333333333333,0.00575,0.5,0.0,-1,3,3,1,2,3,13,12,0.0032258064516129032,0.44444445,0.0,9,0,4,1,Low,Medium
28,8,Straight,3,1,1,1,-1,-1,239,red,117.0,142.38889,-27.306666666666665,34.13333333333333,0.00575,0.975,0.0,-1,1,1,2,3,1,15,7,0.0,1.0,0.0,6,0,6,0,Low,High
29,9,Straight,4,0,1,0,-1,-1,370,red,150.0,236.0,27.306666666666665,20.48,0.0575,0.025,0.0,-1,1,1,2,3,1,11,4,0.03581267217630854,0.0,0.0,7,0,0,13,High,Low
30,10,Straight,0,0,1,0,-1,-1,209,green,106.0,194.27777,27.306666666666665,20.48,0.0575,0.5,0.0,-1,2,2,3,1,2,10,12,0.02926829268292683,1.0,0.0,4,0,4,6,High,Medium
31,11,Straight,1,0,0,1,-1,-1,245,blue,117.0,94.888885,27.306666666666665,-34.13333333333333,0.00575,0.975,0.0,-1,3,3,1,2,3,21,10,0.012552301255230125,1.0,0.0,6,0,6,3,Low,High
32,12,Straight,2,0,1,1,-1,-1,210,blue,128.0,98.44444,27.306666666666665,34.13333333333333,0.00575,0.025,0.0,-1,3,3,1,2,3,23,10,0.0,0.0,0.0,5,0,0,0,Low,Low
33,13,Straight,3,0,0,0,-1,-1,218,red,139.0,38.11111,27.306666666666665,-20.48,0.0575,0.5,0.0,-1,3,3,1,2,1,16,9,0.023255813953488372,1.0,0.0,3,0,3,5,High,Medium
34,14,Straight,4,1,1,1,-1,-1,280,green,106.0,74.0,-27.306666666666665,34.13333333333333,0.0575,0.975,0.0,-1,3,3,1,2,2,25,8,0.029304029304029304,1.0,0.0,7,0,7,8,High,High
35,15,Straight,0,0,0,0,-1,-1,301,green,106.0,40.86111,27.306666666666665,-20.48,0.00575,0.025,0.0,-1,2,2,3,1,2,16,6,0.0033783783783783786,0.0,0.0,5,0,0,1,Low,Low
36,16,Straight,1,1,1,1,-1,-1,248,blue,139.0,157.66667,-27.306666666666665,34.13333333333333,0.00575,0.5,0.0,-1,3,3,1,2,3,2,4,0.004132231404958678,0.6666667,0.0,6,0,4,1,Low,Medium
37,17,Straight,2,1,1,0,-1,-1,301,red,128.0,83.77778,-27.306666666666665,20.48,0.0575,0.975,0.0,-1,1,1,2,3,1,9,11,0.023728813559322035,0.8333333,0.0,6,0,5,7,High,High
38,18,Straight,3,1,0,0,-1,-1,226,red,117.0,99.77778,-27.306666666666665,-20.48,0.0575,0.025,0.0,-1,3,3,1,2,1,19,1,0.04072398190045249,0.0,0.0,5,0,0,9,High,Low
39,19,Straight,4,1,0,1,-1,-1,264,green,106.0,40.25,-27.306666666666665,-34.13333333333333,0.00575,0.5,0.0,-1,2,2,3,1,2,7,2,0.0,0.8333333,0.0,6,0,5,0,Low,Medium
40,20,Straight,0,0,1,1,-1,-1,251,blue,106.0,74.0,27.306666666666665,34.13333333333333,0.00575,0.975,0.0,-1,3,3,1,2,3,7,11,0.0,0.85714287,0.0,7,0,6,0,Low,High
41,21,Straight,1,0,0,0,-1,-1,228,blue,117.0,159.61111,27.306666666666665,-20.48,0.0575,0.025,0.0,-1,2,2,3,1,3,3,8,0.03139013452914798,0.0,0.0,5,0,0,7,High,Low
42,22,Straight,2,0,0,1,-1,-1,295,red,128.0,88.77778,27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,-1,3,3,1,2,1,24,2,0.027777777777777776,0.2857143,0.0,7,0,2,8,High,Medium
43,23,Straight,3,0,1,1,-1,-1,245,green,139.0,236.0,27.306666666666665,34.13333333333333,0.00575,0.975,0.0,-1,2,2,3,1,2,2,12,0.0041841004184100415,1.0,0.0,6,0,6,1,Low,High
44,24,Straight,4,1,0,1,-1,-1,395,green,106.0,101.0,-27.306666666666665,-34.13333333333333,0.00575,0.025,0.0,-1,2,2,3,1,2,10,5,0.005194805194805195,0.0,0.0,10,0,0,2,Low,Low
45,25,Straight,0,0,1,1,-1,-1,207,blue,106.0,94.25,27.306666666666665,34.13333333333333,0.0575,0.5,0.0,-1,2,2,3,1,3,1,13,0.024752475247524754,0.6,0.0,5,0,3,5,High,Medium
46,26,Straight,1,1,1,0,-1,-1,250,red,139.0,127.333336,-27.306666666666665,20.48,0.0575,0.975,0.0,-1,1,1,2,3,1,4,10,0.02040816326530612,1.0,0.0,5,0,5,5,High,High
47,27,Straight,2,1,1,0,-1,-1,263,red,128.0,216.97223,-27.306666666666665,20.48,0.00575,0.025,0.0,-1,1,1,2,3,1,25,3,0.003875968992248062,0.0,0.0,5,0,0,1,Low,Low
48,28,Straight,3,1,0,0,-1,-1,202,green,117.0,179.55556,-27.306666666666665,-20.48,0.00575,0.5,0.0,-1,2,2,3,1,2,16,3,0.0,0.5,0.0,4,0,2,0,Low,Medium
49,29,Straight,4,1,0,0,-1,-1,200,blue,106.0,20.0,-27.306666666666665,-20.48,0.0575,0.975,0.0,-1,3,3,1,2,3,25,6,0.025380710659898477,1.0,0.0,3,0,3,5,High,High
50,30,Straight,0,1,1,1,-1,-1,234,blue,150.0,221.86111,-27.306666666666665,34.13333333333333,0.0575,0.025,0.0,-1,3,3,1,2,3,23,12,0.017543859649122806,0.16666667,0.0,6,0,1,4,High,Low
51,31,Straight,1,1,1,1,-1,-1,297,red,139.0,189.0,-27.306666666666665,34.13333333333333,0.00575,0.5,0.0,-1,1,1,2,3,1,6,11,0.0034482758620689655,0.14285715,0.0,7,0,1,1,Low,Medium
52,32,Straight,2,0,1,1,-1,-1,306,green,128.0,150.02777,27.306666666666665,34.13333333333333,0.00575,0.975,0.0,-1,2,2,3,1,2,5,11,0.006688963210702341,0.85714287,0.0,7,0,6,2,Low,High
53,33,Straight,3,0,0,0,-1,-1,236,green,139.0,128.66667,27.306666666666665,-20.48,0.0575,0.025,0.0,-1,2,2,3,1,2,14,3,0.030303030303030304,0.0,0.0,5,0,0,7,High,Low
54,34,Straight,4,0,0,0,-1,-1,269,blue,150.0,157.55556,27.306666666666665,-20.48,0.0575,0.5,0.0,-1,2,2,3,1,3,10,2,0.01893939393939394,0.4,0.0,5,0,2,5,High,Medium
55,35,Straight,0,0,1,0,-1,-1,210,red,106.0,69.111115,27.306666666666665,20.48,0.00575,0.975,0.0,-1,1,1,2,3,1,2,6,0.0048543689320388345,1.0,0.0,4,0,4,1,Low,High
56,36,Straight,1,1,0,0,-1,-1,298,red,139.0,92.44444,-27.306666666666665,-20.48,0.00575,0.025,0.0,-1,1,1,2,3,1,20,3,0.0,0.0,0.0,5,0,0,0,Low,Low
57,37,Straight,2,1,0,1,-1,-1,268,green,128.0,105.97222,-27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,-1,2,2,3,1,2,6,5,0.022988505747126436,0.5714286,0.0,7,0,4,6,High,Medium
58,38,Straight,3,1,1,0,-1,-1,201,blue,117.0,236.0,-27.306666666666665,20.48,0.0575,0.975,0.0,-1,2,2,3,1,3,9,8,0.03535353535353535,1.0,0.0,3,0,3,7,High,High
59,39,Straight,4,0,0,1,-1,-1,292,blue,150.0,48.27778,27.306666666666665,-34.13333333333333,0.00575,0.025,0.0,-1,3,3,1,2,3,17,10,0.0,0.0,0.0,7,0,0,0,Low,Low
60,40,Straight,0,1,0,0,-1,-1,506,red,150.0,20.0,-27.306666666666665,-20.48,0.00575,0.5,0.0,-1,1,1,2,3,1,19,9,0.006048387096774193,0.5,0.0,10,0,5,3,Low,Medium
61,41,Straight,1,1,1,0,-1,-1,225,green,139.0,199.77777,-27.306666666666665,20.48,0.0575,0.975,0.0,-1,2,2,3,1,2,22,8,0.031818181818181815,1.0,0.0,5,0,5,7,High,High
62,42,Straight,2,1,0,0,-1,-1,255,green,128.0,134.16667,-27.306666666666665,-20.48,0.0575,0.025,0.0,-1,2,2,3,1,2,14,8,0.036,0.0,0.0,5,0,0,9,High,Low
63,43,Straight,3,1,0,0,-1,-1,211,blue,117.0,20.0,-27.306666666666665,-20.48,0.00575,0.5,0.0,-1,3,3,1,2,3,19,4,0.0,0.33333334,0.0,3,0,1,0,Low,Medium
64,44,Straight,4,0,0,1,-1,-1,218,red,150.0,90.69444,27.306666666666665,-34.13333333333333,0.00575,0.975,0.0,-1,1,1,2,3,1,25,9,0.0,0.8,0.0,5,0,4,0,Low,High
65,45,Straight,0,0,1,1,-1,-1,239,red,106.0,175.25,27.306666666666665,34.13333333333333,0.0575,0.025,0.0,-1,1,1,2,3,1,7,4,0.02575107296137339,0.0,0.0,6,0,0,6,High,Low
66,46,Straight,1,1,0,1,-1,-1,359,green,139.0,51.333332,-27.306666666666665,-34.13333333333333,0.0575,0.5,0.0,-1,2,2,3,1,2,3,9,0.017142857142857144,0.6666667,0.0,9,0,6,6,High,Medium
67,47,Straight,2,0,1,1,-1,-1,211,blue,128.0,98.44444,27.306666666666665,34.13333333333333,0.00575,0.975,0.0,-1,3,3,1,2,3,14,5,0.0,1.0,0.0,5,0,5,0,Low,High
68,48,Straight,3,0,1,0,-1,-1,264,blue,139.0,199.77777,27.306666666666665,20.48,0.00575,0.025,0.0,-1,3,3,1,2,3,10,6,0.0,0.0,0.0,5,0,0,0,Low,Low
69,49,Straight,4,0,1,1,-1,-1,297,red,150.0,165.30556,27.306666666666665,34.13333333333333,0.0575,0.5,0.0,-1,1,1,2,3,1,19,2,0.020689655172413793,0.85714287,0.0,7,0,6,6,High,Medium
70,50,Straight,0,1,1,1,-1,-1,263,green,150.0,137.02777,-27.306666666666665,34.13333333333333,0.0575,0.975,0.0,-1,2,2,3,1,2,7,8,0.01171875,1.0,0.0,7,0,7,3,High,High
71,51,Straight,1,1,1,0,-1,-1,353,green,139.0,181.66667,-27.306666666666665,20.48,0.00575,0.025,0.0,-1,2,2,3,1,2,2,2,0.002890173410404624,0.0,0.0,7,0,0,1,Low,Low
72,52,Straight,2,1,0,1,-1,-1,275,blue,128.0,20.0,-27.306666666666665,-34.13333333333333,0.00575,0.5,0.0,-1,2,2,3,1,3,14,9,0.0037174721189591076,0.5,0.0,6,0,3,1,Low,Medium
73,53,Straight,3,1,0,1,-1,-1,358,red,117.0,188.5,-27.306666666666665,-34.13333333333333,0.0575,0.975,0.0,-1,3,3,1,2,1,1,12,0.017191977077363897,1.0,0.0,9,0,9,6,High,High
74,54,Straight,4,0,0,1,-1,-1,250,red,150.0,133.11111,27.306666666666665,-34.13333333333333,0.0575,0.025,0.0,-1,3,3,1,2,1,14,11,0.02880658436213992,0.0,0.0,7,0,0,7,High,Low
75,55,Straight,0,0,1,0,-1,-1,382,green,106.0,194.27777,27.306666666666665,20.48,0.00575,0.5,0.0,-1,2,2,3,1,2,19,6,0.005333333333333333,0.42857143,0.0,7,0,3,2,Low,Medium
76,56,Straight,1,0,0,0,-1,-1,236,blue,117.0,99.77778,27.306666666666665,-20.48,0.00575,0.975,0.0,-1,3,3,1,2,3,24,5,0.0,0.8,0.0,5,0,4,0,Low,High
77,57,Straight,2,0,1,0,-1,-1,204,blue,128.0,178.91667,27.306666666666665,20.48,0.0575,0.025,0.0,-1,2,2,3,1,3,5,4,0.03,0.0,0.0,4,0,0,6,High,Low
78,58,Straight,3,0,1,0,-1,-1,204,red,139.0,109.22222,27.306666666666665,20.48,0.0575,0.5,0.0,-1,3,3,1,2,1,8,3,0.02,0.75,0.0,4,0,3,4,High,Medium
79,59,Straight,4,1,0,1,-1,-1,257,green,106.0,121.25,-27.306666666666665,-34.13333333333333,0.00575,0.975,0.0,-1,2,2,3,1,2,9,5,0.0,1.0,0.0,7,0,7,0,Low,High
80,60,Straight,0,0,1,0,-1,-1,259,green,106.0,89.97222,27.306666666666665,20.48,0.00575,0.025,0.0,-1,2,2,3,1,2,18,6,0.007874015748031496,0.0,0.0,5,0,0,2,Low,Low
81,61,Straight,1,1,0,0,-1,-1,217,blue,139.0,92.44444,-27.306666666666665,-20.48,0.0575,0.5,0.0,-1,2,2,3,1,3,7,13,0.028169014084507043,0.25,0.0,4,0,1,6,High,Medium
82,62,Straight,2,1,0,0,-1,-1,324,red,128.0,191.25,-27.306666666666665,-20.48,0.0575,0.975,0.0,-1,3,3,1,2,1,18,12,0.025236593059936908,0.85714287,0.0,7,0,6,8,High,High
83,63,Straight,3,1,0,0,-1,-1,272,red,117.0,199.5,-27.306666666666665,-20.48,0.00575,0.025,0.0,-1,1,1,2,3,1,3,6,0.007518796992481203,0.0,0.0,6,0,0,2,Low,Low
84,64,Straight,4,1,1,0,-1,-1,319,green,106.0,173.41667,-27.306666666666665,20.48,0.00575,0.5,0.0,-1,2,2,3,1,2,23,7,0.003205128205128205,0.42857143,0.0,7,0,3,1,Low,Medium
85,65,Straight,0,0,0,1,-1,-1,220,blue,106.0,121.25,27.306666666666665,-34.13333333333333,0.0575,0.975,0.0,-1,3,3,1,2,3,6,7,0.014018691588785047,0.8333333,0.0,6,0,5,3,High,High
86,66,Straight,1,0,1,1,-1,-1,459,blue,117.0,86.22222,27.306666666666665,34.13333333333333,0.0575,0.025,0.0,-1,3,3,1,2,3,8,1,0.03131991051454139,0.0,0.0,12,0,0,14,High,Low
87,67,Straight,2,1,1,1,-1,-1,263,red,128.0,150.02777,-27.306666666666665,34.13333333333333,0.00575,0.5,0.0,-1,1,1,2,3,1,3,2,0.00390625,0.2857143,0.0,7,0,2,1,Low,Medium
88,68,Straight,3,0,1,1,-1,-1,450,green,139.0,157.66667,27.306666666666665,34.13333333333333,0.00575,0.975,0.0,-1,2,2,3,1,2,10,4,0.002277904328018223,1.0,0.0,11,0,11,1,Low,High
89,69,Straight,4,0,0,1,-1,-1,222,green,150.0,104.833336,27.306666666666665,-34.13333333333333,0.0575,0.025,0.0,-1,1,1,2,3,2,3,12,0.03225806451612903,0.0,0.0,5,0,0,7,High,Low
90,70,Straight,0,1,1,0,-1,-1,219,blue,150.0,218.80556,-27.306666666666665,20.48,0.0575,0.5,0.0,-1,3,3,1,2,3,12,11,0.03255813953488372,0.25,0.0,4,0,1,7,High,Medium
91,71,Straight,1,1,1,0,-1,-1,267,red,139.0,73.0,-27.306666666666665,20.48,0.00575,0.975,0.0,-1,1,1,2,3,1,24,9,0.0,1.0,0.0,6,0,6,0,Low,High
92,72,Straight,2,1,0,1,-1,-1,227,red,128.0,174.75,-27.306666666666665,-34.13333333333333,0.00575,0.025,0.0,-1,1,1,2,3,1,17,11,0.0,0.0,0.0,6,0,0,0,Low,Low
93,73,Straight,3,0,0,0,-1,-1,235,green,139.0,164.88889,27.306666666666665,-20.48,0.0575,0.5,0.0,-1,2,2,3,1,2,23,9,0.021739130434782608,0.0,0.0,5,0,0,5,High,Medium
94,74,Straight,4,0,0,1,-1,-1,258,blue,150.0,76.55556,27.306666666666665,-34.13333333333333,0.0575,0.975,0.0,-1,2,2,3,1,3,5,8,0.027777777777777776,1.0,0.0,6,0,6,7,High,High
95,75,Straight,0,0,0,1,-1,-1,267,blue,106.0,121.25,27.306666666666665,-34.13333333333333,0.00575,0.025,0.0,-1,3,3,1,2,3,19,12,0.0,0.0,0.0,7,0,0,0,Low,Low
96,76,Straight,1,1,1,0,-1,-1,308,red,139.0,199.77777,-27.306666666666665,20.48,0.00575,0.5,0.0,-1,1,1,2,3,1,24,7,0.006622516556291391,0.5,0.0,6,0,3,2,Low,Medium
97,77,Straight,2,0,0,1,-1,-1,205,green,128.0,105.97222,27.306666666666665,-34.13333333333333,0.0575,0.975,0.0,-1,1,1,2,3,2,24,6,0.02,1.0,0.0,5,0,5,4,High,High
98,78,Straight,3,1,1,1,-1,-1,205,green,117.0,217.27777,-27.306666666666665,34.13333333333333,0.0575,0.025,0.0,-1,2,2,3,1,2,21,3,0.015,0.0,0.0,5,0,0,3,High,Low
99,79,Straight,4,0,1,0,-1,-1,254,blue,150.0,98.44444,27.306666666666665,20.48,0.00575,0.5,0.0,-1,3,3,1,2,3,25,4,0.0,1.0,0.0,5,0,5,0,Low,Medium
100,80,Straight,0,0,1,1,-1,-1,255,red,106.0,155.0,27.306666666666665,34.13333333333333,0.00575,0.975,0.0,-1,1,1,2,3,1,22,9,0.0,0.85714287,0.0,7,0,6,0,Low,High
101,81,Straight,1,1,0,0,-1,-1,275,red,139.0,110.55556,-27.306666666666665,-20.48,0.0575,0.025,0.0,-1,3,3,1,2,1,16,5,0.03333333333333333,0.0,0.0,5,0,0,9,High,Low
102,82,Straight,2,0,1,0,-1,-1,389,green,128.0,83.77778,27.306666666666665,20.48,0.0575,0.5,0.0,-1,2,2,3,1,2,18,1,0.020942408376963352,0.2857143,0.0,7,0,2,8,High,Medium
103,83,Straight,3,1,1,0,-1,-1,227,blue,117.0,136.27777,-27.306666666666665,20.48,0.00575,0.975,0.0,-1,3,3,1,2,3,21,7,0.0045045045045045045,1.0,0.0,5,0,5,1,Low,High
104,84,Straight,4,1,1,1,-1,-1,203,blue,106.0,215.75,-27.306666666666665,34.13333333333333,0.00575,0.025,0.0,-1,3,3,1,2,3,6,3,0.005050505050505051,0.2,0.0,5,0,1,1,Low,Low
105,85,Straight,0,1,0,0,-1,-1,204,red,150.0,20.0,-27.306666666666665,-20.48,0.0575,0.5,0.0,-1,1,1,2,3,1,7,12,0.029850746268656716,0.0,0.0,3,0,0,6,High,Medium
106,86,Straight,1,1,0,1,-1,-1,254,green,139.0,67.0,-27.306666666666665,-34.13333333333333,0.0575,0.975,0.0,-1,1,1,2,3,2,8,2,0.020161290322580645,1.0,0.0,6,0,6,5,High,High
