Video ID,idx_trial,trial,idx_time,side_left_right,side_top_bottom,idx_velocity_y,idx_x_position,idx_y_position,length,Final Color,Final X Position,Final Y Position,Final X Velocity,Final Y Velocity,PCCNVC,PCCOVC,PVC,length_ms,idx_position,bounce_x_y,idx_pos_y_bounce,last_visible_color_idx,last_visible_color,color_entered,color_next,color_after_next,correct_response,Dataset Block,Dataset Block Video,Bounces,Random Bounces,Color Change Bounce,Color Change Random,PCCNVC_effective,PCCOVC_effective,PVC_effective,Bounces observable,Random Bounces observable,Color Change Bounce observable,Color Change Random observable,PCCNVC_effective_observable,PCCOVC_effective_observable,PVC_effective_observable,Hazard Rate,Contingency,cwl
0,0,Catch,-1,-1,-1,-1,-1,-1.0,200,blue,73.5,111.5,-27.306666662399998,-34.1333333248,0.1,0.925,0.025,6000,-1,,,199,3,3,1,2,3,12,10,4,1,5,6,0.03076923076923077,1.0,0.00510204081632653,2,0,2,1,0.014925373134328358,1.0,0.0,High,High,-0.9692308
1,1,Catch,-1,-1,-1,-1,-1,-1.0,200,red,243.5,12.5,-27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,6000,-1,,,199,1,1,2,3,1,4,5,5,2,6,1,0.0051813471502590676,0.8571428571428571,0.010256410256410256,1,1,2,0,0.0,1.0,0.025,Low,Medium,-0.9948186
2,2,Catch,-1,-1,-1,-1,-1,-1.0,200,green,12.5,144.5,-27.306666662399998,-34.1333333248,0.1,0.1,0.025,6000,-1,,,199,2,2,3,1,2,9,9,4,2,0,8,0.041237113402061855,0.0,0.01020408163265306,0,0,0,2,0.041666666666666664,0.0,0.0,High,Low,-0.9587629
3,3,Catch,-1,-1,-1,-1,-1,-1.0,200,green,182.5,210.5,-27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,6000,-1,,,199,2,2,3,1,2,22,3,4,2,4,1,0.005154639175257732,0.6666666666666666,0.01020408163265306,0,1,1,0,0.0,1.0,0.017241379310344827,Low,Medium,-0.9948454
4,4,Catch,-1,-1,-1,-1,-1,-1.0,200,red,43.0,78.5,-27.306666662399998,-34.1333333248,0.1,0.925,0.025,6000,-1,,,199,1,1,2,3,1,20,7,3,2,5,4,0.020512820512820513,1.0,0.01015228426395939,0,1,1,2,0.029411764705882353,1.0,0.014492753623188406,High,High,-0.9794872
5,5,Catch,-1,-1,-1,-1,-1,-1.0,200,blue,213.0,243.5,-27.306666662399998,-20.48,0.0065,0.1,0.025,6000,-1,,,199,3,3,1,2,3,20,4,4,2,1,1,0.005154639175257732,0.16666666666666666,0.01020408163265306,0,1,0,0,0.0,0.0,0.016666666666666666,Low,Low,-0.9948454
6,6,Catch,-1,-1,-1,-1,-1,-1.0,200,green,73.5,177.5,-27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,6000,-1,,,199,2,2,3,1,2,11,7,4,1,2,1,0.005128205128205128,0.4,0.00510204081632653,0,1,1,1,0.016666666666666666,1.0,0.01639344262295082,Low,Medium,-0.9948718
7,7,Catch,-1,-1,-1,-1,-1,-1.0,200,red,243.5,45.5,-27.306666662399998,-34.1333333248,0.1,0.925,0.025,6000,-1,,,199,1,1,2,3,1,21,10,6,0,6,6,0.030927835051546393,1.0,0.0,1,0,1,2,0.0425531914893617,1.0,0.0,High,High,-0.96907216
8,8,Catch,-1,-1,-1,-1,-1,-1.0,200,blue,12.5,78.5,-27.306666662399998,-34.1333333248,0.1,0.1,0.025,6000,-1,,,199,3,3,1,2,3,11,10,4,1,0,5,0.02564102564102564,0.0,0.00510204081632653,3,0,0,3,0.043478260869565216,0.0,0.0,High,Low,-0.974359
9,9,Catch,-1,-1,-1,-1,-1,-1.0,200,blue,182.5,210.5,-27.306666662399998,-20.48,0.0065,0.1,0.025,6000,-1,,,199,3,3,1,2,3,21,6,5,1,1,0,0.0,0.16666666666666666,0.005128205128205128,0,1,0,0,0.0,0.0,0.021739130434782608,Low,Low,-1.0
10,10,Catch,-1,-1,-1,-1,-1,-1.0,200,green,43.0,111.5,-27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,6000,-1,,,199,2,2,3,1,2,5,11,3,1,3,1,0.00510204081632653,0.75,0.005076142131979695,0,1,0,1,0.02040816326530612,0.0,0.02,Low,Medium,-0.99489796
11,11,Catch,-1,-1,-1,-1,-1,-1.0,200,red,213.0,45.5,-27.306666662399998,-34.1333333248,0.1,0.925,0.025,6000,-1,,,199,1,1,2,3,1,2,4,6,0,3,7,0.03608247422680412,0.5,0.0,1,0,1,2,0.044444444444444446,1.0,0.0,High,High,-0.96391755
12,12,Catch,-1,-1,-1,-1,-1,-1.0,200,green,12.5,144.5,-27.306666662399998,-34.1333333248,0.1,0.925,0.025,6000,-1,,,199,2,2,3,1,2,3,7,5,1,6,7,0.03608247422680412,1.0,0.005128205128205128,0,1,1,2,0.0425531914893617,1.0,0.020833333333333332,High,High,-0.96391755
13,13,Catch,-1,-1,-1,-1,-1,-1.0,200,blue,182.5,243.5,-27.306666662399998,-20.48,0.0065,0.1,0.025,6000,-1,,,199,3,3,1,2,3,14,11,4,1,1,1,0.005128205128205128,0.2,0.00510204081632653,0,0,0,0,0.0,0.0,0.0,Low,Low,-0.9948718
14,14,Catch,-1,-1,-1,-1,-1,-1.0,200,red,43.0,177.5,-27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,6000,-1,,,199,1,1,2,3,1,12,1,4,2,3,0,0.0,0.5,0.01020408163265306,1,2,2,0,0.0,0.6666666666666666,0.04081632653061224,Low,Medium,-1.0
15,15,Catch,-1,-1,-1,-1,-1,-1.0,200,red,213.0,12.5,-27.306666662399998,-34.1333333248,0.1,0.925,0.025,6000,-1,,,199,1,1,2,3,1,24,7,5,1,5,4,0.020618556701030927,0.8333333333333334,0.005128205128205128,0,1,1,1,0.022222222222222223,1.0,0.021739130434782608,High,High,-0.97938144
16,16,Catch,-1,-1,-1,-1,-1,-1.0,200,green,73.5,243.5,-27.306666662399998,-34.1333333248,0.1,0.1,0.025,6000,-1,,,199,2,2,3,1,2,8,8,5,1,0,8,0.041237113402061855,0.0,0.005128205128205128,0,1,0,3,0.04918032786885246,0.0,0.016129032258064516,High,Low,-0.9587629
17,0,Straight,0,1,1,1,-1,-1.0,277,red,150.0,194.0,-27.306666662399998,34.1333333248,0.0065,0.1,0.025,8310,-1,,,272,1,1,2,3,1,14,1,7,2,1,2,0.007462686567164179,0.1111111111111111,0.007407407407407408,0,1,0,0,0.0,0.0,0.0136986301369863,Low,Low,-0.9632434
18,1,Straight,1,0,0,0,-1,-1.0,204,green,128.0,125.42857,27.306666662399998,-20.48,0.1,0.5125000000000001,0.025,6120,-1,,,191,1,1,2,3,2,16,5,4,1,4,6,0.03015075376884422,0.8,0.005,0,0,0,3,0.05172413793103448,0.0,0.0,High,Medium,0.27190015
19,2,Straight,2,0,1,1,-1,-1.0,244,blue,150.0,162.5,27.306666662399998,34.1333333248,0.1,0.925,0.025,7320,-1,,,223,2,2,3,1,3,9,6,6,0,6,8,0.03361344537815126,1.0,0.0,1,0,1,3,0.046153846153846156,1.0,0.0,High,High,0.3605219
20,3,Straight,0,0,1,0,-1,-1.0,281,blue,106.0,236.0,27.306666662399998,20.48,0.0065,0.1,0.025,8430,-1,,,276,2,2,3,1,3,13,6,4,2,1,1,0.0036363636363636364,0.16666666666666666,0.007220216606498195,0,1,0,1,0.013888888888888888,0.0,0.0136986301369863,Low,Low,0.017918795
21,4,Straight,1,1,0,1,-1,-1.0,233,red,128.0,48.857143,-27.306666662399998,-34.1333333248,0.0065,0.5125000000000001,0.025,6990,-1,,,220,1,1,2,3,1,9,10,5,1,4,0,0.0,0.6666666666666666,0.0043859649122807015,0,0,0,0,0.0,0.0,0.0,Low,Medium,-1.0
22,5,Straight,2,1,0,0,-1,-1.0,261,green,106.0,39.92857,-27.306666662399998,-20.48,0.1,0.925,0.025,7830,-1,,,240,1,1,2,3,2,12,7,4,1,5,8,0.03125,1.0,0.0038910505836575876,1,1,2,3,0.046875,1.0,0.015384615384615385,High,High,0.35110846
23,6,Straight,0,1,0,1,-1,-1.0,220,green,150.0,93.5,-27.306666662399998,-34.1333333248,0.1,0.1,0.025,6600,-1,,,215,2,2,3,1,2,4,7,6,1,1,8,0.03755868544600939,0.14285714285714285,0.004672897196261682,0,1,0,2,0.04081632653061224,0.0,0.02,High,Low,-0.82628393
24,7,Straight,1,0,0,1,-1,-1.0,210,blue,128.0,34.42857,27.306666662399998,-34.1333333248,0.0065,0.5125000000000001,0.025,6300,-1,,,197,3,3,1,2,3,24,11,4,2,4,2,0.00980392156862745,0.6666666666666666,0.009708737864077669,0,2,1,1,0.016129032258064516,0.5,0.03125,Low,Medium,-0.88002735
25,8,Straight,2,1,1,0,-1,-1.0,300,red,106.0,136.35715,-27.306666662399998,20.48,0.0065,0.925,0.025,9000,-1,,,279,3,3,1,2,1,25,11,6,1,6,1,0.0034129692832764505,0.8571428571428571,0.003401360544217687,1,1,2,1,0.012345679012345678,1.0,0.012195121951219513,Low,High,0.06693623
26,9,Straight,0,0,1,0,-1,-1.0,208,red,106.0,96.5,27.306666662399998,20.48,0.1,0.1,0.025,6240,-1,,,203,1,1,2,3,1,16,2,4,1,0,7,0.034482758620689655,0.0,0.004901960784313725,1,0,0,3,0.061224489795918366,0.0,0.0,High,Low,-0.839456
27,10,Straight,1,0,1,1,-1,-1.0,306,green,128.0,135.0,27.306666662399998,34.1333333248,0.1,0.5125000000000001,0.025,9180,-1,,,293,1,1,2,3,2,12,2,8,1,7,11,0.037037037037037035,0.7777777777777778,0.003355704697986577,1,1,2,4,0.06349206349206349,1.0,0.015625,High,Medium,0.30708012
28,11,Straight,2,1,0,0,-1,-1.0,201,blue,106.0,79.78571,-27.306666662399998,-20.48,0.0065,0.925,0.025,6030,-1,,,180,3,3,1,2,3,8,1,4,1,5,0,0.0,1.0,0.005076142131979695,0,1,1,0,0.0,1.0,0.020833333333333332,Low,High,-1.0
29,12,Straight,0,1,1,1,-1,-1.0,277,blue,150.0,162.5,-27.306666662399998,34.1333333248,0.0065,0.1,0.025,8310,-1,,,272,3,3,1,2,3,20,6,5,3,1,0,0.0,0.125,0.011029411764705883,0,1,0,0,0.0,0.0,0.0136986301369863,Low,Low,-1.0
30,13,Straight,1,1,0,1,-1,-1.0,216,red,128.0,92.14286,-27.306666662399998,-34.1333333248,0.1,0.5125000000000001,0.025,6480,-1,,,203,1,1,2,3,1,24,4,4,1,3,4,0.018957345971563982,0.6,0.0047169811320754715,0,0,0,2,0.034482758620689655,0.0,0.0,High,Medium,-0.7813361
31,14,Straight,2,0,1,0,-1,-1.0,363,green,150.0,159.92857,27.306666662399998,20.48,0.1,0.925,0.025,10890,-1,,,342,1,1,2,3,2,7,3,6,2,6,11,0.030985915492957747,0.75,0.0056022408963585435,1,0,1,6,0.05405405405405406,1.0,0.0,High,High,0.34995824
32,15,Straight,0,0,0,0,-1,-1.0,201,green,106.0,59.857143,27.306666662399998,-20.48,0.0065,0.1,0.025,6030,-1,,,196,2,2,3,1,2,24,6,3,0,0,1,0.005050505050505051,0.0,0.0,1,0,0,0,0.0,0.0,0.0,Low,Low,-0.9750025
33,16,Straight,1,1,1,1,-1,-1.0,211,blue,128.0,149.42857,-27.306666662399998,34.1333333248,0.0065,0.5125000000000001,0.025,6330,-1,,,198,3,3,1,2,3,18,9,5,1,4,0,0.0,0.6666666666666666,0.0048543689320388345,0,0,0,0,0.0,0.0,0.0,Low,Medium,-1.0
34,17,Straight,2,0,0,0,-1,-1.0,386,red,150.0,126.5,27.306666662399998,-20.48,0.1,0.925,0.025,11580,-1,,,365,3,3,1,2,1,18,8,6,2,8,9,0.023809523809523808,1.0,0.005263157894736842,1,0,1,4,0.036036036036036036,1.0,0.0,High,High,0.3100659
35,18,Straight,0,1,1,1,-1,-1.0,254,red,150.0,194.0,-27.306666662399998,34.1333333248,0.1,0.1,0.025,7620,-1,,,249,1,1,2,3,1,2,2,6,1,2,9,0.03643724696356275,0.2857142857142857,0.004032258064516129,1,1,0,4,0.06451612903225806,0.0,0.015873015873015872,High,Low,-0.83106464
36,19,Straight,1,0,0,0,-1,-1.0,292,green,128.0,55.142857,27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,8760,-1,,,279,2,2,3,1,2,21,3,5,3,6,2,0.007042253521126761,0.75,0.010452961672473868,0,0,0,0,0.0,0.0,0.0,Low,Medium,-0.9123139
37,20,Straight,2,0,0,0,-1,-1.0,215,blue,150.0,111.28571,27.306666662399998,-20.48,0.0065,0.925,0.025,6450,-1,,,194,3,3,1,2,3,24,9,4,2,5,1,0.004784688995215311,0.8333333333333334,0.009478672985781991,0,1,1,0,0.0,1.0,0.021739130434782608,Low,High,-0.9043202
38,21,Straight,0,1,1,0,-1,-1.0,263,blue,150.0,159.92857,-27.306666662399998,20.48,0.1,0.1,0.025,7890,-1,,,258,2,2,3,1,3,20,1,6,1,2,11,0.04296875,0.2857142857142857,0.0038910505836575876,1,0,1,3,0.04477611940298507,1.0,0.0,High,Low,0.18024637
39,22,Straight,1,0,0,1,-1,-1.0,320,red,128.0,77.71429,27.306666662399998,-34.1333333248,0.1,0.5125000000000001,0.025,9600,-1,,,307,1,1,2,3,1,10,2,7,3,5,9,0.02903225806451613,0.5,0.009584664536741214,1,2,1,3,0.034482758620689655,0.3333333333333333,0.02247191011235955,High,Medium,-0.687022
40,23,Straight,2,1,1,1,-1,-1.0,318,green,106.0,107.5,-27.306666662399998,34.1333333248,0.0065,0.925,0.025,9540,-1,,,297,2,2,3,1,2,1,11,8,2,10,1,0.003246753246753247,1.0,0.0064516129032258064,2,1,3,1,0.01020408163265306,1.0,0.010101010101010102,Low,High,-0.93402994
41,24,Straight,0,0,1,1,-1,-1.0,216,green,106.0,180.92857,27.306666662399998,34.1333333248,0.0065,0.1,0.025,6480,-1,,,211,2,2,3,1,2,17,6,6,1,1,1,0.004784688995215311,0.14285714285714285,0.004761904761904762,0,1,0,1,0.02040816326530612,0.0,0.02,Low,Low,-0.9763055
42,25,Straight,1,0,1,0,-1,-1.0,206,blue,128.0,113.0,27.306666662399998,20.48,0.1,0.5125000000000001,0.025,6180,-1,,,193,3,3,1,2,3,3,2,4,1,3,6,0.029850746268656716,0.6,0.0049504950495049506,1,1,1,1,0.019230769230769232,0.5,0.018867924528301886,High,Medium,-0.67999405
43,26,Straight,2,0,0,1,-1,-1.0,238,red,150.0,62.0,27.306666662399998,-34.1333333248,0.1,0.925,0.025,7140,-1,,,217,3,3,1,2,1,1,3,4,2,5,7,0.03017241379310345,0.8333333333333334,0.008547008547008548,0,0,0,3,0.04225352112676056,0.0,0.0,High,High,0.34628478
44,27,Straight,0,1,1,0,-1,-1.0,265,red,150.0,159.92857,-27.306666662399998,20.48,0.0065,0.1,0.025,7950,-1,,,260,1,1,2,3,1,16,3,5,1,0,2,0.007722007722007722,0.0,0.0038461538461538464,2,1,0,2,0.029850746268656716,0.0,0.014705882352941176,Low,Low,-0.9619862
45,28,Straight,1,1,0,1,-1,-1.0,205,green,128.0,106.57143,-27.306666662399998,-34.1333333248,0.0065,0.5125000000000001,0.025,6150,-1,,,192,2,2,3,1,2,18,4,5,1,5,1,0.005025125628140704,0.8333333333333334,0.005,1,0,1,1,0.017543859649122806,1.0,0.0,Low,Medium,-0.9366417
46,29,Straight,2,1,0,0,-1,-1.0,452,blue,106.0,20.0,-27.306666662399998,-20.48,0.1,0.925,0.025,13560,-1,,,431,2,2,3,1,3,21,5,7,3,8,11,0.024886877828054297,0.8,0.006741573033707865,0,1,1,5,0.03184713375796178,1.0,0.006329113924050633,High,High,0.3172073
47,30,Straight,0,1,1,1,-1,-1.0,220,blue,150.0,194.0,-27.306666662399998,34.1333333248,0.1,0.1,0.025,6600,-1,,,215,3,3,1,2,3,13,8,5,1,1,8,0.037383177570093455,0.16666666666666666,0.004651162790697674,1,0,0,2,0.04081632653061224,0.0,0.0,High,Low,-0.8270305
48,31,Straight,1,1,0,0,-1,-1.0,254,red,128.0,37.57143,-27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,7620,-1,,,241,1,1,2,3,1,8,6,3,2,4,0,0.0,0.8,0.00796812749003984,1,0,1,0,0.0,1.0,0.0,Low,Medium,-1.0
49,32,Straight,2,0,0,1,-1,-1.0,239,green,150.0,93.5,27.306666662399998,-34.1333333248,0.0065,0.925,0.025,7170,-1,,,218,2,2,3,1,2,2,10,5,2,7,0,0.0,1.0,0.008547008547008548,3,0,3,0,0.0,1.0,0.0,Low,High,-1.0
50,33,Straight,0,1,1,1,-1,-1.0,217,green,150.0,225.5,-27.306666662399998,34.1333333248,0.1,0.1,0.025,6510,-1,,,212,1,1,2,3,2,9,5,4,2,0,8,0.037914691943127965,0.0,0.009389671361502348,0,0,0,3,0.06,0.0,0.0,High,Low,0.16242708
51,34,Straight,1,0,1,0,-1,-1.0,253,blue,128.0,200.85715,27.306666662399998,20.48,0.1,0.5125000000000001,0.025,7590,-1,,,240,2,2,3,1,3,10,9,5,2,2,10,0.04065040650406504,0.2857142857142857,0.008064516129032258,1,1,0,4,0.07142857142857142,0.0,0.017543859649122806,High,Medium,0.32251117
52,35,Straight,2,0,0,0,-1,-1.0,236,red,150.0,65.64286,27.306666662399998,-20.48,0.0065,0.925,0.025,7080,-1,,,215,1,1,2,3,1,3,8,4,2,5,0,0.0,0.8333333333333334,0.008620689655172414,0,1,1,0,0.0,1.0,0.015151515151515152,Low,High,-1.0
53,36,Straight,0,0,1,1,-1,-1.0,234,red,106.0,217.64285,27.306666662399998,34.1333333248,0.0065,0.1,0.025,7020,-1,,,229,1,1,2,3,1,14,5,6,1,0,1,0.004405286343612335,0.0,0.0043859649122807015,1,0,0,0,0.0,0.0,0.0,Low,Low,-0.97816765
54,37,Straight,1,1,0,0,-1,-1.0,210,green,128.0,37.57143,-27.306666662399998,-20.48,0.1,0.5125000000000001,0.025,6300,-1,,,197,2,2,3,1,2,16,8,2,1,0,8,0.03864734299516908,0.0,0.004807692307692308,0,0,0,2,0.034482758620689655,0.0,0.0,High,Medium,-0.61020297
55,38,Straight,2,0,0,1,-1,-1.0,244,blue,150.0,30.5,27.306666662399998,-34.1333333248,0.1,0.925,0.025,7320,-1,,,223,2,2,3,1,3,10,1,5,2,6,6,0.02531645569620253,0.8571428571428571,0.008368200836820083,1,0,1,1,0.015384615384615385,1.0,0.0,High,High,0.3199331
56,39,Straight,0,1,0,1,-1,-1.0,249,blue,150.0,93.5,-27.306666662399998,-34.1333333248,0.0065,0.1,0.025,7470,-1,,,244,3,3,1,2,3,22,4,5,2,0,0,0.0,0.0,0.00819672131147541,0,0,0,0,0.0,0.0,0.0,Low,Low,-1.0
57,40,Straight,1,1,1,0,-1,-1.0,229,red,128.0,218.42857,-27.306666662399998,20.48,0.0065,0.5125000000000001,0.025,6870,-1,,,216,1,1,2,3,1,4,8,4,2,2,1,0.004484304932735426,0.3333333333333333,0.008888888888888889,0,1,0,0,0.0,0.0,0.017241379310344827,Low,Medium,-0.9432717
58,41,Straight,2,0,1,0,-1,-1.0,280,green,150.0,236.0,27.306666662399998,20.48,0.1,0.925,0.025,8400,-1,,,259,1,1,2,3,2,14,10,5,1,5,10,0.0364963503649635,0.8333333333333334,0.0036363636363636364,1,1,2,4,0.04819277108433735,1.0,0.011904761904761904,High,High,0.3700142
59,42,Straight,0,1,1,0,-1,-1.0,208,green,150.0,159.92857,-27.306666662399998,20.48,0.1,0.1,0.025,6240,-1,,,203,2,2,3,1,2,22,11,4,2,0,9,0.04455445544554455,0.0,0.00980392156862745,1,0,0,2,0.04081632653061224,0.0,0.0,High,Low,-0.7970212
60,43,Straight,1,0,0,0,-1,-1.0,303,blue,128.0,37.57143,27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,9090,-1,,,290,3,3,1,2,3,19,8,5,2,3,2,0.006756756756756757,0.42857142857142855,0.006711409395973154,0,2,0,0,0.0,0.0,0.02666666666666667,Low,Medium,-0.91571885
61,44,Straight,2,0,0,1,-1,-1.0,294,red,150.0,30.5,27.306666662399998,-34.1333333248,0.0065,0.925,0.025,8820,-1,,,273,1,1,2,3,1,6,3,7,1,8,0,0.0,1.0,0.003484320557491289,1,0,1,0,0.0,1.0,0.0,Low,High,-1.0
62,45,Straight,0,1,1,0,-1,-1.0,241,red,150.0,175.14285,-27.306666662399998,20.48,0.1,0.1,0.025,7230,-1,,,236,1,1,2,3,1,23,6,5,2,1,7,0.029914529914529916,0.14285714285714285,0.00847457627118644,1,0,0,1,0.02040816326530612,0.0,0.0,High,Low,-0.85936433
63,46,Straight,1,0,0,1,-1,-1.0,237,green,128.0,77.71429,27.306666662399998,-34.1333333248,0.1,0.5125000000000001,0.025,7110,-1,,,224,1,1,2,3,2,18,1,6,1,4,8,0.034782608695652174,0.5714285714285714,0.004329004329004329,0,1,0,3,0.05263157894736842,0.0,0.017241379310344827,High,Medium,0.296431
64,47,Straight,2,1,1,1,-1,-1.0,258,blue,106.0,217.64285,-27.306666662399998,34.1333333248,0.0065,0.925,0.025,7740,-1,,,237,3,3,1,2,3,18,2,5,2,7,1,0.00398406374501992,1.0,0.007905138339920948,2,1,3,1,0.011363636363636364,1.0,0.011235955056179775,Low,High,-0.9196636
65,48,Straight,0,0,0,1,-1,-1.0,416,blue,106.0,111.78571,27.306666662399998,-34.1333333248,0.0065,0.1,0.025,12480,-1,,,411,3,3,1,2,3,23,5,8,2,0,1,0.0024630541871921183,0.0,0.004901960784313725,0,1,0,0,0.0,0.0,0.009523809523809525,Low,Low,-0.9877454
66,49,Straight,1,1,1,1,-1,-1.0,302,red,128.0,135.0,-27.306666662399998,34.1333333248,0.1,0.5125000000000001,0.025,9060,-1,,,289,3,3,1,2,1,4,3,7,1,4,11,0.03741496598639456,0.5,0.003389830508474576,1,1,1,4,0.05063291139240506,0.5,0.0125,High,Medium,0.30878672
67,50,Straight,2,1,1,0,-1,-1.0,308,green,106.0,96.5,-27.306666662399998,20.48,0.1,0.925,0.025,9240,-1,,,287,1,1,2,3,2,20,2,6,1,7,11,0.036544850498338874,1.0,0.0033112582781456954,0,0,0,6,0.06741573033707865,0.0,0.0,High,High,0.37015653
68,51,Straight,0,0,0,0,-1,-1.0,201,green,106.0,119.64286,27.306666662399998,-20.48,0.0065,0.1,0.025,6030,-1,,,196,2,2,3,1,2,6,6,4,0,0,1,0.005076142131979695,0.0,0.0,1,0,0,0,0.0,0.0,0.0,Low,Low,-0.97487694
69,52,Straight,1,1,0,1,-1,-1.0,252,blue,128.0,34.42857,-27.306666662399998,-34.1333333248,0.0065,0.5125000000000001,0.025,7560,-1,,,239,3,3,1,2,3,16,6,5,0,2,1,0.004048582995951417,0.4,0.0,0,0,0,0,0.0,0.0,0.0,Low,Medium,-0.94864637
70,53,Straight,2,0,1,0,-1,-1.0,202,red,150.0,159.92857,27.306666662399998,20.48,0.1,0.925,0.025,6060,-1,,,181,3,3,1,2,1,19,2,3,1,4,6,0.030303030303030304,1.0,0.005025125628140704,0,0,0,3,0.045454545454545456,0.0,0.0,High,High,0.346888
71,54,Straight,0,0,0,1,-1,-1.0,466,red,106.0,93.42857,27.306666662399998,-34.1333333248,0.1,0.1,0.025,13980,-1,,,461,1,1,2,3,1,24,3,12,2,1,19,0.0420353982300885,0.07142857142857142,0.004405286343612335,2,0,0,5,0.042735042735042736,0.0,0.0,High,Low,-0.8074471
72,55,Straight,1,0,1,1,-1,-1.0,272,green,128.0,192.71428,27.306666662399998,34.1333333248,0.0065,0.5125000000000001,0.025,8160,-1,,,259,2,2,3,1,2,6,9,6,2,6,0,0.0,0.75,0.007518796992481203,2,0,2,0,0.0,1.0,0.0,Low,Medium,-1.0
73,56,Straight,2,0,1,0,-1,-1.0,413,blue,150.0,205.57143,27.306666662399998,20.48,0.0065,0.925,0.025,12390,-1,,,392,3,3,1,2,3,7,7,8,3,11,2,0.004975124378109453,1.0,0.007407407407407408,1,2,3,1,0.008695652173913044,1.0,0.017094017094017096,Low,High,-0.9007098
74,57,Straight,0,1,0,0,-1,-1.0,234,blue,150.0,111.28571,-27.306666662399998,-20.48,0.1,0.1,0.025,7020,-1,,,229,3,3,1,2,3,9,7,5,1,1,8,0.03508771929824561,0.16666666666666666,0.004366812227074236,0,0,0,2,0.04,0.0,0.0,High,Low,-0.83685064
75,58,Straight,1,1,0,1,-1,-1.0,213,red,128.0,77.71429,-27.306666662399998,-34.1333333248,0.1,0.5125000000000001,0.025,6390,-1,,,200,3,3,1,2,1,14,6,5,1,3,6,0.028985507246376812,0.5,0.004807692307692308,1,1,1,3,0.04285714285714286,0.5,0.014084507042253521,High,Medium,0.2651354
76,59,Straight,2,1,1,0,-1,-1.0,218,green,106.0,196.14285,-27.306666662399998,20.48,0.0065,0.925,0.025,6540,-1,,,197,1,1,2,3,2,25,10,4,1,5,2,0.009389671361502348,1.0,0.004672897196261682,2,0,2,1,0.015625,1.0,0.0,Low,High,0.16331728
77,60,Straight,0,0,1,1,-1,-1.0,225,green,106.0,107.5,27.306666662399998,34.1333333248,0.0065,0.1,0.025,6750,-1,,,220,2,2,3,1,2,1,5,5,1,1,1,0.0045662100456621,0.16666666666666666,0.004545454545454545,0,0,0,0,0.0,0.0,0.0,Low,Low,-0.9773775
78,61,Straight,1,0,0,0,-1,-1.0,237,blue,128.0,37.57143,27.306666662399998,-20.48,0.1,0.5125000000000001,0.025,7110,-1,,,224,3,3,1,2,3,19,6,5,1,5,4,0.017316017316017316,0.8333333333333334,0.004310344827586207,1,0,1,1,0.017543859649122806,1.0,0.0,High,Medium,-0.798104
79,62,Straight,2,1,0,1,-1,-1.0,302,red,106.0,75.07143,-27.306666662399998,-34.1333333248,0.1,0.925,0.025,9060,-1,,,281,3,3,1,2,1,10,4,7,0,5,9,0.030508474576271188,0.7142857142857143,0.0,2,0,2,4,0.04597701149425287,1.0,0.0,High,High,0.34782636
80,63,Straight,0,0,1,0,-1,-1.0,218,red,106.0,236.0,27.306666662399998,20.48,0.0065,0.1,0.025,6540,-1,,,213,1,1,2,3,1,7,5,4,1,1,2,0.009389671361502348,0.2,0.004672897196261682,0,1,1,0,0.0,1.0,0.02,Low,Low,-0.9539332
81,64,Straight,1,1,1,1,-1,-1.0,240,green,128.0,135.0,-27.306666662399998,34.1333333248,0.0065,0.5125000000000001,0.025,7200,-1,,,227,2,2,3,1,2,21,2,6,0,4,1,0.004273504273504274,0.6666666666666666,0.0,1,0,1,0,0.0,1.0,0.0,Low,Medium,-0.94586825
82,65,Straight,2,1,0,0,-1,-1.0,203,blue,106.0,59.857143,-27.306666662399998,-20.48,0.1,0.925,0.025,6090,-1,,,182,2,2,3,1,3,23,3,3,0,2,6,0.03,0.6666666666666666,0.0,1,0,1,3,0.046153846153846156,1.0,0.0,High,High,0.34548056
83,66,Straight,0,0,1,0,-1,-1.0,308,blue,106.0,136.35715,27.306666662399998,20.48,0.1,0.1,0.025,9240,-1,,,303,2,2,3,1,3,19,5,5,3,1,11,0.03666666666666667,0.125,0.009900990099009901,0,1,1,3,0.041666666666666664,1.0,0.0136986301369863,High,Low,0.15789622
84,67,Straight,1,1,0,1,-1,-1.0,201,red,128.0,20.0,-27.306666662399998,-34.1333333248,0.0065,0.5125000000000001,0.025,6030,-1,,,188,1,1,2,3,1,22,5,4,1,2,1,0.00510204081632653,0.4,0.005076142131979695,0,0,0,0,0.0,0.0,0.0,Low,Medium,-0.93570244
85,68,Straight,2,1,1,1,-1,-1.0,204,green,106.0,180.92857,-27.306666662399998,34.1333333248,0.0065,0.925,0.025,6120,-1,,,183,2,2,3,1,2,14,4,4,1,5,0,0.0,1.0,0.005,0,1,1,0,0.0,1.0,0.015151515151515152,Low,High,-1.0
