Video ID,idx_trial,trial,idx_time,side_left_right,side_top_bottom,idx_velocity_y,idx_x_position,idx_y_position,length,Final Color,Final X Position,Final Y Position,Final X Velocity,Final Y Velocity,PCCNVC,PCCOVC,PVC,length_ms,idx_position,bounce_x_y,idx_pos_y_bounce,last_visible_color_idx,last_visible_color,color_entered,color_next,color_after_next,correct_response,Dataset Block,Dataset Block Video,Bounces,Random Bounces,Color Change Bounce,Color Change Random,PCCNVC_effective,PCCOVC_effective,PVC_effective,Bounces observable,Random Bounces observable,Color Change Bounce observable,Color Change Random observable,PCCNVC_effective_observable,PCCOVC_effective_observable,PVC_effective_observable,Hazard Rate,Contingency,cwl
216,33,Nonwall,-1,0,1,1,0,3.0,206,green,97.88533,98.06095,-27.306666662399998,-34.1333333248,0.1,0.1,0.025,6180,-1,1.0,2.0,192,2,2,3,1,2,4,4,7,1,0,7,0.03535353535353535,0.0,0.005025125628140704,1,0,0,1,0.02857142857142857,0.0,0.0,High,Low,-0.63512576
217,34,Nonwall,-1,1,0,1,1,11.0,204,blue,119.88533,118.21333,-27.306666662399998,-34.1333333248,0.1,0.5125000000000001,0.025,6120,-1,0.0,7.0,188,2,2,3,1,3,5,5,5,1,2,7,0.03535353535353535,0.3333333333333333,0.005025125628140704,2,0,0,3,0.05084745762711865,0.0,0.0,High,Medium,0.41317177
218,35,Nonwall,-1,1,1,0,3,13.0,249,red,158.11467,123.80572,27.306666662399998,-20.48,0.0065,0.925,0.025,7470,-1,1.0,5.0,235,3,3,1,2,1,16,10,5,2,7,2,0.008264462809917356,1.0,0.00819672131147541,1,0,1,1,0.017241379310344827,1.0,0.0,Low,High,0.8978799
219,36,Nonwall,-1,1,1,1,3,1.0,248,red,158.11467,94.03048,27.306666662399998,-34.1333333248,0.0065,0.1,0.025,7440,-1,1.0,1.0,234,1,1,2,3,1,13,7,6,1,0,1,0.004149377593360996,0.0,0.004132231404958678,1,1,0,0,0.0,0.0,0.019230769230769232,Low,Low,-0.94740045
220,37,Nonwall,-1,0,0,0,2,8.0,299,green,136.11467,110.28343,27.306666662399998,-20.48,0.1,0.5125000000000001,0.025,8970,-1,0.0,3.0,283,2,2,3,1,2,5,7,6,2,3,10,0.03436426116838488,0.375,0.006825938566552901,2,0,0,3,0.036585365853658534,0.0,0.0,High,Medium,-0.407036
221,38,Nonwall,-1,0,1,1,0,1.0,302,blue,97.88533,94.03048,-27.306666662399998,-34.1333333248,0.1,0.925,0.025,9060,-1,1.0,1.0,288,1,1,2,3,3,19,1,8,1,8,8,0.027303754266211604,0.8888888888888888,0.003401360544217687,2,1,2,4,0.056338028169014086,0.6666666666666666,0.013888888888888888,High,High,0.23137084
222,39,Nonwall,-1,1,0,0,1,10.0,208,blue,119.88533,117.04457,-27.306666662399998,-20.48,0.0065,0.1,0.025,6240,-1,0.0,4.0,192,3,3,1,2,3,23,8,4,2,0,4,0.019801980198019802,0.0,0.00980392156862745,2,1,0,1,0.016666666666666666,0.0,0.01639344262295082,Low,Low,-0.7435902
223,40,Nonwall,-1,1,0,0,1,13.0,217,red,119.88533,123.80572,-27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,6510,-1,0.0,5.0,201,3,3,1,2,1,23,4,5,0,2,0,0.0,0.4,0.0,2,0,1,0,0.0,0.5,0.0,Low,Medium,0.4
224,41,Nonwall,-1,0,1,0,0,13.0,206,green,97.88533,123.80572,-27.306666662399998,-20.48,0.1,0.925,0.025,6180,-1,1.0,5.0,192,1,1,2,3,2,5,2,5,1,5,3,0.015,0.8333333333333334,0.004975124378109453,1,1,2,1,0.017543859649122806,1.0,0.017241379310344827,High,High,0.7124894
225,42,Nonwall,-1,0,0,0,0,12.0,307,green,97.88533,118.672,-27.306666662399998,20.48,0.1,0.1,0.025,9210,-1,1.0,0.0,293,1,1,2,3,2,15,2,7,0,0,13,0.043333333333333335,0.0,0.0,2,0,0,3,0.0375,0.0,0.0,High,Low,0.33274218
226,43,Nonwall,-1,1,0,1,3,20.0,231,blue,158.11467,141.81714,27.306666662399998,34.1333333248,0.0065,0.5125000000000001,0.025,6930,-1,1.0,1.0,217,2,2,3,1,3,25,3,6,1,5,1,0.004464285714285714,0.7142857142857143,0.0044444444444444444,1,0,1,0,0.0,1.0,0.0,Low,Medium,0.6896563
227,44,Nonwall,-1,0,1,1,2,29.0,201,red,136.11467,166.0,27.306666662399998,34.1333333248,0.0065,0.925,0.025,6030,-1,0.0,7.0,185,3,3,1,2,1,22,9,6,1,6,0,0.0,0.8571428571428571,0.005128205128205128,2,1,2,0,0.0,0.6666666666666666,0.014492753623188406,Low,High,0.85714287
228,45,Nonwall,-1,1,1,1,1,18.0,207,red,119.88533,137.78667,-27.306666662399998,34.1333333248,0.1,0.1,0.025,6210,-1,0.0,0.0,191,3,3,1,2,1,5,3,5,1,0,8,0.03980099502487562,0.0,0.0049504950495049506,1,0,0,3,0.05,0.0,0.0,High,Low,0.34029
229,46,Nonwall,-1,0,1,1,2,25.0,204,green,136.11467,153.90857,27.306666662399998,34.1333333248,0.1,0.5125000000000001,0.025,6120,-1,0.0,4.0,188,1,1,2,3,2,3,4,6,1,3,5,0.025380710659898477,0.42857142857142855,0.005050505050505051,2,1,2,1,0.021739130434782608,0.6666666666666666,0.02127659574468085,High,Medium,0.44581708
230,47,Nonwall,-1,1,0,0,3,19.0,258,blue,158.11467,138.95543,27.306666662399998,20.48,0.0065,0.925,0.025,7740,-1,1.0,3.0,244,2,2,3,1,3,14,2,7,2,9,2,0.008032128514056224,1.0,0.00796812749003984,1,2,3,0,0.0,1.0,0.03225806451612903,Low,High,0.900606
231,48,Nonwall,-1,0,1,0,0,10.0,234,blue,97.88533,117.04457,-27.306666662399998,-20.48,0.0065,0.1,0.025,7020,-1,1.0,4.0,220,3,3,1,2,3,17,10,5,1,0,2,0.008771929824561403,0.0,0.004366812227074236,2,0,0,0,0.0,0.0,0.0,Low,Low,-0.89195466
232,49,Nonwall,-1,0,1,1,2,28.0,234,red,136.11467,161.96953,27.306666662399998,34.1333333248,0.1,0.5125000000000001,0.025,7020,-1,0.0,6.0,218,2,2,3,1,1,20,11,7,0,4,10,0.04405286343612335,0.5714285714285714,0.0,2,0,1,4,0.06779661016949153,0.5,0.0,High,Medium,0.25150135
233,50,Nonwall,-1,1,0,0,3,16.0,208,green,158.11467,132.19429,27.306666662399998,20.48,0.1,0.925,0.025,6240,-1,1.0,2.0,194,1,1,2,3,2,13,10,5,2,7,4,0.01990049751243781,1.0,0.009852216748768473,2,1,3,0,0.0,1.0,0.0196078431372549,High,High,0.7718817
234,51,Nonwall,-1,1,1,1,3,4.0,299,green,158.11467,102.09143,27.306666662399998,-34.1333333248,0.0065,0.1,0.025,8970,-1,1.0,3.0,285,2,2,3,1,2,13,3,8,1,0,0,0.0,0.0,0.003436426116838488,2,1,0,0,0.0,0.0,0.011111111111111112,Low,Low,-1.0
235,52,Nonwall,-1,0,0,1,2,1.0,313,blue,136.11467,94.03048,27.306666662399998,-34.1333333248,0.0065,0.5125000000000001,0.025,9390,-1,0.0,1.0,297,2,2,3,1,3,2,7,8,1,5,2,0.006578947368421052,0.5555555555555556,0.003278688524590164,2,0,1,1,0.01098901098901099,0.5,0.0,Low,Medium,0.543241
236,53,Nonwall,-1,1,0,0,1,0.0,373,red,119.88533,90.0,-27.306666662399998,-20.48,0.1,0.925,0.025,11190,-1,0.0,0.0,357,2,2,3,1,1,1,4,9,2,9,11,0.03038674033149171,0.8181818181818182,0.005494505494505495,2,1,2,3,0.028846153846153848,0.6666666666666666,0.009523809523809525,High,High,0.25459674
237,54,Nonwall,-1,1,1,1,3,11.0,223,red,158.11467,118.21333,27.306666662399998,-34.1333333248,0.1,0.1,0.025,6690,-1,1.0,7.0,209,3,3,1,2,1,21,8,6,1,1,10,0.046296296296296294,0.14285714285714285,0.004608294930875576,1,0,0,3,0.05172413793103448,0.0,0.0,High,Low,0.37358496
238,55,Nonwall,-1,1,0,0,3,24.0,322,green,158.11467,152.4777,27.306666662399998,20.48,0.0065,0.5125000000000001,0.025,9660,-1,1.0,5.0,308,1,1,2,3,2,5,1,8,1,5,0,0.0,0.5555555555555556,0.0031847133757961785,2,0,1,0,0.0,0.5,0.0,Low,Medium,0.5555556
239,56,Nonwall,-1,0,1,1,2,20.0,252,blue,136.11467,141.81714,27.306666662399998,34.1333333248,0.0065,0.925,0.025,7560,-1,0.0,1.0,236,2,2,3,1,3,6,10,7,0,7,0,0.0,1.0,0.0,2,0,2,0,0.0,1.0,0.0,Low,High,1.0
240,57,Nonwall,-1,0,1,0,2,21.0,332,blue,136.11467,145.71657,27.306666662399998,20.48,0.1,0.1,0.025,9960,-1,0.0,4.0,316,2,2,3,1,3,9,1,8,1,0,11,0.034055727554179564,0.0,0.0030864197530864196,2,1,0,3,0.0410958904109589,0.0,0.013513513513513514,High,Low,0.31574705
241,58,Nonwall,-1,0,0,0,2,17.0,227,red,136.11467,137.328,27.306666662399998,-20.48,0.1,0.5125000000000001,0.025,6810,-1,0.0,7.0,211,3,3,1,2,1,4,1,4,3,5,6,0.02727272727272727,0.7142857142857143,0.013452914798206279,1,0,1,2,0.03333333333333333,1.0,0.0,High,Medium,0.55603486
242,59,Nonwall,-1,1,0,1,3,29.0,286,green,158.11467,166.0,27.306666662399998,34.1333333248,0.0065,0.925,0.025,8580,-1,1.0,7.0,272,1,1,2,3,2,23,9,8,2,10,1,0.0036231884057971015,1.0,0.007194244604316547,3,2,5,0,0.0,1.0,0.03278688524590164,Low,High,0.95392215
243,60,Nonwall,-1,0,1,1,2,26.0,222,green,136.11467,157.93904,27.306666662399998,34.1333333248,0.0065,0.1,0.025,6660,-1,0.0,5.0,206,2,2,3,1,2,4,11,6,2,1,1,0.004672897196261682,0.125,0.009259259259259259,3,1,0,0,0.0,0.0,0.015151515151515152,Low,Low,-0.8159424
244,61,Nonwall,-1,1,1,0,1,12.0,341,blue,119.88533,118.672,-27.306666662399998,20.48,0.1,0.5125000000000001,0.025,10230,-1,0.0,0.0,325,2,2,3,1,3,2,1,7,3,6,7,0.021148036253776436,0.6,0.008982035928143712,3,1,2,2,0.022988505747126436,0.5,0.011363636363636364,High,Medium,0.5315744
245,62,Nonwall,-1,1,1,0,1,27.0,224,red,119.88533,159.23886,-27.306666662399998,20.48,0.1,0.925,0.025,6720,-1,0.0,6.0,208,2,2,3,1,1,12,5,5,1,6,4,0.01834862385321101,1.0,0.0045662100456621,2,0,2,2,0.03389830508474576,1.0,0.0,High,High,0.21249792
246,63,Nonwall,-1,0,0,1,0,22.0,272,red,97.88533,145.84763,-27.306666662399998,34.1333333248,0.0065,0.1,0.025,8160,-1,1.0,2.0,258,1,1,2,3,1,2,3,7,2,0,3,0.011406844106463879,0.0,0.007547169811320755,4,0,0,0,0.0,0.0,0.0,Low,Low,-0.86182594
247,64,Nonwall,-1,0,0,1,0,23.0,234,green,97.88533,149.8781,-27.306666662399998,34.1333333248,0.0065,0.5125000000000001,0.025,7020,-1,1.0,3.0,220,3,3,1,2,2,7,2,7,2,4,1,0.0044444444444444444,0.4444444444444444,0.00881057268722467,1,1,2,1,0.017543859649122806,1.0,0.017241379310344827,Low,Medium,0.025157612
248,65,Nonwall,-1,1,0,1,3,22.0,283,blue,158.11467,145.84763,27.306666662399998,34.1333333248,0.1,0.925,0.025,8490,-1,1.0,2.0,269,2,2,3,1,3,10,11,7,2,8,6,0.021897810218978103,0.8888888888888888,0.007246376811594203,1,2,3,1,0.012048192771084338,1.0,0.023529411764705882,High,High,0.6929693
249,66,Nonwall,-1,1,0,0,3,24.0,290,blue,158.11467,152.4777,27.306666662399998,20.48,0.1,0.1,0.025,8700,-1,1.0,5.0,276,2,2,3,1,3,25,6,6,1,1,11,0.038869257950530034,0.14285714285714285,0.0035211267605633804,1,0,0,4,0.04938271604938271,0.0,0.0,High,Low,0.35706732
250,67,Nonwall,-1,0,1,0,0,2.0,201,red,97.88533,96.76115,-27.306666662399998,-20.48,0.0065,0.5125000000000001,0.025,6030,-1,1.0,1.0,187,3,3,1,2,1,25,5,5,1,4,0,0.0,0.6666666666666666,0.00510204081632653,1,1,2,0,0.0,1.0,0.017241379310344827,Low,Medium,0.6666667
251,68,Nonwall,-1,0,0,1,2,0.0,250,green,136.11467,90.0,27.306666662399998,-34.1333333248,0.0065,0.925,0.025,7500,-1,0.0,0.0,234,1,1,2,3,2,4,10,8,1,9,0,0.0,1.0,0.004132231404958678,1,0,1,0,0.0,1.0,0.0,Low,High,1.0
252,69,Nonwall,-1,0,0,0,2,15.0,230,green,136.11467,130.56686,27.306666662399998,-20.48,0.1,0.1,0.025,6900,-1,0.0,6.0,214,1,1,2,3,2,8,5,5,1,0,8,0.03571428571428571,0.0,0.0044444444444444444,1,0,0,4,0.06666666666666667,0.0,0.0,High,Low,0.32345748
253,70,Nonwall,-1,1,1,1,3,6.0,206,blue,158.11467,106.1219,27.306666662399998,-34.1333333248,0.1,0.5125000000000001,0.025,6180,-1,1.0,4.0,192,1,1,2,3,3,17,1,5,1,3,7,0.035,0.5,0.004975124378109453,1,0,1,3,0.05172413793103448,1.0,0.0,High,Medium,0.18105717
254,71,Nonwall,-1,1,1,0,1,19.0,238,red,119.88533,138.95543,-27.306666662399998,20.48,0.0065,0.925,0.025,7140,-1,0.0,3.0,222,3,3,1,2,1,6,8,6,2,8,2,0.008695652173913044,1.0,0.008620689655172414,1,1,2,1,0.01694915254237288,1.0,0.016666666666666666,Low,High,0.8774826
255,72,Nonwall,-1,1,1,1,3,11.0,313,red,158.11467,118.21333,27.306666662399998,-34.1333333248,0.0065,0.1,0.025,9390,-1,1.0,7.0,299,1,1,2,3,1,23,7,8,2,1,1,0.0033003300330033004,0.1,0.006557377049180328,1,1,0,0,0.0,0.0,0.012345679012345678,Low,Low,-0.86223245
256,73,Nonwall,-1,0,0,1,0,18.0,206,green,97.88533,137.78667,-27.306666662399998,34.1333333248,0.1,0.5125000000000001,0.025,6180,-1,1.0,0.0,192,1,1,2,3,2,23,1,6,0,4,6,0.03,0.6666666666666666,0.0,2,0,1,2,0.03508771929824561,0.5,0.0,High,Medium,0.54282796
257,74,Nonwall,-1,1,0,0,1,5.0,279,blue,119.88533,103.522285,-27.306666662399998,-20.48,0.1,0.925,0.025,8370,-1,0.0,2.0,263,1,1,2,3,3,3,10,5,2,6,8,0.029411764705882353,0.8571428571428571,0.0072992700729927005,1,0,1,4,0.04819277108433735,1.0,0.0,High,High,0.25841478
258,75,Nonwall,-1,0,1,1,0,4.0,204,blue,97.88533,102.09143,-27.306666662399998,-34.1333333248,0.0065,0.1,0.025,6120,-1,1.0,3.0,190,3,3,1,2,3,18,7,6,2,1,1,0.00510204081632653,0.125,0.010101010101010102,2,2,1,1,0.018867924528301886,0.25,0.03636363636363636,Low,Low,-0.81897956
259,76,Nonwall,-1,0,1,0,2,29.0,288,red,136.11467,166.0,27.306666662399998,20.48,0.0065,0.5125000000000001,0.025,8640,-1,0.0,7.0,272,3,3,1,2,1,15,3,6,1,4,1,0.0035587188612099642,0.5714285714285714,0.0035460992907801418,2,0,2,1,0.012195121951219513,1.0,0.0,Low,Medium,0.56344855
260,77,Nonwall,-1,1,0,0,1,0.0,214,green,119.88533,90.0,-27.306666662399998,-20.48,0.1,0.925,0.025,6420,-1,0.0,0.0,198,1,1,2,3,2,15,1,5,1,6,6,0.028846153846153848,1.0,0.004784688995215311,2,0,2,2,0.03389830508474576,1.0,0.0,High,High,0.6523336
261,78,Nonwall,-1,1,0,1,3,28.0,234,green,158.11467,161.96953,27.306666662399998,34.1333333248,0.1,0.1,0.025,7020,-1,1.0,6.0,220,1,1,2,3,2,23,11,5,1,0,11,0.04824561403508772,0.0,0.004366812227074236,1,1,0,3,0.05263157894736842,0.0,0.017241379310344827,High,Low,0.3489804
262,79,Nonwall,-1,0,1,0,2,12.0,233,blue,136.11467,118.672,27.306666662399998,20.48,0.0065,0.5125000000000001,0.025,6990,-1,0.0,0.0,217,2,2,3,1,3,16,11,4,2,4,1,0.004405286343612335,0.6666666666666666,0.008733624454148471,2,0,1,0,0.0,0.5,0.0,Low,Medium,0.64467764
263,80,Nonwall,-1,0,1,1,2,22.0,266,red,136.11467,145.84763,27.306666662399998,34.1333333248,0.0065,0.925,0.025,7980,-1,0.0,2.0,250,3,3,1,2,1,22,6,8,1,7,3,0.011673151750972763,0.7777777777777778,0.003875968992248062,2,1,3,0,0.0,1.0,0.014492753623188406,Low,High,0.6856816
264,81,Nonwall,-1,0,0,1,2,7.0,225,red,136.11467,110.15238,27.306666662399998,-34.1333333248,0.1,0.1,0.025,6750,-1,0.0,5.0,209,3,3,1,2,1,14,3,6,1,0,9,0.04128440366972477,0.0,0.0045662100456621,1,1,0,3,0.05084745762711865,0.0,0.016666666666666666,High,Low,0.34568456
265,82,Nonwall,-1,1,1,1,3,1.0,261,green,158.11467,94.03048,27.306666662399998,-34.1333333248,0.1,0.5125000000000001,0.025,7830,-1,1.0,1.0,247,3,3,1,2,2,11,1,7,1,4,10,0.039525691699604744,0.5,0.003937007874015748,2,1,2,2,0.031746031746031744,0.6666666666666666,0.015625,High,Medium,0.19810252
266,83,Nonwall,-1,1,0,0,3,27.0,319,blue,158.11467,159.23886,27.306666662399998,20.48,0.0065,0.925,0.025,9570,-1,1.0,6.0,305,1,1,2,3,3,8,3,7,1,8,2,0.006430868167202572,1.0,0.003205128205128205,2,1,3,1,0.012658227848101266,1.0,0.0125,Low,High,0.077374265
