Video ID,idx_trial,trial,length,Final Color,Final X Position,Final Y Position,Final X Velocity,Final Y Velocity,PCCNVC,PCCOVC,PVC,length_ms,idx_time,side_left_right,side_top_bottom,idx_velocity_y,idx_position,idx_x_position,last_visible_color_idx,last_visible_color_idx_cent,last_visible_color_idx_inner,last_visible_color,color_entered,color_next,color_after_next,Dataset Block,Dataset Block Video,Bounces,Random Bounces,Color Change Bounce,Color Change Random,PCCNVC_effective,PCCNVC_effective_ps,PCCOVC_effective,PVC_effective,PVC_effective_ps,Bounces observable,Random Bounces observable,Color Change Bounce observable,Color Change Random observable,PCCNVC_effective_observable,PCCNVC_effective_observable_ps,PCCOVC_effective_observable,PVC_effective_observable,PVC_effective_observable_ps,Hazard Rate,Contingency,correct_response,PCCNVC_adjusted,cwl
84,3,Bounce,219,red,144.92,231.14,-28.16,-30.72,0.0185,0.1,0.0,10950,-1,1.0,1.0,1,-1,1.0,205,209,212,1,1,2,3,4,2,5,0,1,3,0.014634146341463415,0.2926829268292683,0.2,0.0,0.0,3,0,1,1,0.006802721088435374,0.1360544217687075,0.3333333333333333,0.0,0.0,Low,Low,1,0.011564624769186516,-0.73293006
85,4,Bounce,188,red,144.92,24.86,-28.16,30.72,0.0185,0.5,0.0,9400,-1,1.0,0.0,1,-1,1.0,174,178,181,3,3,1,2,6,16,4,0,1,6,0.034482758620689655,0.6896551724137931,0.25,0.0,0.0,2,0,1,4,0.034482758620689655,0.6896551724137931,0.5,0.0,0.0,Low,Medium,1,0.011564624769186516,0.3329355
86,5,Bounce,172,red,111.08,22.3,28.16,25.6,0.0775,0.9,0.0,8600,-1,0.0,0.0,0,-1,0.0,158,162,165,2,2,3,1,4,14,3,0,3,3,0.0189873417721519,0.379746835443038,1.0,0.0,0.0,3,0,3,2,0.01904761904761905,0.38095238095238093,1.0,0.0,0.0,High,High,1,0.034582452229360496,0.103513345
87,6,Bounce,162,blue,111.08,22.3,28.16,25.6,0.0775,0.1,0.0,8100,-1,0.0,0.0,0,-1,0.0,148,152,155,3,3,1,2,3,7,3,0,0,7,0.0472972972972973,0.9459459459459459,0.0,0.0,0.0,3,0,0,5,0.047619047619047616,0.9523809523809523,0.0,0.0,0.0,High,Low,3,0.034582452229360496,-0.7495591
88,7,Bounce,215,green,111.08,233.7,28.16,-25.6,0.0185,0.5,0.0,10750,-1,0.0,1.0,0,-1,0.0,201,205,208,2,2,3,1,7,17,5,0,4,2,0.009950248756218905,0.19900497512437812,0.8,0.0,0.0,5,0,4,1,0.006993006993006993,0.13986013986013987,0.8,0.0,0.0,Low,Medium,2,0.011564624769186516,-0.18949814
89,8,Bounce,317,red,111.08,233.7,28.16,-25.6,0.0185,0.9,0.0,15850,-1,0.0,1.0,0,-1,0.0,303,307,310,3,3,1,2,7,13,7,0,7,3,0.009900990099009901,0.19801980198019803,1.0,0.0,0.0,7,0,7,3,0.013953488372093023,0.27906976744186046,1.0,0.0,0.0,Low,High,1,0.011564624769186516,0.94206405
90,9,Bounce,175,blue,144.92,231.14,-28.16,-30.72,0.0775,0.1,0.0,8750,-1,1.0,1.0,1,-1,1.0,161,165,168,3,3,1,2,4,8,4,0,0,5,0.031055900621118012,0.6211180124223602,0.0,0.0,0.0,2,0,0,3,0.02857142857142857,0.5714285714285714,0.0,0.0,0.0,High,Low,3,0.034582452229360496,-0.8280913
91,10,Bounce,208,green,144.92,24.86,-28.16,30.72,0.0775,0.5,0.0,10400,-1,1.0,0.0,1,-1,1.0,194,198,201,2,2,3,1,5,16,5,0,1,3,0.015463917525773196,0.30927835051546393,0.2,0.0,0.0,3,0,1,3,0.022058823529411766,0.4411764705882353,0.3333333333333333,0.0,0.0,High,Medium,2,0.034582452229360496,-0.7293148
92,11,Bounce,390,red,144.92,24.86,-28.16,30.72,0.0185,0.9,0.0,19500,-1,1.0,0.0,1,-1,1.0,376,380,383,3,3,1,2,3,13,10,0,7,10,0.026595744680851064,0.5319148936170213,0.7,0.0,0.0,7,0,4,8,0.03076923076923077,0.6153846153846154,0.5714285714285714,0.0,0.0,Low,High,1,0.011564624769186516,0.63754785
93,12,Bounce,229,blue,144.92,24.86,-28.16,30.72,0.0185,0.1,0.0,11450,-1,1.0,0.0,1,-1,1.0,215,219,222,3,3,1,2,6,7,5,0,0,4,0.018604651162790697,0.37209302325581395,0.0,0.0,0.0,3,0,0,1,0.006369426751592357,0.12738853503184713,0.0,0.0,0.0,Low,Low,3,0.011564624769186516,-0.8935588
94,13,Bounce,224,red,144.92,231.14,-28.16,-30.72,0.0775,0.5,0.0,11200,-1,1.0,1.0,1,-1,1.0,210,214,217,1,1,2,3,1,7,5,0,1,9,0.04285714285714286,0.8571428571428571,0.2,0.0,0.0,3,0,1,8,0.05263157894736842,1.0526315789473684,0.3333333333333333,0.0,0.0,High,Medium,1,0.034582452229360496,-0.620836
95,14,Bounce,264,blue,111.08,24.86,28.16,30.72,0.0775,0.9,0.0,13200,-1,0.0,0.0,1,-1,0.0,250,254,257,2,2,3,1,2,17,6,0,4,10,0.04,0.8,0.6666666666666666,0.0,0.0,3,0,2,8,0.049079754601226995,0.9815950920245399,0.6666666666666666,0.0,0.0,High,High,3,0.034582452229360496,0.58783513
96,15,Bounce,344,red,111.08,22.3,28.16,25.6,0.0185,0.1,0.0,17200,-1,0.0,0.0,0,-1,0.0,330,334,337,1,1,2,3,2,16,7,0,2,2,0.006060606060606061,0.12121212121212122,0.2857142857142857,0.0,0.0,7,0,2,1,0.004651162790697674,0.09302325581395349,0.2857142857142857,0.0,0.0,Low,Low,1,0.011564624769186516,-0.68885887
97,16,Bounce,251,blue,111.08,233.7,28.16,-25.6,0.0185,0.5,0.0,12550,-1,0.0,1.0,0,-1,0.0,237,241,244,2,2,3,1,5,19,5,0,2,5,0.02109704641350211,0.4219409282700422,0.4,0.0,0.0,5,0,2,4,0.025,0.5,0.4,0.0,0.0,Low,Medium,3,0.011564624769186516,0.42030466
98,17,Bounce,270,red,144.92,233.7,-28.16,-25.6,0.0775,0.9,0.0,13500,-1,1.0,1.0,0,-1,1.0,256,260,263,1,1,2,3,8,2,5,0,3,9,0.03515625,0.703125,0.6,0.0,0.0,5,0,3,6,0.03550295857988166,0.7100591715976331,0.6,0.0,0.0,High,High,1,0.034582452229360496,-0.3326546
99,18,Bounce,164,blue,144.92,24.86,-28.16,30.72,0.0775,0.1,0.0,8200,-1,1.0,0.0,1,-1,1.0,150,154,157,3,3,1,2,8,19,4,0,1,7,0.04666666666666667,0.9333333333333333,0.25,0.0,0.0,2,0,0,5,0.047619047619047616,0.9523809523809523,0.0,0.0,0.0,High,Low,3,0.034582452229360496,-0.57109475
100,19,Bounce,254,green,111.08,233.7,28.16,-25.6,0.0185,0.5,0.0,12700,-1,0.0,1.0,0,-1,0.0,240,244,247,1,1,2,3,5,8,5,0,4,1,0.004166666666666667,0.08333333333333333,0.8,0.0,0.0,5,0,4,1,0.00625,0.125,0.8,0.0,0.0,Low,Medium,2,0.011564624769186516,0.785105
101,20,Bounce,207,red,111.08,24.86,28.16,30.72,0.0185,0.9,0.0,10350,-1,0.0,0.0,1,-1,0.0,193,197,200,3,3,1,2,1,14,5,0,4,2,0.010362694300518135,0.20725388601036268,0.8,0.0,0.0,3,0,3,2,0.014814814814814815,0.2962962962962963,1.0,0.0,0.0,Low,High,1,0.011564624769186516,0.76335144
102,21,Bounce,179,red,144.92,233.7,-28.16,-25.6,0.0775,0.1,0.0,8950,-1,1.0,1.0,0,-1,1.0,165,169,172,1,1,2,3,5,12,3,0,0,6,0.03636363636363636,0.7272727272727273,0.0,0.0,0.0,3,0,0,4,0.037383177570093455,0.7476635514018691,0.0,0.0,0.0,High,Low,1,0.034582452229360496,-0.8015776
103,22,Bounce,326,green,111.08,231.14,28.16,-30.72,0.0775,0.5,0.0,16300,-1,0.0,1.0,1,-1,0.0,312,316,319,2,2,3,1,6,6,8,0,2,12,0.038461538461538464,0.7692307692307693,0.25,0.0,0.0,5,0,1,9,0.04186046511627907,0.8372093023255814,0.2,0.0,0.0,High,Medium,2,0.034582452229360496,-0.5982366
104,23,Bounce,197,blue,144.92,22.3,-28.16,25.6,0.0185,0.9,0.0,9850,-1,1.0,0.0,0,-1,1.0,183,187,190,2,2,3,1,4,11,4,0,4,1,0.00546448087431694,0.1092896174863388,1.0,0.0,0.0,4,0,4,0,0.0,0.0,1.0,0.0,0.0,Low,High,3,0.011564624769186516,0.96766096
105,24,Bounce,227,blue,144.92,233.7,-28.16,-25.6,0.0185,0.1,0.0,11350,-1,1.0,1.0,0,-1,1.0,213,217,220,3,3,1,2,4,15,5,0,0,4,0.018779342723004695,0.3755868544600939,0.0,0.0,0.0,5,0,0,4,0.025806451612903226,0.5161290322580645,0.0,0.0,0.0,Low,Low,3,0.011564624769186516,-0.8926084
106,25,Bounce,166,green,144.92,233.7,-28.16,-25.6,0.0775,0.5,0.0,8300,-1,1.0,1.0,0,-1,1.0,152,156,159,1,1,2,3,2,2,3,0,2,6,0.039473684210526314,0.7894736842105263,0.6666666666666666,0.0,0.0,3,0,2,4,0.0380952380952381,0.7619047619047619,0.6666666666666666,0.0,0.0,High,Medium,2,0.034582452229360496,0.58884364
107,26,Bounce,314,blue,144.92,24.86,-28.16,30.72,0.0775,0.9,0.0,15700,-1,1.0,0.0,1,-1,1.0,300,304,307,3,3,1,2,2,6,8,0,8,8,0.02666666666666667,0.5333333333333333,1.0,0.0,0.0,5,0,5,6,0.028169014084507043,0.5633802816901409,1.0,0.0,0.0,High,High,3,0.034582452229360496,-0.009573675
108,27,Bounce,197,blue,111.08,22.3,28.16,25.6,0.0185,0.1,0.0,9850,-1,0.0,0.0,0,-1,0.0,183,187,190,3,3,1,2,5,1,4,0,0,4,0.02185792349726776,0.4371584699453552,0.0,0.0,0.0,4,0,0,3,0.024,0.48,0.0,0.0,0.0,Low,Low,3,0.011564624769186516,-0.876009
109,28,Bounce,177,blue,111.08,24.86,28.16,30.72,0.0185,0.5,0.0,8850,-1,0.0,0.0,1,-1,0.0,163,167,170,2,2,3,1,6,9,4,0,2,2,0.012269938650306749,0.24539877300613497,0.5,0.0,0.0,2,0,1,2,0.01904761904761905,0.38095238095238093,0.5,0.0,0.0,Low,Medium,3,0.011564624769186516,0.49892527
110,29,Bounce,212,blue,111.08,231.14,28.16,-30.72,0.0775,0.9,0.0,10600,-1,0.0,1.0,1,-1,0.0,198,202,205,1,1,2,3,8,6,5,0,4,7,0.03535353535353535,0.7070707070707071,0.8,0.0,0.0,3,0,2,6,0.04285714285714286,0.8571428571428571,0.6666666666666666,0.0,0.0,High,High,3,0.034582452229360496,0.1450117
111,30,Bounce,174,green,111.08,22.3,28.16,25.6,0.0775,0.1,0.0,8700,-1,0.0,0.0,0,-1,0.0,160,164,167,2,2,3,1,5,15,3,0,2,4,0.025,0.5,0.6666666666666666,0.0,0.0,3,0,2,3,0.02857142857142857,0.5714285714285714,0.6666666666666666,0.0,0.0,High,Low,2,0.034582452229360496,-0.29210073
112,31,Bounce,320,red,144.92,233.7,-28.16,-25.6,0.0185,0.5,0.0,16000,-1,1.0,1.0,0,-1,1.0,306,310,313,3,3,1,2,2,13,7,0,4,2,0.006535947712418301,0.13071895424836602,0.5714285714285714,0.0,0.0,7,0,4,2,0.009302325581395349,0.18604651162790697,0.5714285714285714,0.0,0.0,Low,Medium,1,0.011564624769186516,0.56565034
113,32,Bounce,256,blue,144.92,231.14,-28.16,-30.72,0.0185,0.9,0.0,12800,-1,1.0,1.0,1,-1,1.0,242,246,249,2,2,3,1,4,16,6,0,6,2,0.008264462809917356,0.1652892561983471,1.0,0.0,0.0,3,0,3,2,0.0125,0.25,1.0,0.0,0.0,Low,High,3,0.011564624769186516,0.95143753
114,33,Bounce,314,blue,144.92,231.14,-28.16,-30.72,0.0775,0.1,0.0,15700,-1,1.0,1.0,1,-1,1.0,300,304,307,3,3,1,2,5,2,8,0,1,12,0.04,0.8,0.125,0.0,0.0,5,0,1,9,0.04225352112676056,0.8450704225352113,0.2,0.0,0.0,High,Low,3,0.034582452229360496,-0.68845206
115,34,Bounce,175,green,111.08,22.3,28.16,25.6,0.0775,0.5,0.0,8750,-1,0.0,0.0,0,-1,0.0,161,165,168,1,1,2,3,1,8,3,0,0,7,0.043478260869565216,0.8695652173913043,0.0,0.0,0.0,3,0,0,4,0.0380952380952381,0.7619047619047619,0.0,0.0,0.0,High,Medium,2,0.034582452229360496,0.20892942
116,35,Bounce,242,red,111.08,24.86,28.16,30.72,0.0185,0.9,0.0,12100,-1,0.0,0.0,1,-1,0.0,228,232,235,3,3,1,2,3,11,6,0,5,2,0.008771929824561403,0.17543859649122806,0.8333333333333334,0.0,0.0,3,0,2,2,0.0125,0.25,0.6666666666666666,0.0,0.0,Low,High,1,0.011564624769186516,0.79882914
117,36,Bounce,210,blue,144.92,24.86,-28.16,30.72,0.0185,0.1,0.0,10500,-1,1.0,0.0,1,-1,1.0,196,200,203,3,3,1,2,7,7,5,0,1,4,0.02040816326530612,0.40816326530612246,0.2,0.0,0.0,3,0,1,3,0.021739130434782608,0.43478260869565216,0.3333333333333333,0.0,0.0,Low,Low,3,0.011564624769186516,-0.70818317
118,37,Bounce,268,green,111.08,24.86,28.16,30.72,0.0775,0.5,0.0,13400,-1,0.0,0.0,1,-1,0.0,254,258,261,1,1,2,3,3,12,6,0,1,10,0.03937007874015748,0.7874015748031497,0.16666666666666666,0.0,0.0,3,0,1,6,0.03592814371257485,0.718562874251497,0.3333333333333333,0.0,0.0,High,Medium,2,0.034582452229360496,0.29221585
119,38,Bounce,204,blue,144.92,22.3,-28.16,25.6,0.0775,0.9,0.0,10200,-1,1.0,0.0,0,-1,1.0,190,194,197,3,3,1,2,8,18,5,0,3,7,0.03684210526315789,0.7368421052631579,0.6,0.0,0.0,5,0,3,4,0.030303030303030304,0.6060606060606061,0.6,0.0,0.0,High,High,3,0.034582452229360496,-0.33020437
120,39,Bounce,280,blue,111.08,233.7,28.16,-25.6,0.0185,0.1,0.0,14000,-1,0.0,1.0,0,-1,0.0,266,270,273,3,3,1,2,1,13,5,0,1,3,0.011278195488721804,0.22556390977443608,0.2,0.0,0.0,5,0,1,1,0.00558659217877095,0.11173184357541899,0.2,0.0,0.0,Low,Low,3,0.011564624769186516,-0.7477551
121,40,Bounce,368,green,144.92,231.14,-28.16,-30.72,0.0185,0.5,0.0,18400,-1,1.0,1.0,1,-1,1.0,354,358,361,2,2,3,1,5,18,8,0,5,5,0.014124293785310734,0.2824858757062147,0.625,0.0,0.0,5,0,4,5,0.02100840336134454,0.42016806722689076,0.8,0.0,0.0,Low,Medium,2,0.011564624769186516,-0.34610868
122,41,Bounce,265,red,111.08,233.7,28.16,-25.6,0.0775,0.9,0.0,13250,-1,0.0,1.0,0,-1,0.0,251,255,258,3,3,1,2,3,5,5,0,4,8,0.03187250996015936,0.6374501992031872,0.8,0.0,0.0,5,0,4,6,0.036585365853658534,0.7317073170731707,0.8,0.0,0.0,High,High,1,0.034582452229360496,0.69169766
123,42,Bounce,216,green,111.08,231.14,28.16,-30.72,0.0775,0.1,0.0,10800,-1,0.0,1.0,1,-1,0.0,202,206,209,2,2,3,1,8,16,5,0,0,9,0.04455445544554455,0.8910891089108911,0.0,0.0,0.0,3,0,0,6,0.041666666666666664,0.8333333333333334,0.0,0.0,0.0,High,Low,2,0.034582452229360496,-0.7622818
124,43,Bounce,204,blue,144.92,233.7,-28.16,-25.6,0.0185,0.5,0.0,10200,-1,1.0,1.0,0,-1,1.0,190,194,197,3,3,1,2,7,9,5,0,4,1,0.005263157894736842,0.10526315789473684,0.8,0.0,0.0,5,0,4,0,0.0,0.0,0.8,0.0,0.0,Low,Medium,3,0.011564624769186516,-0.19409278
125,44,Bounce,308,red,111.08,231.14,28.16,-30.72,0.0185,0.9,0.0,15400,-1,0.0,1.0,1,-1,0.0,294,298,301,3,3,1,2,8,3,7,0,5,6,0.02040816326530612,0.40816326530612246,0.7142857142857143,0.0,0.0,4,0,3,4,0.01932367149758454,0.3864734299516908,0.75,0.0,0.0,Low,High,1,0.011564624769186516,0.66283816
126,45,Bounce,175,red,144.92,24.86,-28.16,30.72,0.0775,0.1,0.0,8750,-1,1.0,0.0,1,-1,1.0,161,165,168,1,1,2,3,5,10,4,0,0,4,0.024844720496894408,0.4968944099378882,0.0,0.0,0.0,2,0,0,3,0.02857142857142857,0.5714285714285714,0.0,0.0,0.0,High,Low,1,0.034582452229360496,-0.86017394
127,46,Bounce,221,blue,144.92,22.3,-28.16,25.6,0.0775,0.5,0.0,11050,-1,1.0,0.0,0,-1,1.0,207,211,214,3,3,1,2,3,10,5,0,2,7,0.033816425120772944,0.6763285024154589,0.4,0.0,0.0,5,0,2,4,0.026845637583892617,0.5369127516778524,0.4,0.0,0.0,High,Medium,3,0.034582452229360496,-0.49449825
128,47,Bounce,272,blue,111.08,22.3,28.16,25.6,0.0185,0.9,0.0,13600,-1,0.0,0.0,0,-1,0.0,258,262,265,2,2,3,1,3,19,5,0,5,0,0.0,0.0,1.0,0.0,0.0,5,0,5,0,0.0,0.0,1.0,0.0,0.0,Low,High,3,0.011564624769186516,1.0
129,48,Bounce,316,green,144.92,22.3,-28.16,25.6,0.0185,0.1,0.0,15800,-1,1.0,0.0,0,-1,1.0,302,306,309,2,2,3,1,8,1,7,0,1,4,0.013245033112582781,0.26490066225165565,0.14285714285714285,0.0,0.0,7,0,1,3,0.013953488372093023,0.27906976744186046,0.14285714285714285,0.0,0.0,Low,Low,2,0.011564624769186516,-0.7916363
130,49,Bounce,319,red,111.08,24.86,28.16,30.72,0.0775,0.5,0.0,15950,-1,0.0,0.0,1,-1,0.0,305,309,312,3,3,1,2,5,11,8,0,3,12,0.03934426229508197,0.7868852459016393,0.375,0.0,0.0,5,0,3,8,0.037209302325581395,0.7441860465116279,0.6,0.0,0.0,High,Medium,1,0.034582452229360496,0.41587725
131,50,Bounce,339,blue,111.08,233.7,28.16,-25.6,0.0775,0.9,0.0,16950,-1,0.0,1.0,0,-1,0.0,325,329,332,2,2,3,1,5,4,7,0,7,12,0.036923076923076927,0.7384615384615385,1.0,0.0,0.0,7,0,7,8,0.037209302325581395,0.7441860465116279,1.0,0.0,0.0,High,High,3,0.034582452229360496,0.7988313
132,51,Bounce,223,blue,111.08,24.86,28.16,30.72,0.0185,0.1,0.0,11150,-1,0.0,0.0,1,-1,0.0,209,213,216,2,2,3,1,2,7,5,0,0,3,0.014354066985645933,0.28708133971291866,0.0,0.0,0.0,3,0,0,2,0.013245033112582781,0.26490066225165565,0.0,0.0,0.0,Low,Low,3,0.011564624769186516,0.08011877
133,52,Bounce,181,red,144.92,233.7,-28.16,-25.6,0.0185,0.5,0.0,9050,-1,1.0,1.0,0,-1,1.0,167,171,174,1,1,2,3,3,6,3,0,1,2,0.011976047904191617,0.23952095808383234,0.3333333333333333,0.0,0.0,3,0,1,2,0.01834862385321101,0.3669724770642202,0.3333333333333333,0.0,0.0,Low,Medium,1,0.011564624769186516,-0.62087953
134,53,Bounce,206,red,144.92,231.14,-28.16,-30.72,0.0775,0.9,0.0,10300,-1,1.0,1.0,1,-1,1.0,192,196,199,2,2,3,1,1,9,5,0,5,6,0.03125,0.625,1.0,0.0,0.0,3,0,3,4,0.029850746268656716,0.5970149253731343,1.0,0.0,0.0,High,High,1,0.034582452229360496,0.15999128
135,54,Bounce,230,red,111.08,22.3,28.16,25.6,0.0775,0.1,0.0,11500,-1,0.0,0.0,0,-1,0.0,216,220,223,1,1,2,3,8,9,5,0,0,8,0.037037037037037035,0.7407407407407407,0.0,0.0,0.0,5,0,0,5,0.03164556962025317,0.6329113924050633,0.0,0.0,0.0,High,Low,1,0.034582452229360496,-0.79827297
136,55,Bounce,163,blue,111.08,233.7,28.16,-25.6,0.0185,0.5,0.0,8150,-1,0.0,1.0,0,-1,0.0,149,153,156,2,2,3,1,8,7,3,0,3,1,0.006711409395973154,0.1342281879194631,1.0,0.0,0.0,3,0,3,1,0.009523809523809525,0.19047619047619047,1.0,0.0,0.0,Low,Medium,3,0.011564624769186516,0.9604071
137,56,Bounce,168,red,144.92,233.7,-28.16,-25.6,0.0185,0.9,0.0,8400,-1,1.0,1.0,0,-1,1.0,154,158,161,3,3,1,2,7,2,3,0,3,0,0.0,0.0,1.0,0.0,0.0,3,0,3,0,0.0,0.0,1.0,0.0,0.0,Low,High,1,0.011564624769186516,1.0
138,57,Bounce,263,blue,111.08,24.86,28.16,30.72,0.0775,0.1,0.0,13150,-1,0.0,0.0,1,-1,0.0,249,253,256,3,3,1,2,4,19,6,0,0,11,0.04417670682730924,0.8835341365461847,0.0,0.0,0.0,3,0,0,6,0.037037037037037035,0.7407407407407407,0.0,0.0,0.0,High,Low,3,0.034582452229360496,-0.764051
139,58,Bounce,166,green,144.92,231.14,-28.16,-30.72,0.0775,0.5,0.0,8300,-1,1.0,1.0,1,-1,1.0,152,156,159,1,1,2,3,4,1,4,0,4,4,0.02631578947368421,0.5263157894736842,1.0,0.0,0.0,2,0,2,4,0.0380952380952381,0.7619047619047619,1.0,0.0,0.0,High,Medium,2,0.034582452229360496,0.8524722
140,59,Bounce,248,red,144.92,24.86,-28.16,30.72,0.0185,0.9,0.0,12400,-1,1.0,0.0,1,-1,1.0,234,238,241,3,3,1,2,4,7,6,0,5,3,0.01282051282051282,0.2564102564102564,0.8333333333333334,0.0,0.0,3,0,2,2,0.0125,0.25,0.6666666666666666,0.0,0.0,Low,High,1,0.011564624769186516,0.7833039
141,60,Bounce,325,green,144.92,24.86,-28.16,30.72,0.0185,0.1,0.0,16250,-1,1.0,0.0,1,-1,1.0,311,315,318,2,2,3,1,8,10,8,0,1,3,0.00964630225080386,0.19292604501607716,0.125,0.0,0.0,5,0,0,2,0.009302325581395349,0.18604651162790697,0.0,0.0,0.0,Low,Low,2,0.011564624769186516,-0.8257457
142,61,Bounce,162,red,111.08,233.7,28.16,-25.6,0.0775,0.5,0.0,8100,-1,0.0,1.0,0,-1,0.0,148,152,155,3,3,1,2,6,3,3,0,2,5,0.033783783783783786,0.6756756756756757,0.6666666666666666,0.0,0.0,3,0,2,3,0.02857142857142857,0.5714285714285714,0.6666666666666666,0.0,0.0,High,Medium,1,0.034582452229360496,0.5998132
143,62,Bounce,337,green,111.08,233.7,28.16,-25.6,0.0775,0.9,0.0,16850,-1,0.0,1.0,0,-1,0.0,323,327,330,2,2,3,1,8,11,7,0,4,10,0.030959752321981424,0.6191950464396285,0.5714285714285714,0.0,0.0,7,0,4,6,0.027906976744186046,0.5581395348837209,0.5714285714285714,0.0,0.0,High,High,2,0.034582452229360496,-0.3623501
144,63,Bounce,162,blue,144.92,22.3,-28.16,25.6,0.0185,0.1,0.0,8100,-1,1.0,0.0,0,-1,1.0,148,152,155,3,3,1,2,7,11,3,0,0,3,0.02027027027027027,0.40540540540540543,0.0,0.0,0.0,3,0,0,3,0.02857142857142857,0.5714285714285714,0.0,0.0,0.0,Low,Low,3,0.011564624769186516,-0.88453424
145,64,Bounce,165,red,111.08,231.14,28.16,-30.72,0.0185,0.5,0.0,8250,-1,0.0,1.0,1,-1,0.0,151,155,158,3,3,1,2,1,6,4,0,3,1,0.006622516556291391,0.13245033112582782,0.75,0.0,0.0,2,0,2,0,0.0,0.0,1.0,0.0,0.0,Low,Medium,1,0.011564624769186516,0.73030114
146,65,Bounce,160,red,144.92,24.86,-28.16,30.72,0.0775,0.9,0.0,8000,-1,1.0,0.0,1,-1,1.0,146,150,153,3,3,1,2,7,18,4,0,3,3,0.02054794520547945,0.410958904109589,0.75,0.0,0.0,2,0,1,3,0.02857142857142857,0.5714285714285714,0.5,0.0,0.0,High,High,1,0.034582452229360496,0.6900617
147,66,Bounce,174,green,111.08,231.14,28.16,-30.72,0.0775,0.1,0.0,8700,-1,0.0,1.0,1,-1,0.0,160,164,167,2,2,3,1,1,11,4,0,0,6,0.0375,0.75,0.0,0.0,0.0,2,0,0,4,0.0380952380952381,0.7619047619047619,0.0,0.0,0.0,High,Low,2,0.034582452229360496,-0.7960087
148,67,Bounce,301,blue,111.08,231.14,28.16,-30.72,0.0185,0.5,0.0,15050,-1,0.0,1.0,1,-1,0.0,287,291,294,3,3,1,2,5,17,7,0,3,2,0.006968641114982578,0.13937282229965156,0.42857142857142855,0.0,0.0,4,0,3,1,0.005,0.1,0.75,0.0,0.0,Low,Medium,3,0.011564624769186516,-0.54825586
149,68,Bounce,164,red,144.92,233.7,-28.16,-25.6,0.0185,0.9,0.0,8200,-1,1.0,1.0,0,-1,1.0,150,154,157,3,3,1,2,3,16,3,0,2,2,0.013333333333333334,0.26666666666666666,0.6666666666666666,0.0,0.0,3,0,2,2,0.01904761904761905,0.38095238095238093,0.6666666666666666,0.0,0.0,Low,High,1,0.011564624769186516,0.640046
150,69,Bounce,187,blue,144.92,22.3,-28.16,25.6,0.0775,0.1,0.0,9350,-1,1.0,0.0,0,-1,1.0,173,177,180,2,2,3,1,7,5,3,0,0,9,0.05202312138728324,1.0404624277456647,0.0,0.0,0.0,3,0,0,5,0.043478260869565216,0.8695652173913043,0.0,0.0,0.0,High,Low,3,0.034582452229360496,0.23906489
151,70,Bounce,237,green,144.92,22.3,-28.16,25.6,0.0775,0.5,0.0,11850,-1,1.0,0.0,0,-1,1.0,223,227,230,2,2,3,1,8,12,5,0,2,10,0.04484304932735426,0.8968609865470852,0.4,0.0,0.0,5,0,2,8,0.05,1.0,0.4,0.0,0.0,High,Medium,2,0.034582452229360496,-0.46660262
152,71,Bounce,210,red,111.08,24.86,28.16,30.72,0.0185,0.9,0.0,10500,-1,0.0,0.0,1,-1,0.0,196,200,203,3,3,1,2,1,18,5,0,3,3,0.015306122448979591,0.30612244897959184,0.6,0.0,0.0,3,0,2,2,0.014492753623188406,0.2898550724637681,0.6666666666666666,0.0,0.0,Low,High,1,0.011564624769186516,0.58101344
