Timestamp,x,y,r,g,b,vc_bounce,vc_random,cc_bounce,cc_random
0,27.12,115.07333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
30,29.850666,118.486664,255.0,0.0,0.0,0.0,0.0,0.0,0.0
60,32.581333,121.9,255.0,0.0,0.0,0.0,0.0,0.0,0.0
90,35.312,125.31333,255.0,0.0,0.0,0.0,0.0,0.0,1.0
120,38.042667,128.72667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
150,40.773335,132.14,0.0,255.0,0.0,0.0,0.0,0.0,0.0
180,43.504,135.55333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
210,46.234665,138.96666,0.0,255.0,0.0,0.0,0.0,0.0,0.0
240,48.965332,142.38,0.0,255.0,0.0,0.0,0.0,0.0,0.0
270,51.696,145.79333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
300,54.426666,149.20667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
330,57.157333,152.62,0.0,255.0,0.0,0.0,0.0,0.0,0.0
360,59.888,156.03334,0.0,255.0,0.0,0.0,0.0,0.0,0.0
390,62.618668,159.44667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
420,65.349335,162.86,0.0,255.0,0.0,0.0,0.0,0.0,0.0
450,68.08,166.27333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
480,70.81067,169.68666,0.0,255.0,0.0,0.0,0.0,0.0,0.0
510,73.541336,173.1,0.0,255.0,0.0,0.0,0.0,0.0,0.0
540,76.272,176.51334,0.0,255.0,0.0,0.0,0.0,0.0,0.0
570,79.00267,179.92667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
600,81.73333,183.34,0.0,255.0,0.0,0.0,0.0,0.0,0.0
630,84.464,186.75333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
660,87.194664,190.16667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
690,89.92533,193.58,0.0,255.0,0.0,0.0,0.0,0.0,0.0
720,92.656,196.99333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
750,95.386665,200.40666,0.0,255.0,0.0,0.0,0.0,0.0,0.0
780,98.11733,203.82,0.0,255.0,0.0,0.0,0.0,0.0,0.0
810,100.848,207.23334,0.0,255.0,0.0,0.0,0.0,0.0,0.0
840,103.57867,210.64667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
870,106.30933,214.06,0.0,255.0,0.0,0.0,0.0,0.0,0.0
900,109.04,217.47333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
930,111.77067,220.88667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
960,114.501335,224.3,0.0,255.0,0.0,0.0,0.0,0.0,0.0
990,117.232,227.71333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1020,119.96267,231.12666,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1050,122.69334,234.54,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1080,125.424,237.95334,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1110,128.15466,241.36667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1140,130.88533,244.78,0.0,255.0,0.0,1.0,0.0,0.0,0.0
1170,133.616,248.19333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1200,136.34666,244.78,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1230,139.07733,241.36667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1260,141.808,237.95334,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1290,144.53867,234.54,0.0,255.0,0.0,0.0,0.0,0.0,1.0
1320,147.26933,231.12666,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1350,150.0,227.71333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1380,152.73067,224.3,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1410,155.46133,220.88667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1440,158.192,217.47333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1470,160.92267,214.06,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1500,163.65334,210.64667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1530,166.384,207.23334,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1560,169.11467,203.82,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1590,171.84534,200.40666,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1620,174.576,196.99333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1650,177.30667,193.58,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1680,180.03734,190.16667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1710,182.768,186.75333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1740,185.49867,183.34,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1770,188.22934,179.92667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1800,190.96,176.51334,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1830,193.69067,173.1,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1860,196.42134,169.68666,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1890,199.152,166.27333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1920,201.88266,162.86,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1950,204.61333,159.44667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
1980,207.344,156.03334,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2010,210.07466,152.62,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2040,212.80533,149.20667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2070,215.536,145.79333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2100,218.26666,142.38,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2130,220.99733,138.96666,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2160,223.728,135.55333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2190,226.45866,132.14,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2220,229.18933,128.72667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2250,231.92,125.31333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2280,234.65067,121.9,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2310,237.38133,118.486664,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2340,240.112,115.07333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2370,242.84267,111.66,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2400,245.57333,108.246666,0.0,0.0,255.0,1.0,0.0,0.0,0.0
2430,248.304,104.833336,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2460,245.57333,101.42,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2490,242.84267,98.00667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2520,240.112,94.59333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2550,237.38133,91.18,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2580,234.65067,87.76667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2610,231.92,84.35333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2640,229.18933,80.94,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2670,226.45866,77.526665,0.0,0.0,255.0,0.0,0.0,0.0,1.0
2700,223.728,74.113335,255.0,0.0,0.0,0.0,0.0,0.0,0.0
2730,220.99733,70.7,255.0,0.0,0.0,0.0,0.0,0.0,0.0
2760,218.26666,67.28667,255.0,0.0,0.0,0.0,0.0,0.0,0.0
2790,215.536,63.873333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
2820,212.80533,60.46,255.0,0.0,0.0,0.0,0.0,0.0,0.0
2850,210.07466,57.046665,255.0,0.0,0.0,0.0,0.0,0.0,0.0
2880,207.344,53.633335,255.0,0.0,0.0,0.0,0.0,0.0,0.0
2910,204.61333,50.22,255.0,0.0,0.0,0.0,0.0,0.0,0.0
2940,201.88266,46.806667,255.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,199.152,43.393333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,196.42134,39.98,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,193.69067,36.566666,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3060,190.96,33.15333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3090,188.22934,29.74,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3120,185.49867,26.326666,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3150,182.768,22.913334,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3180,180.03734,19.5,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3210,177.30667,16.086666,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3240,174.576,12.673333,255.0,0.0,0.0,1.0,0.0,0.0,0.0
3270,171.84534,9.26,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,169.11467,12.673333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3330,166.384,16.086666,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3360,163.65334,19.5,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3390,160.92267,22.913334,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3420,158.192,26.326666,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3450,155.46133,29.74,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3480,152.73067,33.15333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3510,150.0,36.566666,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3540,147.26933,39.98,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,144.53867,43.393333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,141.808,46.806667,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3630,139.07733,50.22,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3660,136.34666,53.633335,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3690,133.616,57.046665,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3720,130.88533,60.46,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3750,128.15466,63.873333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3780,125.424,67.28667,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3810,122.69334,70.7,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3840,119.96267,74.113335,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3870,117.232,77.526665,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,114.501335,80.94,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3930,111.77067,84.35333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3960,109.04,87.76667,255.0,0.0,0.0,0.0,0.0,0.0,0.0
3990,106.30933,91.18,255.0,0.0,0.0,0.0,0.0,0.0,1.0
4020,103.57867,94.59333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
4050,100.848,98.00667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
4080,98.11733,101.42,0.0,255.0,0.0,0.0,0.0,0.0,0.0
4110,95.386665,104.833336,0.0,255.0,0.0,0.0,0.0,0.0,0.0
4140,92.656,108.246666,0.0,255.0,0.0,0.0,0.0,0.0,0.0
