,idx,trial,idx_time,side_left_right,side_top_bottom,idx_velocity_y,length,Block,Final Color,Final X Position,Final Y Position,Final X Velocity,Final Y Velocity,PCCNVC,PCCOVC,PVC,Dir Base,Dir Block,Dir Video,Path Video,Path Color Changes,Path Parameters,idx_position
0,48,straight,3.0,0.0,1.0,1.0,224,1,blue,138.66667,220.36346,27.306666666666665,34.13333333333333,0.01,0.1,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_1/video_1_blue.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_1/video_1_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_1/video_1_parameters.csv,
1,103,straight,3.0,1.0,0.0,0.0,218,1,red,117.333336,105.74578,-27.306666666666665,-20.48,0.01,0.5,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_2,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_2/video_2_red.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_2/video_2_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_2/video_2_parameters.csv,
2,34,straight,4.0,1.0,0.0,1.0,251,1,blue,106.666664,46.409878,-27.306666666666665,-34.13333333333333,0.045,0.5,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_3,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_3/video_3_blue.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_3/video_3_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_3/video_3_parameters.csv,
3,59,bounce,,0.0,0.0,1.0,191,1,red,117.333336,20.666666,27.306666666666665,34.13333333333333,0.045,0.9,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_4/video_4_red.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_4/video_4_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_4/video_4_parameters.csv,2.0
4,55,bounce,,0.0,0.0,0.0,191,1,green,149.33333,40.4,27.306666666666665,20.48,0.045,0.5,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_5,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_5/video_5_green.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_5/video_5_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_5/video_5_parameters.csv,13.0
5,97,straight,2.0,1.0,0.0,1.0,190,1,blue,128.0,79.31852,-27.306666666666665,-34.13333333333333,0.045,0.5,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_6,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_6/video_6_blue.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_6/video_6_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_6/video_6_parameters.csv,
6,112,bounce,,0.0,1.0,0.0,221,1,blue,149.33333,207.6,27.306666666666665,-20.48,0.01,0.5,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_7,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_7/video_7_blue.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_7/video_7_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_7/video_7_parameters.csv,14.0
7,12,straight,2.0,0.0,1.0,0.0,212,1,blue,128.0,85.536,27.306666666666665,20.48,0.01,0.1,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_8,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_8/video_8_blue.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_8/video_8_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_8/video_8_parameters.csv,
8,5,bounce,,1.0,0.0,1.0,210,1,red,128.0,34.0,-27.306666666666665,34.13333333333333,0.045,0.9,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_9,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_9/video_9_red.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_9/video_9_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_9/video_9_parameters.csv,5.0
9,71,straight,1.0,1.0,1.0,0.0,236,1,red,138.66667,82.83615,-27.306666666666665,20.48,0.01,0.9,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_10,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_10/video_10_red.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_10/video_10_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181650/videos/block_1/video_10/video_10_parameters.csv,
