,idx,trial,idx_time,side_left_right,side_top_bottom,idx_velocity_y,length,Block,Final Color,Final X Position,Final Y Position,Final X Velocity,Final Y Velocity,PCCNVC,PCCOVC,PVC,Dir Base,Dir Block,Dir Video,Path Video,Path Color Changes,Path Parameters,idx_position
0,81,straight,1.0,1.0,1.0,1.0,191,1,red,138.66667,188.2726,-27.306666666666665,34.13333333333333,0.045,0.1,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_1/video_1_red.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_1/video_1_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_1/video_1_parameters.csv,
1,59,bounce,,1.0,1.0,1.0,188,1,red,138.66667,235.33333,-27.306666666666665,-34.13333333333333,0.045,0.9,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_2,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_2/video_2_red.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_2/video_2_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_2/video_2_parameters.csv,2.0
2,60,straight,0.0,1.0,0.0,0.0,194,1,green,149.33333,149.43645,-27.306666666666665,-20.48,0.01,0.1,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_3,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_3/video_3_green.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_3/video_3_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_3/video_3_parameters.csv,
3,130,bounce,,1.0,0.0,1.0,210,1,blue,128.0,20.666666,-27.306666666666665,34.13333333333333,0.01,0.5,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_4/video_4_blue.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_4/video_4_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_4/video_4_parameters.csv,3.0
4,24,bounce,,0.0,0.0,0.0,202,1,blue,149.33333,32.4,27.306666666666665,20.48,0.01,0.1,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_5,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_5/video_5_blue.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_5/video_5_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_5/video_5_parameters.csv,10.0
5,132,straight,2.0,1.0,1.0,0.0,203,1,green,128.0,152.40889,-27.306666666666665,20.48,0.01,0.1,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_6,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_6/video_6_green.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_6/video_6_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_6/video_6_parameters.csv,
6,94,straight,4.0,0.0,1.0,1.0,240,1,red,149.33333,232.22716,27.306666666666665,34.13333333333333,0.045,0.5,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_7,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_7/video_7_red.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_7/video_7_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_7/video_7_parameters.csv,
7,6,straight,1.0,1.0,0.0,1.0,224,1,green,138.66667,83.63654,-27.306666666666665,-34.13333333333333,0.045,0.1,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_8,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_8/video_8_green.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_8/video_8_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_8/video_8_parameters.csv,
8,97,straight,2.0,0.0,0.0,0.0,245,1,blue,128.0,86.87289,27.306666666666665,-20.48,0.045,0.5,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_9,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_9/video_9_blue.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_9/video_9_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_9/video_9_parameters.csv,
9,80,bounce,,1.0,0.0,1.0,192,1,green,106.666664,47.333332,-27.306666666666665,34.13333333333333,0.01,0.9,0.0,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_10,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_10/video_10_green.mp4,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_10/video_10_color_change.csv,/home/apra/work/time-scales/data/raw/hmdcpd/test_datasets/hbb_dataset_240502_181145/videos/block_1/video_10/video_10_parameters.csv,10.0
