Timestamp,x,y,r,g,b,vc_bounce,vc_random,cc_bounce,cc_random
0,42.524,76.5,255.0,0.0,0.0,0.0,0.0,0.0,0.0
50,39.708,79.06,255.0,0.0,0.0,0.0,0.0,0.0,0.0
100,36.892,81.62,255.0,0.0,0.0,0.0,0.0,0.0,0.0
150,34.076,84.18,255.0,0.0,0.0,0.0,0.0,0.0,0.0
200,31.26,86.74,255.0,0.0,0.0,0.0,0.0,0.0,0.0
250,28.444,89.3,255.0,0.0,0.0,0.0,0.0,0.0,0.0
300,25.628,91.86,255.0,0.0,0.0,0.0,0.0,0.0,0.0
350,22.812,94.42,255.0,0.0,0.0,0.0,0.0,0.0,0.0
400,19.996,96.98,255.0,0.0,0.0,0.0,0.0,0.0,0.0
450,17.18,99.54,255.0,0.0,0.0,0.0,0.0,0.0,0.0
500,14.364,102.1,255.0,0.0,0.0,0.0,0.0,0.0,0.0
550,11.548,104.66,255.0,0.0,0.0,0.0,0.0,0.0,0.0
600,8.732,107.22,255.0,0.0,0.0,0.0,0.0,0.0,0.0
650,11.548,109.78,255.0,0.0,0.0,1.0,0.0,0.0,0.0
700,14.364,112.34,255.0,0.0,0.0,0.0,0.0,0.0,0.0
750,17.18,114.9,255.0,0.0,0.0,0.0,0.0,0.0,0.0
800,19.996,117.46,255.0,0.0,0.0,0.0,0.0,0.0,0.0
850,22.812,120.02,255.0,0.0,0.0,0.0,0.0,0.0,0.0
900,25.628,122.58,255.0,0.0,0.0,0.0,0.0,0.0,0.0
950,28.444,125.14,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,31.26,127.7,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,34.076,130.26,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,36.892,132.82,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,39.708,135.38,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,42.524,137.94,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,45.34,140.5,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,48.156,143.06,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,50.972,145.62,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,53.788,148.18,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,56.604,150.74,0.0,255.0,0.0,0.0,0.0,0.0,1.0
1500,59.42,153.3,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1550,62.236,155.86,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1600,65.052,158.42,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1650,67.868,160.98,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1700,70.684,163.54,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1750,73.5,166.1,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1800,76.316,168.66,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1850,79.132,171.22,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1900,81.948,173.78,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1950,84.764,176.34,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2000,87.58,178.9,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2050,90.396,181.46,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2100,93.212,184.02,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2150,96.028,186.58,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2200,98.844,189.14,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2250,101.66,191.7,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2300,104.476,194.26,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2350,107.292,196.82,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2400,110.108,199.38,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2450,112.924,201.94,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2500,115.74,204.5,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2550,118.556,207.06,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2600,121.372,209.62,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2650,124.188,212.18,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2700,127.004,214.74,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2750,129.82,217.3,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2800,132.636,219.86,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2850,135.452,222.42,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2900,138.268,224.98,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2950,141.084,227.54,0.0,255.0,0.0,0.0,0.0,0.0,0.0
3000,143.9,230.1,0.0,255.0,0.0,0.0,0.0,0.0,0.0
3050,146.716,232.66,0.0,255.0,0.0,0.0,0.0,0.0,0.0
3100,149.532,235.22,0.0,0.0,255.0,0.0,0.0,0.0,1.0
3150,152.348,237.78,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3200,155.164,240.34,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3250,157.98,242.9,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3300,160.796,245.46,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3350,163.612,248.02,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3400,166.428,245.46,0.0,0.0,255.0,1.0,0.0,0.0,0.0
3450,169.244,242.9,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3500,172.06,240.34,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3550,174.876,237.78,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3600,177.692,235.22,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3650,180.508,232.66,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3700,183.324,230.1,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3750,186.14,227.54,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3800,188.956,224.98,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3850,191.772,222.42,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3900,194.588,219.86,0.0,0.0,255.0,0.0,0.0,0.0,0.0
3950,197.404,217.3,0.0,0.0,255.0,0.0,0.0,0.0,0.0
4000,200.22,214.74,0.0,0.0,255.0,0.0,0.0,0.0,0.0
4050,203.036,212.18,0.0,0.0,255.0,0.0,0.0,0.0,0.0
4100,205.852,209.62,0.0,0.0,255.0,0.0,0.0,0.0,0.0
4150,208.668,207.06,0.0,0.0,255.0,0.0,0.0,0.0,0.0
4200,211.484,204.5,255.0,0.0,0.0,0.0,0.0,0.0,1.0
4250,214.3,201.94,255.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,217.116,199.38,255.0,0.0,0.0,0.0,0.0,0.0,0.0
4350,219.932,196.82,255.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,222.748,194.26,255.0,0.0,0.0,0.0,0.0,0.0,0.0
4450,225.564,191.7,255.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,228.38,189.14,255.0,0.0,0.0,0.0,0.0,0.0,0.0
