Timestamp,Color Changed
0,False
30,False
60,False
90,False
120,False
150,False
180,False
210,False
240,False
270,False
300,False
330,False
360,False
390,False
420,True
450,False
480,False
510,False
540,False
570,False
600,False
630,False
660,False
690,False
720,False
750,False
780,False
810,False
840,False
870,False
900,False
930,False
960,False
990,False
1020,False
1050,True
1080,False
1110,False
1140,False
1170,False
1200,False
1230,False
1260,False
1290,False
1320,False
1350,False
1380,False
1410,False
1440,False
1470,False
1500,False
1530,False
1560,False
1590,False
1620,False
1650,False
1680,False
1710,False
1740,False
1770,False
1800,False
1830,False
1860,False
1890,False
1920,False
1950,False
1980,False
2010,False
2040,False
2070,False
2100,False
2130,True
2160,False
2190,False
2220,False
2250,False
2280,False
2310,False
2340,False
2370,False
2400,False
2430,False
2460,False
2490,False
2520,False
2550,False
2580,False
2610,True
2640,False
2670,False
2700,False
2730,False
2760,False
2790,False
2820,False
2850,False
2880,False
2910,False
2940,False
2970,False
3000,False
3030,False
3060,False
3090,False
3120,False
3150,False
3180,False
3210,False
3240,False
3270,False
3300,False
3330,False
3360,False
3390,False
3420,False
3450,False
3480,False
3510,True
3540,True
3570,False
3600,False
3630,False
3660,False
3690,False
3720,False
3750,False
3780,False
3810,False
3840,False
3870,False
3900,False
3930,False
3960,False
3990,False
4020,False
4050,False
4080,False
4110,False
4140,False
4170,False
4200,False
4230,False
4260,False
4290,False
4320,False
4350,False
4380,True
4410,False
4440,False
4470,False
4500,False
4530,False
4560,False
4590,False
4620,False
4650,False
4680,False
4710,False
4740,False
4770,False
4800,False
4830,False
4860,False
4890,True
4920,False
4950,False
4980,False
5010,False
5040,False
5070,False
5100,False
5130,False
5160,False
5190,False
5220,False
5250,False
5280,False
5310,False
5340,False
5370,False
5400,False
5430,False
5460,False
5490,False
5520,False
5550,False
5580,False
5610,False
5640,False
5670,False
5700,False
5730,False
5760,False
5790,False
5820,True
5850,False
5880,False
5910,False
5940,False
5970,False
6000,False
6030,False
6060,False
6090,False
6120,False
6150,False
6180,False
6210,False
6240,False
6270,False
6300,False
6330,True
6360,False
6390,False
6420,False
6450,False
6480,False
6510,False
6540,False
6570,False
6600,False
6630,False
6660,False
6690,False
6720,False
6750,False
6780,False
6810,False
6840,False
6870,False
6900,False
6930,False
6960,False
6990,True
7020,False
7050,False
7080,False
7110,False
7140,False
7170,False
7200,False
7230,False
7260,False
7290,False
7320,False
7350,False
7380,False
7410,False
7440,False
7470,False
7500,False
7530,False
7560,False
7590,False
7620,False
7650,False
7680,False
7710,True
7740,False
7770,False
7800,False
7830,False
7860,False
7890,False
7920,False
7950,False
7980,False
8010,False
8040,False
8070,False
8100,False
8130,False
8160,True
8190,False
8220,False
8250,False
8280,False
8310,False
8340,False
8370,False
8400,False
8430,False
8460,False
8490,False
8520,False
8550,False
8580,False
8610,False
8640,True
8670,False
8700,False
8730,False
8760,False
8790,False
8820,False
8850,False
8880,False
8910,False
8940,False
8970,False
9000,False
9030,False
9060,False
9090,False
9120,False
9150,False
9180,False
9210,False
9240,False
9270,False
9300,False
9330,False
9360,False
9390,True
9420,False
9450,False
9480,False
9510,False
9540,False
9570,False
9600,False
9630,False
9660,False
9690,False
9720,False
9750,False
9780,False
9810,False
9840,False
9870,False
9900,False
9930,False
9960,False
9990,False
10020,False
10050,True
10080,False
10110,False
10140,False
10170,False
10200,False
10230,False
10260,False
10290,False
10320,False
10350,False
10380,False
10410,False
10440,False
10470,False
10500,False
10530,False
10560,False
10590,False
10620,False
10650,False
10680,False
10710,True
10740,False
10770,False
10800,False
10830,False
10860,False
10890,False
10920,False
10950,False
10980,False
11010,False
11040,False
11070,False
11100,False
11130,False
11160,False
11190,False
11220,False
11250,True
11280,False
11310,False
11340,False
11370,False
11400,False
11430,False
11460,False
11490,False
11520,False
11550,False
11580,False
11610,False
11640,False
11670,False
11700,False
11730,False
11760,False
11790,False
11820,False
11850,False
11880,False
11910,True
11940,False
11970,False
12000,False
12030,False
12060,False
12090,False
12120,False
12150,False
12180,False
12210,False
12240,False
12270,False
12300,False
12330,False
12360,False
12390,False
12420,False
12450,False
12480,False
12510,False
12540,False
12570,False
12600,False
12630,True
12660,False
12690,False
12720,False
12750,False
12780,False
12810,False
12840,False
12870,False
12900,False
12930,False
12960,False
12990,False
13020,False
13050,False
13080,False
13110,False
13140,False
13170,False
13200,True
13230,False
13260,False
13290,False
13320,False
13350,False
13380,False
13410,False
13440,False
13470,False
13500,False
13530,False
13560,False
13590,False
13620,False
13650,False
13680,False
13710,False
13740,False
13770,False
13800,False
13830,False
13860,False
13890,False
13920,False
13950,False
13980,False
14010,True
14040,False
14070,False
14100,False
14130,False
14160,False
14190,False
14220,False
14250,False
14280,False
14310,False
14340,False
14370,False
14400,False
14430,False
14460,False
14490,False
14520,False
14550,False
14580,False
14610,False
14640,False
14670,False
14700,False
14730,False
14760,True
14790,False
14820,False
14850,False
14880,False
14910,False
14940,False
14970,False
15000,False
15030,False
15060,False
15090,False
15120,False
15150,False
15180,False
15210,False
15240,True
15270,False
15300,False
15330,False
15360,False
15390,False
15420,False
15450,False
15480,False
15510,False
15540,False
15570,False
15600,False
15630,False
15660,False
15690,False
15720,False
15750,False
15780,False
15810,False
15840,False
15870,False
15900,False
15930,False
15960,False
15990,False
16020,False
16050,False
16080,False
16110,True
16140,False
16170,False
16200,False
16230,True
16260,False
16290,False
16320,False
16350,False
16380,False
16410,False
16440,False
16470,False
16500,False
16530,False
16560,False
16590,False
16620,False
16650,False
16680,False
16710,False
16740,False
16770,False
16800,False
16830,False
16860,False
16890,True
16920,False
16950,False
16980,False
17010,False
17040,False
17070,False
17100,False
17130,False
17160,False
17190,False
17220,False
17250,False
17280,False
17310,False
17340,False
17370,False
17400,False
17430,False
17460,False
17490,False
17520,False
17550,False
17580,False
17610,False
17640,False
17670,False
17700,False
17730,True
17760,False
17790,False
17820,False
17850,False
17880,False
17910,False
17940,False
17970,False
18000,False
18030,False
18060,False
18090,False
18120,False
18150,False
18180,False
18210,False
18240,False
18270,True
18300,False
18330,False
18360,False
18390,False
18420,False
18450,False
18480,False
18510,False
18540,False
18570,False
18600,False
18630,False
18660,False
18690,False
18720,False
18750,False
18780,False
18810,False
18840,False
18870,True
18900,False
18930,False
18960,False
18990,False
19020,False
19050,False
19080,False
19110,False
19140,False
19170,False
19200,False
19230,False
19260,False
19290,False
19320,False
19350,True
19380,False
19410,False
19440,False
19470,False
19500,False
19530,False
19560,False
19590,False
19620,False
19650,False
19680,False
19710,False
19740,False
19770,False
19800,False
19830,False
19860,False
19890,False
19920,False
19950,False
19980,False
20010,True
20040,False
20070,False
20100,False
20130,False
20160,False
20190,False
20220,False
20250,False
20280,False
20310,False
20340,False
20370,False
20400,False
20430,False
20460,False
20490,True
20520,False
20550,False
20580,False
20610,False
20640,False
20670,False
20700,False
20730,False
20760,False
20790,False
20820,False
20850,False
20880,False
20910,False
20940,False
20970,False
21000,False
21030,False
21060,False
21090,False
21120,True
21150,False
21180,False
21210,False
21240,False
21270,False
21300,False
21330,False
21360,False
21390,False
21420,False
21450,False
21480,False
21510,False
21540,False
21570,False
21600,False
21630,False
21660,False
21690,False
21720,False
21750,False
21780,False
21810,False
21840,False
21870,False
21900,False
21930,False
21960,False
21990,False
22020,False
22050,False
22080,False
22110,False
22140,False
22170,True
22200,False
22230,False
22260,False
22290,False
22320,False
22350,False
22380,False
22410,False
22440,False
22470,False
22500,False
22530,False
22560,False
22590,False
22620,False
22650,False
22680,False
22710,False
22740,False
22770,False
