Timestamp,x,y,r,g,b,vc_bounce,vc_random,cc_bounce,cc_random
0,204.696,97.725716,0.0,255.0,0.0,0.0,0.0,0.0,0.0
50,202.008,100.60571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
100,199.32,103.48572,0.0,255.0,0.0,0.0,0.0,0.0,0.0
150,196.632,106.365715,0.0,255.0,0.0,0.0,0.0,0.0,0.0
200,193.944,109.24571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
250,191.256,112.12572,0.0,255.0,0.0,0.0,0.0,0.0,0.0
300,188.568,115.005714,0.0,255.0,0.0,0.0,0.0,0.0,0.0
350,185.88,117.88571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
400,183.192,115.005714,0.0,255.0,0.0,0.0,1.0,0.0,0.0
450,180.504,112.12572,0.0,255.0,0.0,0.0,0.0,0.0,0.0
500,177.816,109.24571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
550,175.128,106.365715,0.0,255.0,0.0,0.0,0.0,0.0,0.0
600,172.44,103.48572,0.0,255.0,0.0,0.0,0.0,0.0,0.0
650,169.752,100.60571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
700,167.064,97.725716,0.0,255.0,0.0,0.0,0.0,0.0,0.0
750,164.376,94.84571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
800,161.688,91.96571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
850,159.0,89.08572,0.0,255.0,0.0,0.0,0.0,0.0,0.0
900,156.312,86.20571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
950,153.624,83.325714,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1000,150.936,80.44572,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1050,148.248,77.56571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1100,145.56,74.685715,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1150,142.872,71.80572,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1200,140.184,68.92571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1250,137.496,66.045715,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1300,134.808,63.165714,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1350,132.12,60.285713,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1400,129.432,57.405716,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1450,126.744,54.525715,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1500,124.056,51.645714,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1550,121.368,48.765713,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1600,118.68,51.645714,0.0,255.0,0.0,0.0,1.0,0.0,0.0
1650,115.992,54.525715,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1700,113.304,57.405716,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1750,110.616,60.285713,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1800,107.928,63.165714,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1850,105.24,66.045715,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1900,102.552,68.92571,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1950,99.864,71.80572,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2000,97.176,74.685715,0.0,0.0,255.0,0.0,0.0,0.0,1.0
2050,94.488,77.56571,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2100,91.8,80.44572,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2150,89.112,83.325714,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2200,86.424,86.20571,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2250,83.736,89.08572,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2300,81.048,91.96571,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2350,78.36,94.84571,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2400,75.672,97.725716,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2450,72.984,100.60571,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2500,70.296,103.48572,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2550,67.608,106.365715,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2600,64.92,109.24571,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2650,62.232,112.12572,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2700,59.544,115.005714,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2750,56.856,117.88571,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2800,54.168,120.76572,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2850,51.48,123.64571,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2900,48.792,126.52571,0.0,0.0,255.0,0.0,0.0,0.0,0.0
2950,46.104,129.40572,0.0,0.0,255.0,0.0,0.0,0.0,0.0
