Video ID,idx_trial,trial,length,Final Color,Final X Position,Final Y Position,Final X Velocity,Final Y Velocity,PCCNVC,PCCOVC,PVC,length_ms,idx_time,side_left_right,side_top_bottom,idx_velocity_y,idx_position,idx_x_position,bounce_x_y,idx_pos_y_bounce,idx_y_position,last_visible_color_idx,last_visible_color,color_entered,color_next,color_after_next,correct_response,Dataset Block,Dataset Block Video,Bounces,Random Bounces,Color Change Bounce,Color Change Random,PCCNVC_effective,PCCOVC_effective,PVC_effective,Bounces observable,Random Bounces observable,Color Change Bounce observable,Color Change Random observable,PCCNVC_effective_observable,PCCOVC_effective_observable,PVC_effective_observable,Hazard Rate,Contingency,cwl
12,12,Catch,150,red,43.0,144.5,-26.880000000000003,-24.96,0.015,0.125,0.075,7500,-1,,,-1,-1,,,,,149,1,1,2,3,1,4,16,2,3,0,0,0.0,0.0,0.02027027027027027,0,2,0,0,0.0,0.0,0.03636363636363636,Low,Low,-1.0
13,0,Straight,211,red,159.0,236.0,-26.880000000000003,28.8,0.015,0.125,0.075,10550,0,1.0,1.0,1,-1,,,,,209,1,1,2,3,1,5,16,4,3,1,0,0.0,0.14285714285714285,0.014492753623188406,0,2,1,0,0.0,0.5,0.125,Low,Low,-1.0
14,1,Straight,370,green,159.0,196.20409,26.880000000000003,24.96,0.05,0.5,0.075,18500,2,0.0,1.0,0,-1,,,,,345,1,1,2,3,2,4,1,4,12,10,7,0.01977401129943503,0.625,0.03278688524590164,0,5,4,4,0.029850746268656716,0.8,0.03597122302158273,High,Medium,0.3073723
15,2,Straight,254,blue,128.0,197.61224,-26.880000000000003,28.8,0.05,0.875,0.075,12700,1,1.0,1.0,1,-1,,,,,241,3,3,1,2,3,1,18,4,3,6,6,0.024291497975708502,0.8571428571428571,0.012,2,0,1,3,0.0379746835443038,0.5,0.0,High,High,-0.7295815
16,3,Straight,187,blue,97.0,20.0,-26.880000000000003,-24.96,0.015,0.125,0.075,9350,2,1.0,0.0,0,-1,,,,,162,3,3,1,2,3,6,13,3,3,0,1,0.0055248618784530384,0.0,0.016304347826086956,1,1,0,0,0.0,0.0,0.01694915254237288,Low,Low,-0.8710027
17,4,Straight,253,green,128.0,109.57143,26.880000000000003,-28.8,0.015,0.5,0.075,12650,1,0.0,0.0,1,-1,,,,,240,1,1,2,3,2,1,10,3,6,4,1,0.004098360655737705,0.4444444444444444,0.024,0,3,1,1,0.012345679012345678,0.3333333333333333,0.03571428571428571,Low,Medium,0.050716884
18,5,Straight,244,red,97.0,147.21428,26.880000000000003,-24.96,0.05,0.875,0.075,12200,0,0.0,0.0,0,-1,,,,,242,1,1,2,3,1,1,5,3,6,7,4,0.01702127659574468,0.7777777777777778,0.024896265560165973,0,3,2,1,0.017543859649122806,0.6666666666666666,0.05,High,High,-0.96624714
19,6,Straight,189,green,159.0,195.7449,-26.880000000000003,28.8,0.05,0.125,0.075,9450,0,1.0,1.0,1,-1,,,,,187,2,2,3,1,2,5,15,4,4,0,5,0.027624309392265192,0.0,0.021621621621621623,0,1,0,1,0.038461538461538464,0.0,0.037037037037037035,High,Low,-0.9455145
20,7,Straight,161,red,159.0,76.35714,26.880000000000003,-28.8,0.015,0.5,0.075,8050,2,0.0,0.0,1,-1,,,,,136,1,1,2,3,1,10,8,3,2,1,0,0.0,0.2,0.012658227848101266,0,1,1,0,0.0,1.0,0.02564102564102564,Low,Medium,-1.0
21,8,Straight,191,blue,128.0,48.122448,-26.880000000000003,-24.96,0.015,0.875,0.075,9550,1,1.0,0.0,0,-1,,,,,178,2,2,3,1,3,10,10,4,1,4,1,0.005376344086021506,0.8,0.0053475935828877,2,0,2,1,0.017857142857142856,1.0,0.0,Low,High,0.065514825
22,9,Straight,213,red,159.0,216.10204,26.880000000000003,24.96,0.05,0.125,0.075,10650,2,0.0,1.0,0,-1,,,,,188,3,3,1,2,1,3,7,4,3,0,4,0.019417475728155338,0.0,0.014354066985645933,2,2,0,3,0.05,0.0,0.03225806451612903,High,Low,0.30440784
23,10,Straight,154,blue,128.0,146.42857,26.880000000000003,28.8,0.05,0.5,0.075,7700,1,0.0,1.0,1,-1,,,,,141,2,2,3,1,3,6,12,2,4,3,6,0.04054054054054054,0.5,0.02631578947368421,0,2,2,3,0.075,1.0,0.047619047619047616,High,Medium,0.3220705
24,11,Straight,189,green,159.0,39.89796,-26.880000000000003,-24.96,0.015,0.875,0.075,9450,0,1.0,0.0,0,-1,,,,,187,2,2,3,1,2,8,9,2,6,7,1,0.0055248618784530384,0.875,0.03208556149732621,1,3,4,1,0.021739130434782608,1.0,0.061224489795918366,Low,High,-0.9889808
25,12,Straight,305,red,97.0,217.82654,-26.880000000000003,24.96,0.015,0.125,0.075,15250,2,1.0,1.0,0,-1,,,,,280,1,1,2,3,1,4,9,5,5,2,4,0.013559322033898305,0.2,0.016666666666666666,0,2,0,1,0.010638297872340425,0.0,0.020833333333333332,Low,Low,-0.7150911
26,13,Straight,206,blue,97.0,130.7551,26.880000000000003,28.8,0.05,0.5,0.075,10300,0,0.0,1.0,1,-1,,,,,204,3,3,1,2,3,1,6,3,4,3,4,0.020100502512562814,0.42857142857142855,0.019704433497536946,0,2,2,2,0.03571428571428571,1.0,0.034482758620689655,High,Medium,-0.96020305
27,14,Straight,285,green,128.0,20.0,26.880000000000003,-24.96,0.05,0.875,0.075,14250,1,0.0,0.0,0,-1,,,,,272,2,2,3,1,2,6,10,6,4,9,5,0.01818181818181818,0.9,0.014336917562724014,2,0,2,0,0.0,1.0,0.0,High,High,-0.789209
28,15,Straight,205,green,159.0,44.15306,26.880000000000003,-28.8,0.015,0.125,0.075,10250,2,0.0,0.0,1,-1,,,,,180,1,1,2,3,2,10,2,3,5,2,1,0.005076142131979695,0.25,0.024752475247524754,0,1,1,1,0.022727272727272728,1.0,0.022222222222222223,Low,Low,0.11232056
29,16,Straight,338,blue,159.0,176.30612,-26.880000000000003,24.96,0.015,0.5,0.075,16900,0,1.0,1.0,0,-1,,,,,336,3,3,1,2,3,5,17,4,9,10,4,0.012307692307692308,0.7692307692307693,0.02694610778443114,1,4,4,2,0.025,0.8,0.047619047619047616,Low,Medium,-0.9755361
30,17,Straight,231,red,128.0,83.97959,-26.880000000000003,-28.8,0.05,0.875,0.075,11550,1,1.0,0.0,1,-1,,,,,218,1,1,2,3,1,2,3,4,4,7,6,0.026905829596412557,0.875,0.01762114537444934,1,2,2,2,0.02564102564102564,0.6666666666666666,0.025,High,High,-0.7057182
31,18,Straight,177,green,159.0,206.15306,26.880000000000003,24.96,0.05,0.125,0.075,8850,2,0.0,1.0,0,-1,,,,,152,1,1,2,3,2,8,17,3,3,1,5,0.029239766081871343,0.16666666666666666,0.017241379310344827,0,1,1,3,0.05,1.0,0.01639344262295082,High,Low,0.36355615
32,19,Straight,274,blue,128.0,20.0,26.880000000000003,-28.8,0.015,0.5,0.075,13700,1,0.0,0.0,1,-1,,,,,261,3,3,1,2,3,7,16,2,9,5,1,0.0038022813688212928,0.45454545454545453,0.03308823529411765,1,3,1,0,0.0,0.25,0.031578947368421054,Low,Medium,-0.9516976
33,20,Straight,214,red,97.0,74.52041,26.880000000000003,-24.96,0.015,0.875,0.075,10700,0,0.0,0.0,0,-1,,,,,212,1,1,2,3,1,8,7,4,3,6,1,0.004830917874396135,0.8571428571428571,0.014285714285714285,1,0,1,0,0.0,1.0,0.0,Low,High,-0.9903615
34,21,Straight,302,blue,159.0,206.15306,-26.880000000000003,24.96,0.05,0.125,0.075,15100,0,1.0,1.0,0,-1,,,,,300,3,3,1,2,3,1,9,5,5,2,11,0.03767123287671233,0.2,0.016835016835016835,0,3,0,4,0.07272727272727272,0.0,0.05172413793103448,High,Low,-0.92607665
35,22,Straight,339,red,128.0,83.97959,-26.880000000000003,-28.8,0.05,0.5,0.075,16950,1,1.0,0.0,1,-1,,,,,326,3,3,1,2,1,4,5,4,11,6,10,0.030864197530864196,0.4,0.03283582089552239,0,3,0,6,0.05825242718446602,0.0,0.02830188679245283,High,Medium,0.2759211
36,23,Straight,178,green,97.0,113.21429,-26.880000000000003,28.8,0.015,0.875,0.075,8900,2,1.0,1.0,1,-1,,,,,153,2,2,3,1,2,2,8,3,3,5,0,0.0,0.8333333333333334,0.017142857142857144,0,2,2,0,0.0,1.0,0.041666666666666664,Low,High,-1.0
37,24,Straight,157,green,97.0,92.69388,26.880000000000003,-24.96,0.015,0.125,0.075,7850,0,0.0,0.0,0,-1,,,,,155,2,2,3,1,2,4,2,4,1,1,1,0.006578947368421052,0.2,0.006535947712418301,0,0,0,0,0.0,0.0,0.0,Low,Low,-0.98688537
38,25,Straight,229,blue,159.0,203.79591,26.880000000000003,28.8,0.05,0.5,0.075,11450,2,0.0,1.0,1,-1,,,,,204,2,2,3,1,3,3,13,4,3,6,4,0.018018018018018018,0.8571428571428571,0.013333333333333334,1,0,1,1,0.014084507042253521,1.0,0.0,High,Medium,0.29207018
39,26,Straight,200,red,128.0,32.795918,26.880000000000003,-28.8,0.05,0.875,0.075,10000,1,0.0,0.0,1,-1,,,,,187,1,1,2,3,1,5,4,4,2,5,3,0.015463917525773196,0.8333333333333334,0.01020408163265306,0,0,0,1,0.020833333333333332,0.0,0.0,High,High,-0.8175086
40,27,Straight,325,blue,128.0,236.0,-26.880000000000003,24.96,0.015,0.125,0.075,16250,1,1.0,1.0,0,-1,,,,,312,3,3,1,2,3,9,9,5,8,2,2,0.00641025641025641,0.15384615384615385,0.025,1,3,0,1,0.009615384615384616,0.0,0.028037383177570093,Low,Low,-0.9198683
41,28,Straight,247,green,159.0,179.64285,-26.880000000000003,28.8,0.015,0.5,0.075,12350,0,1.0,1.0,1,-1,,,,,245,2,2,3,1,2,9,11,5,2,3,1,0.004166666666666667,0.42857142857142855,0.008264462809917356,1,0,0,0,0.0,0.0,0.0,Low,Medium,-0.991684
42,29,Straight,167,red,97.0,56.34694,-26.880000000000003,-24.96,0.05,0.875,0.075,8350,2,1.0,0.0,0,-1,,,,,142,2,2,3,1,1,1,4,2,3,4,4,0.024691358024691357,0.8,0.01818181818181818,0,1,1,2,0.03571428571428571,1.0,0.017543859649122806,High,High,0.10321088
43,30,Straight,362,blue,97.0,37.540817,-26.880000000000003,-28.8,0.05,0.125,0.075,18100,2,1.0,0.0,1,-1,,,,,337,1,1,2,3,3,5,10,4,10,2,9,0.02586206896551724,0.14285714285714285,0.027932960893854747,0,7,1,5,0.03067484662576687,0.14285714285714285,0.041176470588235294,High,Low,0.11019342
44,31,Straight,244,red,97.0,20.0,26.880000000000003,-24.96,0.015,0.5,0.075,12200,0,0.0,0.0,0,-1,,,,,242,1,1,2,3,1,8,19,3,4,3,1,0.004219409282700422,0.42857142857142855,0.016597510373443983,0,2,1,0,0.0,0.5,0.03636363636363636,Low,Medium,-0.991579
45,32,Straight,245,green,128.0,83.97959,-26.880000000000003,-28.8,0.015,0.875,0.075,12250,1,1.0,0.0,1,-1,,,,,232,2,2,3,1,2,8,14,5,4,8,3,0.012711864406779662,0.8888888888888888,0.016666666666666666,0,1,1,1,0.01639344262295082,1.0,0.016129032258064516,Low,High,-0.8472976
46,33,Straight,379,red,97.0,183.37755,-26.880000000000003,28.8,0.05,0.125,0.075,18950,2,1.0,1.0,1,-1,,,,,354,3,3,1,2,1,5,5,6,8,2,10,0.0273972602739726,0.14285714285714285,0.021447721179624665,1,1,1,5,0.04132231404958678,0.5,0.00819672131147541,High,Low,0.35562095
47,34,Straight,180,blue,97.0,126.95918,26.880000000000003,24.96,0.05,0.5,0.075,9000,0,0.0,1.0,0,-1,,,,,178,3,3,1,2,3,5,12,3,3,1,4,0.022988505747126436,0.16666666666666666,0.01694915254237288,0,1,1,2,0.05555555555555555,1.0,0.02702702702702703,High,Medium,-0.95455146
48,35,Straight,239,green,128.0,221.93878,26.880000000000003,24.96,0.015,0.875,0.075,11950,1,0.0,1.0,0,-1,,,,,226,2,2,3,1,2,2,2,2,7,6,5,0.021739130434782608,0.6666666666666666,0.029535864978902954,1,2,1,2,0.03333333333333333,0.3333333333333333,0.03225806451612903,Low,High,-0.75382733
49,36,Straight,238,red,97.0,129.04082,-26.880000000000003,-24.96,0.015,0.125,0.075,11900,2,1.0,0.0,0,-1,,,,,213,1,1,2,3,1,6,1,1,8,3,0,0.0,0.3333333333333333,0.03375527426160337,0,3,2,0,0.0,0.6666666666666666,0.04,Low,Low,-1.0
50,37,Straight,227,blue,128.0,32.795918,26.880000000000003,-28.8,0.05,0.5,0.075,11350,1,0.0,0.0,1,-1,,,,,214,2,2,3,1,3,3,10,1,9,7,7,0.03225806451612903,0.7,0.03982300884955752,0,3,1,4,0.04878048780487805,0.3333333333333333,0.03529411764705882,High,Medium,0.28351775
51,38,Straight,319,green,97.0,200.91837,26.880000000000003,28.8,0.05,0.875,0.075,15950,0,0.0,1.0,1,-1,,,,,317,2,2,3,1,2,3,2,7,4,9,7,0.022727272727272728,0.8181818181818182,0.01282051282051282,1,1,1,1,0.014084507042253521,0.5,0.013888888888888888,High,High,-0.955062
52,39,Straight,158,green,128.0,179.7551,26.880000000000003,24.96,0.015,0.125,0.075,7900,1,0.0,1.0,0,-1,,,,,145,2,2,3,1,2,3,16,2,3,0,2,0.013071895424836602,0.0,0.019230769230769232,0,1,0,0,0.0,0.0,0.017857142857142856,Low,Low,-0.8433352
53,40,Straight,178,red,159.0,203.79591,-26.880000000000003,28.8,0.015,0.5,0.075,8900,0,1.0,1.0,1,-1,,,,,176,1,1,2,3,1,3,8,4,2,5,1,0.005813953488372093,0.8333333333333334,0.011494252873563218,1,1,1,0,0.0,0.5,0.037037037037037035,Low,Medium,-0.9884059
54,41,Straight,156,blue,97.0,110.86735,-26.880000000000003,-24.96,0.05,0.875,0.075,7800,2,1.0,0.0,0,-1,,,,,131,1,1,2,3,3,4,18,4,1,5,4,0.026490066225165563,1.0,0.006578947368421052,0,1,1,3,0.06382978723404255,1.0,0.020833333333333332,High,High,0.11393674
55,42,Straight,322,blue,128.0,58.387756,26.880000000000003,-28.8,0.05,0.125,0.075,16100,1,0.0,0.0,1,-1,,,,,309,3,3,1,2,3,8,3,5,5,2,12,0.038461538461538464,0.2,0.015772870662460567,0,2,0,3,0.030612244897959183,0.0,0.02,High,Low,-0.6115712
56,43,Straight,188,red,97.0,107.70408,-26.880000000000003,-28.8,0.015,0.5,0.075,9400,2,1.0,0.0,1,-1,,,,,163,1,1,2,3,1,7,13,4,2,3,0,0.0,0.5,0.010869565217391304,0,1,1,0,0.0,1.0,0.017241379310344827,Low,Medium,-1.0
57,44,Straight,297,green,97.0,55.081635,26.880000000000003,-28.8,0.015,0.875,0.075,14850,0,0.0,0.0,1,-1,,,,,295,2,2,3,1,2,5,13,4,8,9,2,0.007017543859649123,0.75,0.027303754266211604,1,3,4,1,0.014492753623188406,1.0,0.041666666666666664,Low,High,-0.9860142
58,45,Straight,195,red,159.0,176.30612,-26.880000000000003,24.96,0.05,0.125,0.075,9750,0,1.0,1.0,0,-1,,,,,193,1,1,2,3,1,2,9,2,5,1,5,0.026595744680851064,0.14285714285714285,0.025906735751295335,1,2,0,3,0.05263157894736842,0.0,0.03389830508474576,High,Low,-0.94751585
59,46,Straight,272,blue,128.0,165.69388,26.880000000000003,24.96,0.05,0.5,0.075,13600,1,0.0,1.0,0,-1,,,,,259,2,2,3,1,3,2,16,5,4,5,7,0.026615969581749048,0.5555555555555556,0.0149812734082397,1,1,1,4,0.045454545454545456,0.5,0.011235955056179775,High,Medium,0.2506019
60,47,Straight,213,green,97.0,181.4796,-26.880000000000003,24.96,0.015,0.875,0.075,10650,2,1.0,1.0,0,-1,,,,,188,1,1,2,3,2,10,9,3,3,4,4,0.01932367149758454,0.6666666666666666,0.014285714285714285,1,1,2,2,0.02857142857142857,1.0,0.014084507042253521,Low,High,0.30361608
61,48,Straight,352,red,159.0,36.10204,-26.880000000000003,-28.8,0.015,0.125,0.075,17600,0,1.0,0.0,1,-1,,,,,350,1,1,2,3,1,9,5,7,4,0,4,0.011730205278592375,0.0,0.011594202898550725,1,4,0,2,0.028985507246376812,0.0,0.0547945205479452,Low,Low,-0.9766772
62,49,Straight,363,green,159.0,69.744896,26.880000000000003,-24.96,0.05,0.5,0.075,18150,2,0.0,0.0,0,-1,,,,,338,3,3,1,2,2,4,8,7,4,6,12,0.03409090909090909,0.5454545454545454,0.011235955056179775,2,3,3,4,0.04081632653061224,0.6,0.0297029702970297,High,Medium,0.1582354
63,50,Straight,217,blue,128.0,236.0,26.880000000000003,24.96,0.05,0.875,0.075,10850,1,0.0,1.0,0,-1,,,,,204,2,2,3,1,3,9,17,4,2,5,5,0.023696682464454975,0.8333333333333334,0.009389671361502348,0,0,0,1,0.017543859649122806,0.0,0.0,High,High,0.23120089
64,51,Straight,151,green,159.0,166.35715,-26.880000000000003,24.96,0.015,0.125,0.075,7550,0,1.0,1.0,0,-1,,,,,149,2,2,3,1,2,8,2,3,1,0,0,0.0,0.0,0.006756756756756757,0,0,0,0,0.0,0.0,0.0,Low,Low,-1.0
65,52,Straight,215,blue,128.0,146.42857,26.880000000000003,28.8,0.015,0.5,0.075,10750,1,0.0,1.0,1,-1,,,,,202,3,3,1,2,3,8,6,5,3,5,0,0.0,0.625,0.014285714285714285,1,1,1,0,0.0,0.5,0.014925373134328358,Low,Medium,-1.0
66,53,Straight,165,red,97.0,90.16327,-26.880000000000003,-28.8,0.05,0.875,0.075,8250,2,1.0,0.0,1,-1,,,,,140,1,1,2,3,1,9,15,2,3,5,1,0.00625,1.0,0.018404907975460124,1,1,2,0,0.0,1.0,0.014084507042253521,High,High,-0.8554152
67,54,Straight,205,green,159.0,60.2551,-26.880000000000003,-28.8,0.05,0.125,0.075,10250,0,1.0,0.0,1,-1,,,,,203,2,2,3,1,2,9,10,4,4,0,8,0.04060913705583756,0.0,0.01990049751243781,1,1,0,2,0.03333333333333333,0.0,0.01639344262295082,High,Low,-0.92043084
68,55,Straight,160,blue,159.0,195.7449,26.880000000000003,28.8,0.015,0.5,0.075,8000,2,0.0,1.0,1,-1,,,,,135,3,3,1,2,3,9,8,2,3,3,1,0.0064516129032258064,0.6,0.0189873417721519,1,0,1,0,0.0,1.0,0.0,Low,Medium,-0.851136
69,56,Straight,278,red,128.0,83.97959,-26.880000000000003,-28.8,0.015,0.875,0.075,13900,1,1.0,0.0,1,-1,,,,,265,3,3,1,2,1,10,14,4,5,9,3,0.011152416356877323,1.0,0.01824817518248175,1,2,3,2,0.02564102564102564,1.0,0.025,Low,High,0.12673567
70,57,Straight,160,blue,128.0,137.57143,26.880000000000003,24.96,0.05,0.125,0.075,8000,1,0.0,1.0,0,-1,,,,,147,3,3,1,2,3,4,4,3,2,1,7,0.04516129032258064,0.2,0.012738853503184714,0,1,0,3,0.05357142857142857,0.0,0.017543859649122806,High,Low,-0.56499594
71,58,Straight,214,red,159.0,89.64286,26.880000000000003,-24.96,0.05,0.5,0.075,10700,2,0.0,0.0,0,-1,,,,,189,3,3,1,2,1,8,18,4,2,2,6,0.028846153846153848,0.3333333333333333,0.009523809523809525,0,0,0,3,0.041666666666666664,0.0,0.0,High,Medium,0.3619657
72,59,Straight,201,green,159.0,166.35715,-26.880000000000003,24.96,0.015,0.875,0.075,10050,0,1.0,1.0,0,-1,,,,,199,2,2,3,1,2,1,2,4,1,3,2,0.01020408163265306,0.6,0.005076142131979695,1,0,0,0,0.0,0.0,0.0,Low,High,-0.979696
73,60,Straight,223,green,128.0,172.0204,26.880000000000003,28.8,0.015,0.125,0.075,11150,1,0.0,1.0,1,-1,,,,,210,2,2,3,1,2,10,11,3,7,1,3,0.014084507042253521,0.1,0.031818181818181815,0,2,1,1,0.017543859649122806,0.5,0.03389830508474576,Low,Low,-0.8322963
74,61,Straight,200,red,159.0,69.744896,-26.880000000000003,-24.96,0.05,0.5,0.075,10000,0,1.0,0.0,0,-1,,,,,198,1,1,2,3,1,3,15,2,5,3,5,0.025906735751295335,0.42857142857142855,0.025252525252525252,1,1,0,1,0.022727272727272728,0.0,0.022222222222222223,High,Medium,-0.94885767
75,62,Straight,164,blue,97.0,72.62245,-26.880000000000003,-28.8,0.05,0.875,0.075,8200,2,1.0,0.0,1,-1,,,,,139,3,3,1,2,3,7,3,2,4,6,3,0.0189873417721519,1.0,0.024691358024691357,0,1,1,1,0.018518518518518517,1.0,0.01818181818181818,High,High,-0.62958145
76,63,Straight,191,blue,159.0,186.2551,26.880000000000003,24.96,0.015,0.125,0.075,9550,2,0.0,1.0,0,-1,,,,,166,2,2,3,1,3,9,7,3,5,0,3,0.01639344262295082,0.0,0.026595744680851064,0,2,0,2,0.03278688524590164,0.0,0.031746031746031744,Low,Low,0.27627432
77,64,Straight,264,green,159.0,216.10204,-26.880000000000003,24.96,0.015,0.5,0.075,13200,0,1.0,1.0,0,-1,,,,,262,2,2,3,1,2,1,3,4,4,5,4,0.015625,0.625,0.015384615384615385,1,0,0,1,0.013888888888888888,0.0,0.0,Low,Medium,-0.96899414
78,65,Straight,241,red,128.0,83.97959,26.880000000000003,-28.8,0.05,0.875,0.075,12050,1,0.0,0.0,1,-1,,,,,228,3,3,1,2,1,1,1,4,3,6,9,0.038461538461538464,0.8571428571428571,0.012658227848101266,1,1,2,2,0.03571428571428571,1.0,0.017543859649122806,High,High,0.31339797
79,66,Straight,180,red,128.0,146.42857,-26.880000000000003,28.8,0.05,0.125,0.075,9000,1,1.0,1.0,1,-1,,,,,167,1,1,2,3,1,4,6,3,2,0,4,0.022857142857142857,0.0,0.011299435028248588,0,0,0,2,0.034482758620689655,0.0,0.0,High,Low,-0.7430907
80,67,Straight,252,blue,159.0,20.0,-26.880000000000003,-28.8,0.015,0.5,0.075,12600,0,1.0,0.0,1,-1,,,,,250,3,3,1,2,3,4,11,5,5,5,2,0.008264462809917356,0.5,0.020242914979757085,0,2,1,1,0.01818181818181818,0.5,0.03508771929824561,Low,Medium,-0.9835394
81,68,Straight,298,green,159.0,20.0,26.880000000000003,-24.96,0.015,0.875,0.075,14900,2,0.0,0.0,0,-1,,,,,273,2,2,3,1,2,3,6,3,6,8,3,0.010380622837370242,0.8888888888888888,0.020338983050847456,1,1,2,3,0.02586206896551724,1.0,0.008547008547008548,Low,High,-0.77242476
82,69,Straight,152,green,128.0,193.81633,26.880000000000003,24.96,0.05,0.125,0.075,7600,1,0.0,1.0,0,-1,,,,,139,2,2,3,1,2,7,7,2,3,1,10,0.06802721088435375,0.2,0.02,0,2,0,4,0.06451612903225806,0.0,0.03125,High,Low,-0.4447804
83,70,Straight,306,red,159.0,227.94897,26.880000000000003,28.8,0.05,0.5,0.075,15300,2,0.0,1.0,1,-1,,,,,281,3,3,1,2,1,1,17,4,5,4,9,0.030303030303030304,0.4444444444444444,0.016556291390728478,0,2,2,3,0.031914893617021274,1.0,0.020833333333333332,High,Medium,0.36758158
84,71,Straight,207,blue,159.0,49.84694,-26.880000000000003,-24.96,0.015,0.875,0.075,10350,0,1.0,0.0,0,-1,,,,,205,3,3,1,2,3,6,16,4,1,5,2,0.009900990099009901,1.0,0.0049261083743842365,1,0,1,1,0.020833333333333332,1.0,0.0,Low,High,-0.9802961
85,72,Straight,168,green,128.0,197.61224,-26.880000000000003,28.8,0.015,0.125,0.075,8400,1,1.0,1.0,1,-1,,,,,155,2,2,3,1,2,9,3,2,3,0,2,0.012269938650306749,0.0,0.018072289156626505,0,0,0,1,0.021739130434782608,0.0,0.0,Low,Low,-0.8521883
