Timestamp,x,y,r,g,b,vc_bounce,vc_random,cc_bounce,cc_random
0,155.384,194.69333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
30,152.65334,198.10667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
60,149.92267,201.52,0.0,255.0,0.0,0.0,0.0,0.0,0.0
90,147.192,204.93333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
120,144.46133,208.34666,0.0,255.0,0.0,0.0,0.0,0.0,0.0
150,141.73067,211.76,0.0,255.0,0.0,0.0,0.0,0.0,0.0
180,139.0,215.17334,0.0,255.0,0.0,0.0,0.0,0.0,0.0
210,136.26933,218.58667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
240,133.53867,222.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0
270,130.808,225.41333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
300,128.07733,228.82666,0.0,255.0,0.0,0.0,0.0,0.0,0.0
330,125.346664,232.24,0.0,255.0,0.0,0.0,0.0,0.0,0.0
360,122.616,235.65334,0.0,255.0,0.0,0.0,0.0,0.0,0.0
390,119.88533,239.06667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
420,117.15466,242.48,0.0,255.0,0.0,0.0,0.0,0.0,0.0
450,114.424,245.89333,0.0,255.0,0.0,1.0,0.0,1.0,0.0
480,111.69334,249.30667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
510,108.96267,245.89333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
540,106.232,242.48,0.0,0.0,255.0,0.0,0.0,0.0,0.0
570,103.501335,239.06667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
600,100.77067,235.65334,0.0,0.0,255.0,0.0,0.0,0.0,0.0
630,98.04,232.24,0.0,0.0,255.0,0.0,0.0,0.0,0.0
660,95.30933,228.82666,0.0,0.0,255.0,0.0,0.0,0.0,0.0
690,92.57867,225.41333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
720,89.848,222.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0
750,87.11733,218.58667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
780,84.386665,215.17334,0.0,0.0,255.0,0.0,0.0,0.0,0.0
810,81.656,211.76,0.0,0.0,255.0,0.0,0.0,0.0,0.0
840,78.92533,208.34666,0.0,0.0,255.0,0.0,0.0,0.0,0.0
870,76.194664,204.93333,0.0,0.0,255.0,0.0,0.0,0.0,0.0
900,73.464,201.52,0.0,0.0,255.0,0.0,0.0,0.0,0.0
930,70.73333,198.10667,0.0,0.0,255.0,0.0,0.0,0.0,0.0
960,68.00267,194.69333,0.0,0.0,255.0,0.0,0.0,0.0,1.0
990,65.272,191.28,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,62.541332,187.86667,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,59.810665,184.45334,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,57.08,181.04,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,54.349335,177.62666,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,51.618668,174.21333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,48.888,170.8,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,46.157333,167.38667,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,43.426666,163.97333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,40.696,160.56,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,37.965332,157.14667,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,35.234665,153.73334,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,32.504,150.32,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,29.773333,146.90666,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,27.042667,143.49333,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,24.312,140.08,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,21.581333,136.66667,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,18.850666,133.25333,255.0,0.0,0.0,0.0,0.0,0.0,1.0
1530,16.12,129.84,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1560,13.389334,126.42667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1590,10.658667,123.013336,0.0,255.0,0.0,1.0,0.0,0.0,0.0
1620,7.928,119.6,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1650,10.658667,116.18667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1680,13.389334,112.77333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1710,16.12,109.36,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1740,18.850666,105.94666,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1770,21.581333,102.53333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1800,24.312,99.12,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1830,27.042667,95.706665,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1860,29.773333,92.293335,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1890,32.504,88.88,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1920,35.234665,85.46667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1950,37.965332,82.05334,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1980,40.696,78.64,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2010,43.426666,75.22667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2040,46.157333,71.81333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2070,48.888,68.4,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2100,51.618668,64.986664,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2130,54.349335,61.573334,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2160,57.08,58.16,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2190,59.810665,54.746666,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2220,62.541332,51.333332,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2250,65.272,47.92,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2280,68.00267,44.506668,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2310,70.73333,41.093334,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2340,73.464,37.68,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2370,76.194664,34.266666,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2400,78.92533,30.853333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2430,81.656,27.44,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2460,84.386665,24.026667,0.0,255.0,0.0,0.0,0.0,0.0,0.0
2490,87.11733,20.613333,0.0,255.0,0.0,0.0,0.0,0.0,0.0
