Timestamp,x,y,r,g,b
0,45.824,65.30666,0.0,0.0,255.0
30,43.093334,61.893333,0.0,0.0,255.0
60,40.362667,58.48,0.0,0.0,255.0
90,37.632,55.066666,0.0,0.0,255.0
120,34.901333,51.65333,0.0,0.0,255.0
150,32.170666,48.24,0.0,0.0,255.0
180,29.44,44.826668,0.0,0.0,255.0
210,26.709333,41.413334,0.0,0.0,255.0
240,23.978666,38.0,0.0,0.0,255.0
270,21.248,34.586666,0.0,0.0,255.0
300,18.517334,31.173334,0.0,0.0,255.0
330,15.786667,27.76,0.0,0.0,255.0
360,13.056,24.346666,0.0,0.0,255.0
390,10.325334,20.933332,0.0,0.0,255.0
420,7.5946665,17.52,0.0,0.0,255.0
450,10.325334,14.106667,0.0,0.0,255.0
480,13.056,10.693334,0.0,0.0,255.0
510,15.786667,7.28,255.0,0.0,0.0
540,18.517334,10.693334,255.0,0.0,0.0
570,21.248,14.106667,255.0,0.0,0.0
600,23.978666,17.52,255.0,0.0,0.0
630,26.709333,20.933332,255.0,0.0,0.0
660,29.44,24.346666,255.0,0.0,0.0
690,32.170666,27.76,255.0,0.0,0.0
720,34.901333,31.173334,255.0,0.0,0.0
750,37.632,34.586666,255.0,0.0,0.0
780,40.362667,38.0,255.0,0.0,0.0
810,43.093334,41.413334,255.0,0.0,0.0
840,45.824,44.826668,255.0,0.0,0.0
870,48.55467,48.24,255.0,0.0,0.0
900,51.28533,51.65333,255.0,0.0,0.0
930,54.016,55.066666,255.0,0.0,0.0
960,56.746666,58.48,255.0,0.0,0.0
990,59.477333,61.893333,255.0,0.0,0.0
1020,62.208,65.30666,255.0,0.0,0.0
1050,64.93867,68.72,255.0,0.0,0.0
1080,67.669334,72.13333,255.0,0.0,0.0
1110,70.4,75.54667,255.0,0.0,0.0
1140,73.13067,78.96,255.0,0.0,0.0
1170,75.861336,82.37334,255.0,0.0,0.0
1200,78.592,85.78667,255.0,0.0,0.0
1230,81.32267,89.2,255.0,0.0,0.0
1260,84.05334,92.613335,255.0,0.0,0.0
1290,86.784,96.026665,255.0,0.0,0.0
1320,89.51466,99.44,255.0,0.0,0.0
1350,92.24533,102.85333,255.0,0.0,0.0
1380,94.976,106.26667,255.0,0.0,0.0
1410,97.706665,109.68,255.0,0.0,0.0
1440,100.43733,113.09333,255.0,0.0,0.0
1470,103.168,116.50667,255.0,0.0,0.0
1500,105.89867,119.92,255.0,0.0,0.0
1530,108.62933,123.333336,255.0,0.0,0.0
1560,111.36,126.746666,255.0,0.0,0.0
1590,114.09067,130.16,255.0,0.0,0.0
1620,116.821335,133.57333,255.0,0.0,0.0
1650,119.552,136.98666,255.0,0.0,0.0
1680,122.28267,140.4,255.0,0.0,0.0
1710,125.013336,143.81334,255.0,0.0,0.0
1740,127.744,147.22667,255.0,0.0,0.0
1770,130.47467,150.64,255.0,0.0,0.0
1800,133.20534,154.05333,255.0,0.0,0.0
1830,135.936,157.46666,255.0,0.0,0.0
1860,138.66667,160.88,255.0,0.0,0.0
1890,141.39734,164.29333,255.0,0.0,0.0
1920,144.128,167.70667,255.0,0.0,0.0
1950,146.85867,171.12,255.0,0.0,0.0
1980,149.58934,174.53334,255.0,0.0,0.0
2010,152.32,177.94667,255.0,0.0,0.0
2040,155.05066,181.36,255.0,0.0,0.0
2070,157.78133,184.77333,255.0,0.0,0.0
2100,160.512,188.18666,255.0,0.0,0.0
2130,163.24266,191.6,255.0,0.0,0.0
2160,165.97333,195.01334,255.0,0.0,0.0
2190,168.704,198.42667,255.0,0.0,0.0
2220,171.43466,201.84,255.0,0.0,0.0
2250,174.16533,205.25333,255.0,0.0,0.0
2280,176.896,208.66667,255.0,0.0,0.0
2310,179.62666,212.08,255.0,0.0,0.0
2340,182.35733,215.49333,255.0,0.0,0.0
2370,185.088,218.90666,255.0,0.0,0.0
2400,187.81866,222.32,255.0,0.0,0.0
2430,190.54933,225.73334,255.0,0.0,0.0
2460,193.28,229.14667,255.0,0.0,0.0
