Timestamp,x,y,r,g,b,vc_bounce,vc_random,cc_bounce,cc_random
0,73.232,72.94857,0.0,255.0,0.0,0.0,0.0,0.0,0.0
30,70.501335,76.36191,0.0,255.0,0.0,0.0,0.0,0.0,0.0
60,67.77067,79.77524,0.0,255.0,0.0,0.0,0.0,0.0,0.0
90,65.04,83.18857,0.0,255.0,0.0,0.0,0.0,0.0,0.0
120,62.309334,86.601906,0.0,255.0,0.0,0.0,0.0,0.0,0.0
150,59.578667,90.015236,0.0,255.0,0.0,0.0,0.0,0.0,0.0
180,56.848,93.42857,0.0,255.0,0.0,0.0,0.0,0.0,0.0
210,54.117332,96.8419,0.0,255.0,0.0,0.0,0.0,0.0,0.0
240,51.386665,100.25524,0.0,255.0,0.0,0.0,0.0,0.0,0.0
270,48.656,103.66857,0.0,255.0,0.0,0.0,0.0,0.0,0.0
300,45.925335,107.0819,0.0,0.0,255.0,0.0,0.0,0.0,1.0
330,43.194668,110.49524,0.0,0.0,255.0,0.0,0.0,0.0,0.0
360,40.464,113.90857,0.0,0.0,255.0,0.0,0.0,0.0,0.0
390,37.733334,117.32191,0.0,0.0,255.0,0.0,0.0,0.0,0.0
420,35.002666,120.73524,0.0,0.0,255.0,0.0,0.0,0.0,0.0
450,32.272,124.148575,0.0,0.0,255.0,0.0,0.0,0.0,0.0
480,29.541334,127.561905,0.0,0.0,255.0,0.0,0.0,0.0,0.0
510,26.810667,130.97523,0.0,0.0,255.0,0.0,0.0,0.0,0.0
540,24.08,134.38857,0.0,0.0,255.0,0.0,0.0,0.0,0.0
570,21.349333,137.80191,0.0,0.0,255.0,0.0,0.0,0.0,0.0
600,18.618668,141.21524,0.0,0.0,255.0,0.0,0.0,0.0,0.0
630,15.8880005,144.62857,0.0,0.0,255.0,0.0,0.0,0.0,0.0
660,13.157333,148.0419,0.0,0.0,255.0,0.0,0.0,0.0,0.0
690,10.426666,151.45523,0.0,0.0,255.0,0.0,0.0,0.0,0.0
720,7.696,154.86858,0.0,0.0,255.0,0.0,0.0,0.0,0.0
750,10.426666,158.2819,0.0,0.0,255.0,1.0,0.0,0.0,0.0
780,13.157333,161.69524,0.0,0.0,255.0,0.0,0.0,0.0,0.0
810,15.8880005,165.10857,0.0,0.0,255.0,0.0,0.0,0.0,0.0
840,18.618668,168.52191,0.0,0.0,255.0,0.0,0.0,0.0,0.0
870,21.349333,171.93524,0.0,0.0,255.0,0.0,0.0,0.0,0.0
900,24.08,175.34857,255.0,0.0,0.0,0.0,0.0,0.0,1.0
930,26.810667,178.7619,255.0,0.0,0.0,0.0,0.0,0.0,0.0
960,29.541334,182.17523,255.0,0.0,0.0,0.0,0.0,0.0,0.0
990,32.272,185.58858,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,35.002666,189.0019,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,37.733334,192.41524,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,40.464,195.82857,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,43.194668,199.2419,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,45.925335,202.65524,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,48.656,206.06857,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,51.386665,209.4819,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,54.117332,212.89523,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,56.848,216.30858,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,59.578667,219.72191,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,62.309334,223.13524,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,65.04,226.54857,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,67.77067,229.9619,0.0,255.0,0.0,0.0,0.0,0.0,1.0
1410,70.501335,233.37524,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1440,73.232,236.78857,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1470,75.96267,240.2019,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1500,78.69334,243.61523,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1530,81.424,247.02856,0.0,255.0,0.0,0.0,0.0,0.0,0.0
1560,84.15466,243.61523,0.0,255.0,0.0,1.0,0.0,0.0,0.0
