Video ID,idx_trial,trial,length,Final Color,Final X Position,Final Y Position,Final X Velocity,Final Y Velocity,PCCNVC,PCCOVC,PVC,length_ms,idx_time,side_left_right,side_top_bottom,idx_velocity_y,idx_position,idx_x_position,last_visible_color_idx,last_visible_color_idx_cent,last_visible_color_idx_inner,last_visible_color,color_entered,color_next,color_after_next,Dataset Block,Dataset Block Video,Bounces,Random Bounces,Color Change Bounce,Color Change Random,PCCNVC_effective,PCCNVC_effective_ps,PCCOVC_effective,PVC_effective,PVC_effective_ps,Bounces observable,Random Bounces observable,Color Change Bounce observable,Color Change Random observable,PCCNVC_effective_observable,PCCNVC_effective_observable_ps,PCCOVC_effective_observable,PVC_effective_observable,PVC_effective_observable_ps,Hazard Rate,Contingency,correct_response,PCCNVC_adjusted,cwl
26,15,Straight,187,red,128.0,185.5065,-28.16,30.72,0.00875,0.05,0.0,9350,1,1.0,1.0,1,-1,,167,171,174,1,1,2,3,8,16,4,0,0,1,0.005988023952095809,0.11976047904191617,0.0,0.0,0.0,4,0,0,1,0.009174311926605505,0.1834862385321101,0.0,0.0,0.0,Low,Low,1,0.005331456265398958,-0.9249498
27,16,Straight,161,red,159.0,74.545456,28.16,-30.72,0.00875,0.49999999999999994,0.0,8050,2,0.0,0.0,1,-1,,130,134,137,1,1,2,3,7,17,4,0,1,1,0.007692307692307693,0.15384615384615385,0.25,0.0,0.0,4,0,1,1,0.009900990099009901,0.19801980198019803,0.25,0.0,0.0,Low,Medium,1,0.005331456265398958,-0.8316142
28,17,Straight,169,blue,159.0,60.83117,-28.16,-25.6,0.15,0.95,0.0,8450,0,1.0,0.0,0,-1,,160,164,167,3,3,1,2,10,10,4,0,3,6,0.0375,0.75,0.75,0.0,0.0,2,0,1,4,0.0380952380952381,0.7619047619047619,0.5,0.0,0.0,High,High,3,0.037610398930572435,-0.92640626
29,18,Straight,223,red,97.0,54.909092,28.16,-30.72,0.15,0.05,0.0,11150,0,0.0,0.0,1,-1,,214,218,221,1,1,2,3,3,14,6,0,1,8,0.037383177570093455,0.7476635514018691,0.16666666666666666,0.0,0.0,5,0,0,6,0.038461538461538464,0.7692307692307693,0.0,0.0,0.0,High,Low,1,0.037610398930572435,-0.92663115
30,19,Straight,168,red,128.0,91.16883,-28.16,-25.6,0.00875,0.49999999999999994,0.0,8400,1,1.0,0.0,0,-1,,148,152,155,1,1,2,3,2,12,4,0,2,2,0.013513513513513514,0.2702702702702703,0.5,0.0,0.0,4,0,2,1,0.009523809523809525,0.19047619047619047,0.5,0.0,0.0,Low,Medium,1,0.005331456265398958,-0.8385018
31,20,Straight,259,blue,97.0,236.0,-28.16,25.6,0.00875,0.95,0.0,12950,2,1.0,1.0,0,-1,,228,232,235,3,3,1,2,2,8,5,0,5,1,0.0043859649122807015,0.08771929824561403,1.0,0.0,0.0,3,0,3,1,0.00625,0.125,1.0,0.0,0.0,Low,High,3,0.005331456265398958,-0.90003496
32,21,Straight,190,blue,159.0,81.24675,28.16,-25.6,0.15,0.05,0.0,9500,2,0.0,0.0,0,-1,,159,163,166,1,1,2,3,7,9,4,0,0,6,0.03773584905660377,0.7547169811320755,0.0,0.0,0.0,4,0,0,4,0.0380952380952381,0.7619047619047619,0.0,0.0,0.0,High,Low,3,0.037610398930572435,0.17018104
33,22,Straight,344,red,128.0,210.75325,28.16,30.72,0.15,0.49999999999999994,0.0,17200,1,0.0,1.0,1,-1,,324,328,331,3,3,1,2,5,6,8,0,4,13,0.040123456790123455,0.8024691358024691,0.5,0.0,0.0,8,0,4,7,0.03255813953488372,0.6511627906976745,0.5,0.0,0.0,High,Medium,1,0.037610398930572435,0.32038167
34,23,Straight,203,blue,159.0,181.45454,-28.16,30.72,0.00875,0.95,0.0,10150,0,1.0,1.0,1,-1,,194,198,201,3,3,1,2,8,14,5,0,4,0,0.0,0.0,0.8,0.0,0.0,5,0,4,0,0.0,0.0,0.8,0.0,0.0,Low,High,3,0.005331456265398958,-1.0
35,24,Straight,218,blue,128.0,185.5065,-28.16,30.72,0.00875,0.05,0.0,10900,1,1.0,1.0,1,-1,,198,202,205,2,2,3,1,3,15,6,0,0,1,0.005050505050505051,0.10101010101010101,0.0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,Low,Low,3,0.005331456265398958,0.061786518
36,25,Straight,183,green,159.0,40.415585,28.16,-25.6,0.15,0.49999999999999994,0.0,9150,2,0.0,0.0,0,-1,,152,156,159,3,3,1,2,1,9,4,0,2,6,0.039473684210526314,0.7894736842105263,0.5,0.0,0.0,3,0,1,5,0.047619047619047616,0.9523809523809523,0.3333333333333333,0.0,0.0,High,Medium,2,0.037610398930572435,0.17920542
37,26,Straight,163,blue,97.0,131.27272,28.16,30.72,0.15,0.95,0.0,8150,0,0.0,1.0,1,-1,,154,158,161,3,3,1,2,3,11,4,0,4,4,0.025974025974025976,0.5194805194805194,1.0,0.0,0.0,4,0,4,2,0.01904761904761905,0.38095238095238093,1.0,0.0,0.0,High,High,3,0.037610398930572435,-0.9487266
38,27,Straight,312,blue,97.0,108.181816,-28.16,25.6,0.00875,0.05,0.0,15600,2,1.0,1.0,0,-1,,281,285,288,2,2,3,1,4,2,7,0,0,2,0.0071174377224199285,0.1423487544483986,0.0,0.0,0.0,7,0,0,2,0.010309278350515464,0.20618556701030927,0.0,0.0,0.0,Low,Low,3,0.005331456265398958,0.14496297
39,28,Straight,275,blue,128.0,76.93507,28.16,-25.6,0.00875,0.49999999999999994,0.0,13750,1,0.0,0.0,0,-1,,255,259,262,3,3,1,2,7,2,6,0,3,2,0.00784313725490196,0.1568627450980392,0.5,0.0,0.0,4,0,2,1,0.005952380952380952,0.11904761904761904,0.5,0.0,0.0,Low,Medium,3,0.005331456265398958,-0.9028296
40,29,Straight,197,blue,159.0,51.16883,-28.16,-30.72,0.15,0.95,0.0,9850,0,1.0,0.0,1,-1,,188,192,195,3,3,1,2,10,3,4,0,4,8,0.0425531914893617,0.851063829787234,1.0,0.0,0.0,3,0,3,6,0.046153846153846156,0.9230769230769231,1.0,0.0,0.0,High,High,3,0.037610398930572435,-0.9167044
41,30,Straight,205,blue,159.0,51.16883,28.16,-30.72,0.15,0.05,0.0,10250,2,0.0,0.0,1,-1,,174,178,181,1,1,2,3,7,11,4,0,0,7,0.040229885057471264,0.8045977011494253,0.0,0.0,0.0,4,0,0,6,0.05172413793103448,1.0344827586206897,0.0,0.0,0.0,High,Low,3,0.037610398930572435,0.18305835
42,31,Straight,224,blue,97.0,218.54546,28.16,30.72,0.00875,0.49999999999999994,0.0,11200,0,0.0,1.0,1,-1,,215,219,222,3,3,1,2,10,12,6,0,2,0,0.0,0.0,0.3333333333333333,0.0,0.0,4,0,1,0,0.0,0.0,0.25,0.0,0.0,Low,Medium,3,0.005331456265398958,-1.0
43,32,Straight,409,green,128.0,48.467533,-28.16,-25.6,0.00875,0.95,0.0,20450,1,1.0,0.0,0,-1,,389,393,396,1,1,2,3,2,10,9,0,9,0,0.0,0.0,1.0,0.0,0.0,6,0,6,0,0.0,0.0,1.0,0.0,0.0,Low,High,2,0.005331456265398958,0.0
44,33,Straight,330,green,97.0,217.74026,28.16,25.6,0.15,0.05,0.0,16500,0,0.0,1.0,0,-1,,321,325,328,2,2,3,1,1,8,7,0,2,13,0.040498442367601244,0.8099688473520249,0.2857142857142857,0.0,0.0,6,0,2,8,0.037209302325581395,0.7441860465116279,0.3333333333333333,0.0,0.0,High,Low,2,0.037610398930572435,-0.9206432
45,34,Straight,197,red,97.0,20.0,-28.16,-30.72,0.15,0.49999999999999994,0.0,9850,2,1.0,0.0,1,-1,,166,170,173,2,2,3,1,2,11,4,0,0,7,0.04216867469879518,0.8433734939759037,0.0,0.0,0.0,4,0,0,5,0.046296296296296294,0.9259259259259259,0.0,0.0,0.0,High,Medium,1,0.037610398930572435,0.19271962
46,35,Straight,201,red,128.0,221.76624,-28.16,25.6,0.00875,0.95,0.0,10050,1,1.0,1.0,0,-1,,181,185,188,1,1,2,3,7,15,4,0,3,1,0.0055248618784530384,0.11049723756906077,0.75,0.0,0.0,2,0,2,1,0.008130081300813009,0.16260162601626016,1.0,0.0,0.0,Low,High,1,0.005331456265398958,-0.93055576
47,36,Straight,219,blue,97.0,131.27272,-28.16,30.72,0.00875,0.05,0.0,10950,2,1.0,1.0,1,-1,,188,192,195,3,3,1,2,10,16,5,0,0,2,0.010638297872340425,0.2127659574468085,0.0,0.0,0.0,5,0,0,2,0.015384615384615385,0.3076923076923077,0.0,0.0,0.0,Low,Low,3,0.005331456265398958,-0.77555716
48,37,Straight,169,red,128.0,147.63637,-28.16,30.72,0.15,0.49999999999999994,0.0,8450,1,1.0,1.0,1,-1,,149,153,156,1,1,2,3,3,10,4,0,2,5,0.03355704697986577,0.6711409395973155,0.5,0.0,0.0,4,0,2,4,0.0380952380952381,0.7619047619047619,0.5,0.0,0.0,High,Medium,1,0.037610398930572435,-0.6493232
49,38,Straight,391,blue,97.0,111.2987,28.16,-25.6,0.15,0.95,0.0,19550,0,0.0,0.0,0,-1,,382,386,389,3,3,1,2,1,15,9,0,8,11,0.028795811518324606,0.5759162303664922,0.8888888888888888,0.0,0.0,6,0,5,8,0.03007518796992481,0.6015037593984962,0.8333333333333334,0.0,0.0,High,High,3,0.037610398930572435,-0.9432376
50,39,Straight,152,blue,128.0,105.402596,-28.16,-25.6,0.00875,0.05,0.0,7600,1,1.0,0.0,0,-1,,132,136,139,3,3,1,2,3,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,Low,Low,3,0.005331456265398958,-1.0
51,40,Straight,230,green,97.0,199.48051,28.16,25.6,0.00875,0.49999999999999994,0.0,11500,0,0.0,1.0,0,-1,,221,225,228,2,2,3,1,5,9,5,0,3,1,0.004524886877828055,0.09049773755656108,0.6,0.0,0.0,3,0,2,1,0.00625,0.125,0.6666666666666666,0.0,0.0,Low,Medium,2,0.005331456265398958,-0.9909707
52,41,Straight,165,green,159.0,74.545456,28.16,-30.72,0.15,0.95,0.0,8250,2,0.0,0.0,1,-1,,134,138,141,3,3,1,2,6,4,4,0,3,5,0.03731343283582089,0.746268656716418,0.75,0.0,0.0,4,0,3,4,0.0380952380952381,0.7619047619047619,0.75,0.0,0.0,High,High,2,0.037610398930572435,0.1679533
53,42,Straight,167,red,128.0,221.76624,28.16,25.6,0.15,0.05,0.0,8350,1,0.0,1.0,0,-1,,147,151,154,2,2,3,1,2,3,3,0,1,5,0.034013605442176874,0.6802721088435374,0.3333333333333333,0.0,0.0,2,0,0,3,0.02857142857142857,0.5714285714285714,0.0,0.0,0.0,High,Low,1,0.037610398930572435,0.06171543
54,43,Straight,167,red,159.0,66.75325,-28.16,-30.72,0.00875,0.49999999999999994,0.0,8350,0,1.0,0.0,1,-1,,158,162,165,1,1,2,3,9,8,4,0,1,1,0.006329113924050633,0.12658227848101267,0.25,0.0,0.0,4,0,1,1,0.009523809523809525,0.19047619047619047,0.25,0.0,0.0,Low,Medium,1,0.005331456265398958,-0.9873818
55,44,Straight,337,green,159.0,225.7922,28.16,25.6,0.00875,0.95,0.0,16850,2,0.0,1.0,0,-1,,306,310,313,2,2,3,1,6,3,7,0,7,0,0.0,0.0,1.0,0.0,0.0,4,0,4,0,0.0,0.0,1.0,0.0,0.0,Low,High,2,0.005331456265398958,-1.0
56,45,Straight,203,green,128.0,172.88312,-28.16,30.72,0.15,0.05,0.0,10150,1,1.0,1.0,1,-1,,183,187,190,2,2,3,1,3,17,4,0,0,7,0.03825136612021858,0.7650273224043715,0.0,0.0,0.0,4,0,0,5,0.04,0.8,0.0,0.0,0.0,High,Low,2,0.037610398930572435,-0.6131243
57,46,Straight,154,blue,159.0,27.792208,28.16,-30.72,0.15,0.49999999999999994,0.0,7700,2,0.0,0.0,1,-1,,123,127,130,3,3,1,2,9,6,4,0,2,4,0.032520325203252036,0.6504065040650406,0.5,0.0,0.0,4,0,2,3,0.031914893617021274,0.6382978723404256,0.5,0.0,0.0,High,Medium,3,0.037610398930572435,-0.48713067
58,47,Straight,169,green,159.0,50.623375,-28.16,-25.6,0.00875,0.95,0.0,8450,0,1.0,0.0,0,-1,,160,164,167,2,2,3,1,2,13,3,0,3,0,0.0,0.0,1.0,0.0,0.0,2,0,2,0,0.0,0.0,1.0,0.0,0.0,Low,High,2,0.005331456265398958,-1.0
59,48,Straight,158,blue,97.0,108.181816,-28.16,25.6,0.00875,0.05,0.0,7900,2,1.0,1.0,0,-1,,127,131,134,3,3,1,2,4,6,4,0,0,1,0.007874015748031496,0.15748031496062992,0.0,0.0,0.0,4,0,0,1,0.01020408163265306,0.20408163265306123,0.0,0.0,0.0,Low,Low,3,0.005331456265398958,-0.82802415
60,49,Straight,181,green,159.0,197.03896,-28.16,30.72,0.15,0.49999999999999994,0.0,9050,0,1.0,1.0,1,-1,,172,176,179,2,2,3,1,4,4,4,0,1,8,0.046511627906976744,0.9302325581395349,0.25,0.0,0.0,3,0,1,6,0.05263157894736842,1.0526315789473684,0.3333333333333333,0.0,0.0,High,Medium,2,0.037610398930572435,-0.90914005
61,50,Straight,190,green,128.0,20.0,28.16,-30.72,0.15,0.95,0.0,9500,1,0.0,0.0,1,-1,,170,174,177,2,2,3,1,2,16,4,0,3,6,0.03529411764705882,0.7058823529411765,0.75,0.0,0.0,3,0,2,5,0.044642857142857144,0.8928571428571429,0.6666666666666666,0.0,0.0,High,High,2,0.037610398930572435,-0.6355884
62,51,Straight,190,green,97.0,20.0,-28.16,-30.72,0.00875,0.05,0.0,9500,2,1.0,0.0,1,-1,,159,163,166,2,2,3,1,2,4,4,0,0,1,0.006289308176100629,0.12578616352201258,0.0,0.0,0.0,4,0,0,1,0.009523809523809525,0.19047619047619047,0.0,0.0,0.0,Low,Low,2,0.005331456265398958,-0.85992765
63,52,Straight,237,blue,97.0,93.03896,28.16,-25.6,0.00875,0.49999999999999994,0.0,11850,0,0.0,0.0,0,-1,,228,232,235,3,3,1,2,1,7,5,0,1,0,0.0,0.0,0.2,0.0,0.0,3,0,1,0,0.0,0.0,0.3333333333333333,0.0,0.0,Low,Medium,3,0.005331456265398958,-1.0
64,53,Straight,208,blue,128.0,236.0,28.16,25.6,0.15,0.95,0.0,10400,1,0.0,1.0,0,-1,,188,192,195,3,3,1,2,5,3,4,0,4,7,0.03723404255319149,0.7446808510638298,1.0,0.0,0.0,2,0,2,5,0.038461538461538464,0.7692307692307693,1.0,0.0,0.0,High,High,3,0.037610398930572435,-0.62072295
65,54,Straight,168,green,97.0,93.03896,-28.16,-25.6,0.15,0.05,0.0,8400,2,1.0,0.0,0,-1,,137,141,144,2,2,3,1,4,9,4,0,0,6,0.043795620437956206,0.8759124087591241,0.0,0.0,0.0,4,0,0,5,0.047619047619047616,0.9523809523809523,0.0,0.0,0.0,High,Low,2,0.037610398930572435,-0.40817305
66,55,Straight,189,green,159.0,164.54546,-28.16,25.6,0.00875,0.49999999999999994,0.0,9450,0,1.0,1.0,0,-1,,180,184,187,2,2,3,1,3,5,4,0,2,0,0.0,0.0,0.5,0.0,0.0,2,0,1,0,0.0,0.0,0.5,0.0,0.0,Low,Medium,2,0.005331456265398958,-1.0
67,56,Straight,179,red,128.0,185.5065,28.16,30.72,0.00875,0.95,0.0,8950,1,0.0,1.0,1,-1,,159,163,166,1,1,2,3,5,14,4,0,4,0,0.0,0.0,1.0,0.0,0.0,4,0,4,0,0.0,0.0,1.0,0.0,0.0,Low,High,1,0.005331456265398958,-1.0
68,57,Straight,186,green,159.0,20.0,-28.16,-30.72,0.15,0.05,0.0,9300,0,1.0,0.0,1,-1,,177,181,184,2,2,3,1,10,17,4,0,0,9,0.05084745762711865,1.0169491525423728,0.0,0.0,0.0,2,0,0,6,0.05042016806722689,1.0084033613445378,0.0,0.0,0.0,High,Low,2,0.037610398930572435,-0.9008905
69,58,Straight,271,green,159.0,195.16884,28.16,25.6,0.15,0.49999999999999994,0.0,13550,2,0.0,1.0,0,-1,,240,244,247,3,3,1,2,7,13,6,0,2,9,0.0375,0.75,0.3333333333333333,0.0,0.0,4,0,2,6,0.0375,0.75,0.5,0.0,0.0,High,Medium,2,0.037610398930572435,0.1689388
70,59,Straight,178,blue,128.0,108.36364,28.16,-30.72,0.00875,0.95,0.0,8900,1,0.0,0.0,1,-1,,158,162,165,3,3,1,2,4,1,4,0,4,0,0.0,0.0,1.0,0.0,0.0,4,0,4,0,0.0,0.0,1.0,0.0,0.0,Low,High,3,0.005331456265398958,-1.0
71,60,Straight,196,red,97.0,107.27273,-28.16,-30.72,0.00875,0.05,0.0,9800,2,1.0,0.0,1,-1,,165,169,172,1,1,2,3,8,9,4,0,0,1,0.006060606060606061,0.12121212121212122,0.0,0.0,0.0,4,0,0,1,0.009345794392523364,0.18691588785046728,0.0,0.0,0.0,Low,Low,1,0.005331456265398958,-0.8646432
72,61,Straight,207,blue,97.0,181.22078,28.16,25.6,0.15,0.49999999999999994,0.0,10350,0,0.0,1.0,0,-1,,198,202,205,3,3,1,2,2,1,5,0,1,8,0.04040404040404041,0.8080808080808081,0.2,0.0,0.0,3,0,1,5,0.03571428571428571,0.7142857142857143,0.3333333333333333,0.0,0.0,High,Medium,3,0.037610398930572435,-0.9208244
73,62,Straight,206,red,128.0,236.0,28.16,25.6,0.15,0.95,0.0,10300,1,0.0,1.0,0,-1,,186,190,193,3,3,1,2,10,15,4,0,3,6,0.03225806451612903,0.6451612903225806,0.75,0.0,0.0,2,0,1,4,0.03125,0.625,0.5,0.0,0.0,High,High,1,0.037610398930572435,0.28351775
